,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
22703,4,1,3,2,1,2,2,4,1,4,2
22704,4,11,3,13,4,9,2,13,1,13,3
22705,3,1,4,7,2,3,3,7,3,13,1
22706,3,7,4,8,1,4,3,9,4,11,0
22707,1,7,2,4,3,4,2,6,1,12,1
22708,1,10,4,13,1,13,3,9,4,8,1
22709,4,2,2,8,1,5,3,9,3,10,0
22710,1,4,1,10,4,12,1,9,3,1,0
22711,3,1,1,6,2,12,4,7,3,12,1
22712,1,3,3,8,4,7,2,13,2,12,0
22713,1,3,3,9,4,7,4,12,2,9,1
22714,1,4,3,4,1,5,2,4,3,6,3
22715,3,12,2,10,1,12,3,3,3,6,1
22716,3,5,1,1,4,1,4,3,3,6,1
22717,2,7,2,11,3,1,2,3,1,10,0
22718,1,1,2,7,4,12,3,5,3,1,1
22719,2,8,3,2,1,12,1,2,3,4,1
22720,1,7,1,11,2,2,2,13,4,8,0
22721,2,7,2,2,4,9,4,6,1,6,1
22722,4,11,2,11,1,2,1,1,2,12,1
22723,4,6,2,3,2,10,1,6,4,2,1
22724,2,3,3,9,3,7,2,7,1,7,3
22725,3,4,4,3,1,9,3,3,2,4,2
22726,4,10,3,13,1,4,1,8,1,12,0
22727,1,6,1,10,3,12,4,13,3,5,0
22728,2,4,2,2,2,7,4,1,1,1,1
22729,4,11,4,4,3,9,1,11,4,9,2
22730,4,6,3,1,4,2,4,13,3,7,0
22731,2,7,1,3,2,2,4,10,2,9,0
22732,2,1,3,7,4,2,3,5,4,9,0
22733,1,11,2,3,3,9,4,3,1,2,1
22734,4,6,3,4,3,11,2,1,2,11,1
22735,2,10,4,5,1,8,1,4,1,5,1
22736,2,7,1,9,1,5,4,4,4,1,0
22737,2,12,2,11,2,3,1,3,4,13,1
22738,1,10,2,12,3,4,3,3,2,13,0
22739,3,1,3,2,1,2,4,10,1,7,1
22740,4,6,1,10,3,3,1,1,4,1,1
22741,1,10,1,8,2,11,1,4,1,9,0
22742,4,4,1,9,3,2,1,5,1,12,0
22743,3,8,2,12,2,13,1,2,3,6,0
22744,1,11,3,13,4,8,4,1,3,6,0
22745,3,11,3,1,2,5,3,4,4,8,0
22746,3,3,2,12,4,4,1,10,2,3,1
22747,3,1,4,10,4,6,1,8,3,2,0
22748,3,5,3,6,2,4,2,13,1,13,1
22749,2,3,3,8,4,9,3,1,3,10,0
22750,4,6,4,13,2,7,1,8,2,6,1
22751,3,2,1,2,4,6,4,8,2,7,1
22752,2,12,3,10,3,7,3,3,2,4,0
22753,1,10,4,7,1,3,2,13,4,1,0
22754,2,6,2,10,3,2,2,4,2,7,0
22755,1,6,4,6,1,2,4,9,2,10,1
22756,3,12,4,2,4,10,3,10,1,12,2
22757,3,1,4,12,4,8,2,13,4,6,0
22758,1,6,2,4,2,13,1,2,3,10,0
22759,1,7,2,9,3,3,3,4,1,3,1
22760,2,11,1,1,3,9,4,1,2,1,3
22761,2,6,1,11,2,4,2,12,1,12,1
22762,3,1,4,9,1,9,3,9,4,4,3
22763,2,8,1,12,4,3,1,5,4,12,1
22764,1,9,4,7,1,13,1,11,3,5,0
22765,1,8,1,9,4,6,2,4,3,10,0
22766,1,6,2,5,3,11,2,9,4,10,0
22767,4,13,3,3,4,3,3,9,4,9,2
22768,4,10,2,9,4,13,4,9,2,1,1
22769,2,9,3,6,4,13,3,2,3,4,0
22770,1,10,3,10,2,4,1,3,4,5,1
22771,3,1,3,3,4,10,3,10,2,1,2
22772,3,1,2,1,4,10,1,4,4,1,3
22773,2,5,1,7,3,5,2,8,4,13,1
22774,1,8,1,7,4,13,4,6,4,8,1
22775,1,6,3,13,2,1,4,7,4,12,0
22776,1,10,1,7,3,11,4,10,3,3,1
22777,4,1,1,3,1,11,4,12,4,10,0
22778,4,6,4,10,4,7,1,5,4,5,1
22779,4,9,1,5,4,10,1,13,4,4,0
22780,4,12,2,5,2,12,3,3,1,3,2
22781,2,11,4,8,4,1,2,13,3,1,1
22782,4,2,1,7,4,9,2,7,1,5,1
22783,2,12,4,5,3,5,3,1,2,13,1
22784,1,10,2,9,2,2,1,8,3,3,0
22785,1,6,2,7,4,8,4,4,4,10,0
22786,2,1,1,2,4,9,2,13,1,6,0
22787,1,8,2,8,3,10,3,5,2,4,1
22788,4,3,3,12,1,1,3,10,2,4,0
22789,4,9,4,10,1,1,2,4,1,10,1
22790,2,11,1,10,2,5,1,8,3,6,0
22791,2,1,4,4,2,9,2,5,2,11,0
22792,4,9,3,11,1,11,2,2,1,1,1
22793,1,9,4,10,2,6,4,13,3,13,1
22794,3,8,4,11,1,9,3,5,4,1,0
22795,2,6,3,12,4,10,3,11,1,8,0
22796,2,12,2,7,3,3,2,4,2,2,0
22797,3,12,2,12,2,9,2,7,1,13,1
22798,1,13,2,7,1,5,2,10,1,11,0
22799,3,6,2,6,2,5,2,13,4,13,2
22800,3,10,3,3,4,1,4,7,2,7,1
22801,4,12,4,1,1,5,1,13,2,7,0
22802,1,5,2,7,1,4,2,1,4,13,0
22803,2,11,4,3,2,3,3,10,4,1,1
22804,1,13,1,4,1,6,4,11,4,5,0
22805,3,9,2,2,1,1,2,8,1,5,0
22806,4,1,2,1,1,2,3,4,3,10,1
22807,1,4,3,6,4,4,2,3,2,7,1
22808,4,1,3,12,3,6,1,5,1,7,0
22809,4,6,3,7,2,12,2,1,3,12,1
22810,4,11,2,1,3,4,2,9,2,10,0
22811,4,5,3,1,4,7,3,6,2,3,0
22812,3,12,3,6,2,1,4,5,2,8,0
22813,4,11,1,8,3,3,1,6,2,3,1
22814,1,7,1,3,1,1,2,3,4,13,1
22815,3,7,4,10,3,4,3,13,4,1,0
22816,4,13,2,11,1,2,4,6,4,5,0
22817,1,3,2,3,1,5,1,9,1,6,1
22818,2,6,2,3,2,7,2,5,1,7,1
22819,3,11,4,10,3,1,4,13,1,8,0
22820,3,6,3,11,3,7,2,7,2,8,1
22821,4,1,4,5,1,9,1,6,4,8,0
22822,1,10,1,2,1,1,3,10,4,2,2
22823,2,8,4,11,4,3,2,2,1,7,0
22824,3,4,4,11,3,10,3,7,2,11,1
22825,4,3,4,9,2,4,3,3,3,13,1
22826,1,1,3,11,4,13,3,1,3,6,1
22827,1,6,1,13,4,2,4,8,4,7,0
22828,3,2,2,7,2,2,2,10,1,6,1
22829,1,8,4,11,3,3,4,6,3,13,0
22830,3,5,4,9,2,11,4,5,4,4,1
22831,4,10,3,8,3,11,4,1,3,1,1
22832,4,13,4,2,1,3,4,4,2,12,0
22833,2,6,3,2,1,10,3,1,2,13,0
22834,4,8,4,2,2,4,4,5,4,12,0
22835,2,13,4,9,2,6,3,2,4,12,0
22836,4,13,1,6,4,1,3,7,1,13,1
22837,4,1,1,4,3,6,3,8,4,10,0
22838,2,5,3,8,3,11,2,9,1,2,0
22839,1,7,3,5,4,12,2,1,1,10,0
22840,4,13,3,10,3,5,4,3,4,11,0
22841,2,1,3,10,1,10,4,3,2,11,1
22842,2,5,1,11,4,10,1,10,1,4,1
22843,1,3,1,5,2,7,3,10,1,8,0
22844,3,3,2,11,4,6,1,13,4,11,1
22845,1,4,4,6,1,6,1,2,2,7,1
22846,2,1,4,11,2,6,4,8,4,4,0
22847,4,2,1,8,3,9,2,6,4,9,1
22848,4,7,1,7,2,6,3,11,3,6,2
22849,3,2,1,12,1,10,4,11,4,8,0
22850,4,10,3,11,3,10,2,12,1,1,1
22851,2,10,4,4,4,6,2,12,1,7,0
22852,4,10,3,1,2,13,4,2,4,7,0
22853,2,1,2,11,3,1,4,8,2,5,1
22854,3,1,2,7,1,8,4,8,3,2,1
22855,4,3,1,13,4,2,2,10,3,4,0
22856,3,8,2,8,1,12,3,7,4,2,1
22857,2,7,1,5,3,10,1,7,3,2,1
22858,4,7,3,3,3,4,3,13,3,2,0
22859,2,7,4,3,3,1,1,12,3,5,0
22860,2,11,3,12,1,8,4,3,2,4,0
22861,4,1,4,4,3,13,2,1,4,3,1
22862,3,1,1,6,3,11,2,12,4,11,1
22863,4,10,3,8,3,2,4,6,4,4,0
22864,2,12,2,13,1,3,3,5,3,8,0
22865,2,11,2,10,4,6,1,1,1,9,0
22866,1,8,3,5,2,8,2,4,4,6,1
22867,3,13,4,8,2,13,2,3,4,2,1
22868,2,11,3,2,4,2,1,5,2,8,1
22869,2,9,2,13,3,11,3,4,3,12,0
22870,3,10,1,13,2,1,4,4,1,4,1
22871,2,1,4,9,1,9,3,12,3,11,1
22872,1,11,2,3,1,5,4,13,3,5,1
22873,4,7,3,9,1,11,1,7,3,2,1
22874,1,4,4,7,4,6,1,6,1,3,1
22875,1,13,4,9,1,7,2,3,4,3,1
22876,4,12,3,5,2,6,3,3,3,9,0
22877,1,12,4,13,3,10,3,8,3,5,0
22878,3,2,4,8,4,9,3,8,1,2,2
22879,1,11,1,6,2,4,2,2,3,6,1
22880,1,7,4,7,1,9,1,3,4,2,1
22881,4,4,3,11,3,9,1,5,1,12,0
22882,4,3,1,6,3,9,1,12,2,5,0
22883,4,7,3,7,1,6,4,11,4,1,1
22884,2,5,3,9,2,13,3,11,2,8,0
22885,3,12,4,11,2,10,2,7,3,4,0
22886,3,13,3,8,3,11,1,13,3,9,1
22887,1,11,4,5,1,7,3,11,4,12,1
22888,3,5,4,10,3,3,2,3,3,10,2
22889,3,8,2,10,3,12,4,10,2,13,1
22890,1,3,2,7,3,10,2,5,4,4,0
22891,4,6,3,11,2,13,4,8,4,12,0
22892,1,8,4,9,4,3,3,8,2,13,1
22893,1,2,4,4,1,6,4,8,3,7,0
22894,2,10,4,13,4,6,1,9,1,6,1
22895,1,5,2,6,1,10,1,12,4,12,1
22896,1,2,1,7,2,13,1,11,3,12,0
22897,4,4,1,7,3,1,3,11,4,2,0
22898,4,8,4,3,2,3,3,8,3,9,2
22899,1,11,4,11,1,13,4,1,2,10,1
22900,1,7,1,6,4,7,1,5,1,11,1
22901,3,1,1,1,4,11,2,1,1,12,3
22902,3,4,4,12,2,2,1,13,2,9,0
22903,4,7,3,9,2,10,3,13,1,10,1
22904,1,1,4,10,1,2,1,3,1,10,1
22905,2,4,1,5,2,3,1,12,3,4,1
22906,3,11,4,4,4,12,2,10,3,1,0
22907,1,3,2,13,1,9,4,6,2,8,0
22908,2,3,2,6,1,2,2,12,4,1,0
22909,4,12,1,6,1,1,2,1,3,12,2
22910,2,8,4,8,4,13,4,12,2,7,1
22911,2,11,1,8,3,4,2,4,2,6,1
22912,2,1,2,2,4,9,4,1,1,8,1
22913,4,1,2,10,4,13,3,6,4,12,0
22914,2,1,3,13,3,10,2,4,3,7,0
22915,3,1,2,1,4,9,4,4,1,3,1
22916,1,13,2,3,2,8,4,9,4,5,0
22917,3,8,1,11,4,12,1,9,1,10,4
22918,1,8,1,13,4,7,2,10,3,9,0
22919,3,10,3,9,1,12,1,8,2,13,0
22920,1,8,3,2,4,9,2,2,4,4,1
22921,1,1,4,13,3,10,2,13,2,7,1
22922,4,6,2,6,4,4,4,10,3,1,1
22923,1,3,3,4,2,3,3,5,2,1,1
22924,2,4,1,8,4,11,1,9,3,4,1
22925,3,8,1,13,4,8,4,5,2,1,1
22926,4,2,2,13,2,8,4,11,2,12,0
22927,1,9,2,13,3,1,1,8,4,11,0
22928,4,8,2,7,3,2,1,11,2,9,0
22929,3,9,1,12,2,12,4,6,4,9,2
22930,3,12,4,12,4,8,3,4,3,3,1
22931,4,1,3,7,1,13,1,2,3,5,0
22932,1,12,2,8,4,10,2,9,3,4,0
22933,1,7,3,12,2,13,3,8,4,11,0
22934,4,2,3,7,3,6,2,13,1,10,0
22935,4,2,3,11,3,2,2,3,3,13,1
22936,2,1,1,11,4,9,3,6,3,9,1
22937,4,5,2,10,1,7,1,11,1,10,1
22938,2,6,4,12,3,8,2,3,4,2,0
22939,4,12,2,13,3,2,2,5,1,12,1
22940,3,7,3,13,1,2,2,12,3,11,0
22941,1,5,2,1,1,9,4,1,4,10,1
22942,2,2,4,5,1,6,2,12,2,8,0
22943,3,6,2,11,2,1,2,12,3,12,1
22944,1,8,1,3,3,9,1,2,2,4,0
22945,4,8,1,1,2,8,4,10,2,5,1
22946,1,10,2,4,4,13,2,9,3,7,0
22947,3,9,4,7,1,2,1,6,2,5,0
22948,4,1,1,9,1,2,1,10,2,12,0
22949,3,10,2,11,2,5,3,3,2,13,0
22950,1,5,2,5,1,8,1,10,2,9,1
22951,3,13,2,13,1,8,4,5,1,13,3
22952,2,5,2,6,1,2,2,13,3,8,0
22953,3,4,3,13,4,1,3,10,4,11,0
22954,1,11,1,12,2,5,4,8,1,3,0
22955,2,12,1,10,3,3,2,11,1,3,1
22956,2,9,2,2,2,5,2,3,3,6,0
22957,2,8,4,9,4,10,1,2,1,12,0
22958,1,1,3,2,4,13,1,2,3,13,2
22959,2,10,3,7,1,7,1,10,3,12,2
22960,3,1,1,5,1,2,3,6,2,1,1
22961,4,5,2,7,1,1,4,11,2,1,1
22962,4,2,4,8,4,5,3,1,3,10,0
22963,2,1,3,12,2,7,4,6,2,6,1
22964,4,4,2,10,4,3,3,7,4,10,1
22965,2,13,1,10,4,5,2,10,1,2,1
22966,1,11,4,9,2,10,2,8,1,6,0
22967,1,9,3,9,4,8,3,3,2,6,1
22968,1,10,4,5,4,1,4,9,4,10,1
22969,2,4,2,2,2,7,3,5,2,5,1
22970,3,9,3,11,1,8,2,3,1,4,0
22971,2,9,4,11,3,2,2,1,1,8,0
22972,4,2,2,9,3,8,1,8,2,4,1
22973,2,9,4,13,3,5,4,11,1,7,0
22974,3,9,3,2,1,5,4,8,4,7,0
22975,1,6,4,11,4,4,3,7,4,13,0
22976,4,7,1,8,4,9,3,1,3,3,0
22977,2,9,1,7,1,3,3,11,3,5,0
22978,4,12,4,5,3,5,3,4,4,7,1
22979,3,7,4,8,2,5,1,11,2,7,1
22980,4,5,4,1,2,3,4,12,3,8,0
22981,3,8,3,5,2,3,3,4,2,12,0
22982,4,8,1,7,2,1,2,8,1,12,1
22983,2,3,4,5,3,6,4,4,1,8,0
22984,3,1,3,12,1,12,1,13,1,10,1
22985,1,3,4,1,4,10,3,5,1,7,0
22986,2,10,4,10,1,12,1,9,3,8,1
22987,2,12,3,12,1,3,2,6,2,5,1
22988,3,12,4,3,3,10,1,2,1,1,0
22989,1,13,1,10,2,11,1,5,4,3,0
22990,3,7,4,3,3,4,3,11,1,3,1
22991,3,2,1,5,2,5,3,13,1,4,1
22992,3,8,1,13,2,2,3,7,2,9,0
22993,4,6,2,4,2,1,4,1,3,9,1
22994,3,11,4,8,3,1,2,10,1,12,0
22995,2,10,2,3,3,7,2,13,1,9,0
22996,3,13,1,4,2,10,2,6,4,8,0
22997,4,11,2,13,4,7,1,7,2,1,1
22998,3,11,2,10,1,5,4,10,2,6,1
22999,3,9,4,7,2,13,3,2,1,1,0
23000,1,10,4,1,1,11,3,2,3,1,1
23001,2,3,1,11,2,11,1,2,1,1,1
23002,4,1,3,13,2,8,3,11,3,10,0
23003,3,12,1,6,3,2,3,7,2,6,1
23004,2,9,3,13,1,9,4,7,3,10,1
23005,1,1,2,11,1,13,2,12,4,12,1
23006,1,5,3,12,1,3,1,11,2,10,0
23007,4,1,2,7,2,5,4,7,3,2,1
23008,4,7,3,4,4,1,1,13,1,4,1
23009,1,10,3,1,1,6,4,4,1,7,0
23010,3,2,4,8,2,4,4,4,1,8,2
23011,3,5,1,4,4,13,2,1,2,7,0
23012,1,10,1,13,1,9,4,7,2,5,0
23013,2,12,4,12,4,13,1,10,3,13,2
23014,4,13,3,10,2,3,1,10,1,13,2
23015,3,10,4,10,4,12,2,1,1,9,1
23016,1,12,1,6,2,6,2,8,3,5,1
23017,4,3,1,9,1,12,3,5,1,2,0
23018,3,2,1,2,2,12,2,10,3,8,1
23019,2,4,3,6,4,6,2,13,3,3,1
23020,1,13,4,5,4,7,1,11,3,5,1
23021,2,5,4,11,4,12,2,13,4,5,1
23022,1,9,4,12,2,11,3,3,1,11,1
23023,2,13,1,2,1,3,2,5,4,2,1
23024,2,5,4,12,1,4,1,5,4,10,1
23025,4,9,3,13,2,3,2,9,1,10,1
23026,3,11,3,7,1,8,1,3,2,7,1
23027,4,7,3,13,1,7,3,11,4,10,1
23028,3,4,3,12,3,11,4,13,2,5,0
23029,1,5,2,6,1,1,4,13,1,6,1
23030,1,10,3,12,2,3,2,2,3,11,0
23031,2,3,3,4,1,5,2,11,3,2,0
23032,1,1,4,13,2,2,2,9,3,13,1
23033,1,2,4,5,4,1,3,6,2,8,0
23034,2,7,2,2,1,11,3,6,1,3,0
23035,1,5,3,4,1,7,4,11,2,11,1
23036,4,12,3,7,4,7,4,8,1,8,2
23037,1,4,2,3,2,8,3,3,3,9,1
23038,1,3,1,1,2,8,2,10,4,10,1
23039,4,5,1,12,3,4,1,8,2,13,0
23040,4,2,3,5,4,4,3,8,4,1,0
23041,3,9,4,7,3,2,2,12,3,4,0
23042,2,4,2,3,4,1,3,5,1,7,0
23043,3,5,2,8,1,8,3,13,4,8,3
23044,2,2,2,3,3,3,2,1,2,7,1
23045,2,2,2,13,4,9,1,1,3,6,0
23046,4,2,4,13,3,5,4,5,4,8,1
23047,3,7,4,8,2,3,2,5,1,2,0
23048,2,6,1,9,3,12,4,13,2,9,1
23049,4,8,1,5,2,9,2,3,4,11,0
23050,4,9,2,4,3,8,4,12,2,5,0
23051,1,11,3,2,1,5,3,13,2,11,1
23052,4,4,1,11,3,10,3,5,2,2,0
23053,4,9,3,5,3,4,2,11,1,1,0
23054,1,9,3,9,1,6,1,11,2,11,2
23055,4,2,2,2,4,3,2,12,2,11,1
23056,4,9,3,4,4,3,1,5,3,9,1
23057,4,3,2,10,1,4,1,13,4,12,0
23058,2,12,1,12,3,9,3,10,2,5,1
23059,1,7,3,12,1,13,4,8,4,9,0
23060,3,12,2,11,3,6,4,9,2,13,0
23061,3,5,4,6,4,8,1,4,3,4,1
23062,3,5,1,10,1,3,4,3,2,8,1
23063,2,13,3,11,1,2,2,7,3,7,1
23064,3,9,3,13,3,4,4,8,4,2,0
23065,2,6,4,2,3,12,3,7,4,7,1
23066,3,12,4,7,1,5,2,12,2,10,1
23067,3,11,1,8,1,1,2,6,2,11,1
23068,3,7,4,2,1,10,2,13,2,5,0
23069,4,12,3,9,3,13,2,3,1,1,0
23070,1,9,4,8,3,13,4,4,4,13,1
23071,4,13,4,1,4,6,3,1,4,12,1
23072,3,5,3,4,1,8,3,8,2,6,1
23073,1,3,1,2,2,5,2,3,3,13,1
23074,2,4,2,9,1,11,4,13,3,6,0
23075,3,8,1,9,1,13,3,13,4,11,1
23076,2,10,2,5,2,9,2,13,1,9,1
23077,2,5,3,6,4,13,2,12,4,9,0
23078,3,13,4,8,4,2,3,11,1,13,1
23079,1,12,3,4,2,2,1,8,2,13,0
23080,1,4,3,9,1,13,3,13,2,2,1
23081,1,2,3,10,2,6,3,13,2,2,1
23082,3,5,1,7,1,13,4,1,1,11,0
23083,1,11,2,12,1,3,2,7,2,4,0
23084,1,1,2,8,4,13,4,5,2,6,0
23085,2,11,1,6,3,10,1,1,2,13,0
23086,1,12,2,5,2,7,2,11,3,4,0
23087,2,1,3,5,4,6,4,3,3,10,0
23088,4,10,2,13,2,6,1,12,1,9,0
23089,1,3,1,12,2,13,4,7,2,7,1
23090,2,2,1,9,4,3,2,3,2,11,1
23091,3,8,1,6,2,7,4,4,4,5,4
23092,2,4,1,5,1,8,2,9,4,6,0
23093,2,1,3,13,3,11,1,9,3,4,0
23094,4,8,1,10,3,4,4,9,1,13,0
23095,1,5,1,1,2,5,3,6,4,12,1
23096,2,12,2,7,2,5,4,3,3,1,0
23097,4,4,3,12,2,12,3,10,4,8,1
23098,3,3,2,13,2,5,3,12,2,3,1
23099,3,3,4,11,1,5,2,8,3,12,0
23100,2,9,2,11,2,8,3,13,1,7,0
23101,1,12,2,6,2,11,3,13,3,10,0
23102,1,2,4,6,1,6,4,4,3,8,1
23103,2,2,1,5,2,6,1,8,1,1,0
23104,3,1,1,2,3,2,2,7,2,3,1
23105,1,7,4,2,1,12,4,10,2,10,1
23106,1,4,4,6,4,7,4,9,2,4,1
23107,3,8,4,10,4,2,4,6,4,9,0
23108,3,10,3,2,4,3,3,8,2,5,0
23109,1,5,2,2,3,7,4,5,2,5,3
23110,2,6,1,11,4,1,2,12,4,7,0
23111,1,3,3,5,1,12,4,12,1,6,1
23112,4,3,3,2,2,4,3,3,2,10,1
23113,3,2,1,7,3,10,1,3,3,6,0
23114,1,5,1,7,2,10,2,6,3,8,0
23115,2,5,3,11,1,10,2,3,3,12,0
23116,1,13,2,12,3,10,3,2,2,7,0
23117,3,1,4,9,1,3,4,10,1,6,0
23118,4,12,2,5,2,3,2,1,4,5,1
23119,1,9,2,5,1,4,4,7,4,9,1
23120,2,5,2,4,1,12,2,13,4,4,1
23121,4,1,4,5,1,13,1,12,4,7,0
23122,4,8,2,6,1,7,3,4,4,10,0
23123,4,2,1,9,1,11,4,9,3,13,1
23124,2,5,4,11,2,3,3,2,1,4,0
23125,1,9,2,1,4,13,4,10,2,9,1
23126,1,7,4,9,2,10,2,3,3,6,0
23127,2,4,1,1,3,7,2,1,1,8,1
23128,4,13,2,11,1,12,2,3,3,6,0
23129,3,4,2,8,1,11,3,8,1,6,1
23130,1,9,3,3,1,7,1,12,1,5,0
23131,3,7,2,9,2,7,1,13,1,8,1
23132,1,3,3,5,4,13,3,7,4,2,0
23133,2,12,3,1,4,13,2,10,4,4,0
23134,2,1,1,11,3,10,4,12,3,1,1
23135,1,9,1,1,3,9,1,2,2,13,1
23136,1,5,3,8,1,2,3,5,4,6,1
23137,2,7,4,11,4,12,3,1,4,2,0
23138,3,4,4,3,3,7,4,4,1,6,1
23139,2,8,3,5,2,13,2,4,3,9,0
23140,4,6,3,3,3,11,4,13,4,3,1
23141,1,5,4,13,2,13,1,3,1,4,1
23142,1,7,3,7,3,9,3,10,4,6,1
23143,1,2,2,6,1,9,1,3,2,10,0
23144,1,13,4,8,4,12,4,3,1,2,0
23145,2,10,3,9,4,12,4,3,3,6,0
23146,2,11,2,5,1,10,1,3,1,4,0
23147,2,13,4,1,1,8,4,10,3,9,0
23148,3,7,1,12,3,11,1,5,1,10,0
23149,4,6,1,4,4,10,3,13,2,8,0
23150,1,3,1,1,2,6,4,5,1,13,0
23151,1,11,4,2,1,1,2,4,3,1,1
23152,1,13,4,6,2,3,1,6,3,12,1
23153,4,1,1,11,1,5,3,3,1,6,0
23154,3,8,1,6,4,11,4,2,1,9,0
23155,4,1,2,5,2,11,1,5,1,13,1
23156,3,1,1,8,1,11,2,13,2,1,1
23157,2,9,1,8,3,11,4,2,1,10,0
23158,2,2,3,4,2,10,4,1,2,3,0
23159,4,5,1,2,2,2,3,11,3,5,2
23160,1,4,3,7,2,10,1,1,3,4,1
23161,2,12,3,3,4,8,3,5,2,6,0
23162,2,7,4,2,2,2,3,3,1,11,1
23163,3,13,1,12,1,6,3,5,4,13,1
23164,1,6,4,2,2,7,1,8,3,12,0
23165,3,4,4,11,2,4,4,10,2,3,1
23166,3,3,1,10,4,13,4,11,3,10,1
23167,3,3,1,10,1,11,2,6,1,9,0
23168,1,7,2,1,2,12,2,5,1,3,0
23169,4,9,2,9,1,13,2,6,1,2,1
23170,2,11,3,12,1,12,4,4,4,5,1
23171,3,5,1,10,1,13,4,2,2,3,0
23172,3,5,4,4,2,1,2,12,3,12,1
23173,1,6,4,4,4,2,4,10,4,13,0
23174,3,7,3,11,4,11,2,1,4,4,1
23175,3,2,1,5,3,13,3,7,4,2,1
23176,2,10,4,13,3,6,2,7,4,6,1
23177,2,8,3,2,3,12,4,2,2,1,1
23178,2,2,2,5,2,6,4,4,4,11,0
23179,2,12,2,13,3,10,1,11,3,11,1
23180,1,7,1,8,4,12,4,8,4,5,1
23181,2,7,1,4,4,13,4,8,3,7,1
23182,1,8,3,3,1,4,2,9,1,3,1
23183,2,10,4,11,4,5,3,12,3,9,0
23184,1,6,4,13,1,5,4,12,4,5,1
23185,2,13,1,11,3,7,2,2,4,8,0
23186,2,6,1,7,2,8,4,11,3,2,0
23187,4,1,2,10,1,5,4,2,1,9,0
23188,2,5,2,9,4,7,1,9,3,8,1
23189,2,6,3,12,1,9,4,3,3,6,1
23190,2,11,1,8,3,10,1,12,4,3,0
23191,3,11,1,9,2,2,1,11,3,12,1
23192,4,6,3,10,3,12,4,9,3,4,0
23193,1,1,4,8,3,1,1,2,3,8,2
23194,3,3,2,9,2,13,1,1,1,12,0
23195,3,11,2,5,3,5,3,6,4,5,3
23196,4,9,2,4,4,13,1,4,3,10,1
23197,2,12,4,13,4,1,2,10,3,8,0
23198,3,4,4,11,4,4,3,8,4,5,1
23199,3,10,1,1,4,13,2,3,4,6,0
23200,3,10,4,6,1,3,1,5,3,13,0
23201,3,3,1,6,3,4,1,5,3,2,4
23202,4,2,3,3,1,8,3,12,2,5,0
23203,4,6,1,11,4,13,2,8,2,13,1
23204,2,1,2,6,3,4,1,3,3,1,1
23205,1,2,2,3,1,5,1,4,3,13,0
23206,2,9,4,12,2,8,2,2,4,11,0
23207,2,3,4,1,2,1,1,2,3,5,1
23208,3,7,1,13,2,4,2,10,3,6,0
23209,3,13,4,13,2,4,1,1,3,5,1
23210,3,10,4,11,2,7,1,8,4,5,0
23211,1,1,4,12,3,10,3,4,3,2,0
23212,2,11,1,12,3,3,2,4,4,7,0
23213,1,8,1,2,1,13,2,13,3,7,1
23214,4,12,1,1,2,12,2,9,2,1,2
23215,2,5,3,9,2,11,4,11,3,12,1
23216,3,9,4,4,3,5,1,13,4,11,0
23217,1,4,4,1,2,2,1,10,1,9,0
23218,2,9,3,4,2,1,3,10,2,6,0
23219,4,5,2,13,1,11,4,11,4,3,1
23220,1,7,1,5,2,13,3,3,4,8,0
23221,2,11,4,3,1,10,1,1,1,7,0
23222,3,12,3,7,3,1,4,3,4,10,0
23223,2,6,2,1,2,2,1,3,3,13,0
23224,4,2,3,9,2,6,2,8,4,5,0
23225,2,5,2,2,4,7,3,5,4,13,1
23226,3,3,1,3,1,12,3,1,3,7,1
23227,1,8,4,13,2,6,1,3,3,13,1
23228,3,5,1,6,2,8,1,9,4,3,0
23229,2,5,2,11,1,5,4,13,1,3,1
23230,1,5,3,5,2,2,1,6,1,10,1
23231,2,1,3,10,3,12,1,4,1,9,0
23232,1,9,3,7,3,5,3,12,2,13,0
23233,3,10,4,10,2,6,3,5,4,4,1
23234,1,12,3,9,3,7,4,12,3,4,1
23235,3,10,2,4,4,11,4,10,1,13,1
23236,1,5,4,6,3,10,3,2,4,7,0
23237,4,8,2,12,2,3,3,12,2,9,1
23238,1,7,4,5,1,2,4,10,4,12,0
23239,2,13,1,7,3,13,3,7,1,2,2
23240,2,7,1,11,3,5,3,2,3,10,0
23241,2,10,2,9,1,5,4,7,4,1,0
23242,2,4,3,3,3,13,2,5,2,1,0
23243,3,11,3,6,2,1,1,5,3,3,0
23244,1,7,2,3,2,7,2,13,4,4,1
23245,2,6,3,2,1,5,2,8,4,3,0
23246,2,3,2,12,3,13,2,13,2,2,1
23247,4,3,2,11,2,4,3,4,3,6,1
23248,4,8,3,2,2,10,3,1,2,9,0
23249,2,1,4,3,2,13,2,3,1,4,1
23250,3,12,4,10,2,2,1,9,1,8,0
23251,4,12,4,5,1,2,1,8,1,1,0
23252,4,9,1,12,1,8,2,4,4,6,0
23253,2,4,3,13,4,10,1,7,3,10,1
23254,1,12,4,9,3,10,3,13,2,1,0
23255,3,9,4,12,3,1,3,7,4,5,0
23256,3,2,3,13,1,11,2,3,4,12,0
23257,1,13,3,2,4,2,2,5,3,12,1
23258,4,3,3,10,3,6,3,2,4,10,1
23259,3,8,3,13,1,2,1,9,1,10,0
23260,1,1,3,12,1,7,1,4,2,4,1
