age,job,marital,education,default,balance,housing-loan,personal-loan,current-campaign,previous-campaign,subscribed
41,management,married,tertiary,no,771,yes,no,8,0,no
30,self-employed,single,secondary,no,192,no,no,1,0,no
57,retired,married,tertiary,no,0,no,no,4,0,no
29,admin.,single,secondary,no,1070,yes,no,1,1,yes
29,services,divorced,secondary,no,84,yes,no,2,0,yes
30,management,single,tertiary,no,2,no,no,1,1,no
44,management,married,tertiary,no,1242,yes,no,6,0,no
33,student,single,unknown,no,5969,no,no,2,8,no
56,admin.,divorced,secondary,no,3337,yes,no,3,0,no
26,services,single,secondary,no,1347,no,no,6,5,yes
52,technician,married,secondary,no,64,no,no,2,0,no
32,management,single,secondary,no,249,yes,no,1,0,no
36,technician,single,secondary,no,0,no,no,6,0,no
26,blue-collar,married,secondary,no,128,no,no,1,0,no
37,blue-collar,married,secondary,no,196,yes,no,3,0,no
34,technician,married,secondary,no,351,yes,no,1,0,no
26,services,single,secondary,no,5533,yes,no,2,4,no
32,services,married,secondary,no,38,yes,no,1,0,yes
30,management,single,tertiary,yes,35,no,no,4,0,no
27,technician,single,secondary,no,235,yes,no,5,0,no
42,admin.,single,secondary,no,30,yes,no,1,3,no
33,blue-collar,single,primary,no,92,yes,no,1,0,no
37,blue-collar,married,secondary,no,67,no,no,2,0,no
45,blue-collar,married,secondary,no,4022,yes,no,3,0,no
36,entrepreneur,married,tertiary,no,3057,no,no,4,0,yes
39,management,single,tertiary,no,0,yes,no,4,3,no
33,management,single,tertiary,no,349,no,no,1,0,no
47,services,married,secondary,no,2322,no,no,1,0,no
49,entrepreneur,married,secondary,no,167,yes,yes,3,0,no
46,management,divorced,secondary,no,558,no,no,6,0,no
31,services,married,secondary,no,-230,yes,yes,1,0,no
43,unemployed,divorced,secondary,no,4094,yes,no,1,0,no
30,blue-collar,single,secondary,yes,239,yes,no,1,0,yes
43,management,divorced,tertiary,no,497,no,no,1,22,no
42,blue-collar,married,secondary,no,179,yes,no,1,0,no
30,admin.,single,tertiary,no,305,no,no,1,2,yes
33,management,single,tertiary,no,-67,yes,no,1,0,no
41,admin.,married,secondary,no,4539,no,no,3,0,no
29,blue-collar,single,secondary,no,770,yes,no,1,0,no
38,unemployed,married,secondary,no,-673,yes,no,1,0,no
29,technician,married,tertiary,no,858,yes,no,7,1,no
80,housemaid,married,primary,no,0,no,no,1,1,yes
38,management,single,tertiary,no,5244,no,no,4,0,no
36,blue-collar,divorced,primary,no,117,yes,no,4,0,no
38,self-employed,married,tertiary,no,846,no,no,1,0,no
44,management,married,secondary,yes,0,yes,no,2,0,no
31,management,married,tertiary,no,1331,no,no,1,3,yes
31,services,single,secondary,no,31,yes,yes,2,0,no
57,admin.,divorced,primary,no,179,yes,no,1,2,no
37,blue-collar,married,primary,no,543,yes,no,1,0,no
50,blue-collar,married,secondary,no,253,yes,yes,2,0,no
60,retired,married,primary,no,71188,no,no,1,0,no
51,management,married,tertiary,no,5108,yes,no,1,8,no
48,blue-collar,married,secondary,no,1738,yes,no,1,0,no
42,blue-collar,married,primary,no,-97,yes,no,4,5,no
36,blue-collar,married,secondary,no,199,yes,no,1,0,no
43,management,married,tertiary,no,489,yes,no,1,2,no
31,admin.,married,primary,no,355,yes,yes,6,0,no
49,technician,single,secondary,no,-97,yes,no,2,0,no
35,management,divorced,tertiary,no,473,no,yes,2,0,no
44,entrepreneur,married,secondary,no,6649,yes,no,2,0,no
34,self-employed,married,tertiary,no,263,no,no,1,8,no
46,blue-collar,married,secondary,no,781,no,no,1,0,no
49,blue-collar,married,primary,no,1032,yes,no,5,0,no
32,blue-collar,married,secondary,no,119,no,no,5,0,no
35,management,divorced,tertiary,no,434,yes,no,1,2,no
51,admin.,married,secondary,no,2967,no,no,2,0,no
57,retired,divorced,secondary,no,-331,yes,no,1,0,no
59,management,married,tertiary,no,1585,no,no,5,0,no
40,services,divorced,unknown,no,4384,yes,no,1,0,no
49,management,single,tertiary,no,588,no,no,9,0,no
51,management,married,secondary,no,3180,yes,no,1,0,no
35,admin.,married,secondary,yes,0,no,yes,3,0,no
29,self-employed,married,secondary,no,-76,yes,no,2,0,no
32,services,single,secondary,no,152,yes,no,2,0,yes
37,housemaid,divorced,secondary,no,1040,yes,no,1,2,no
49,unemployed,married,primary,no,-384,yes,no,1,0,no
45,technician,married,unknown,no,473,yes,no,1,0,no
34,technician,single,secondary,no,475,yes,no,8,0,no
53,technician,married,secondary,no,0,no,no,9,0,no
42,entrepreneur,married,primary,no,149,no,no,2,0,no
43,technician,married,secondary,no,3285,yes,no,2,0,yes
52,retired,married,secondary,no,424,no,no,1,3,no
34,blue-collar,single,secondary,no,79,no,yes,1,0,no
34,technician,divorced,tertiary,no,674,yes,no,2,0,yes
27,services,married,secondary,no,0,yes,no,13,0,yes
43,unemployed,married,tertiary,no,58,yes,no,4,0,no
41,technician,married,tertiary,no,532,yes,no,1,0,no
72,retired,married,secondary,no,4130,no,no,1,0,no
35,blue-collar,married,primary,no,422,yes,no,1,0,no
41,management,married,tertiary,no,437,yes,no,21,0,no
36,blue-collar,divorced,primary,no,-308,yes,no,1,0,yes
51,housemaid,married,primary,no,30,yes,no,2,0,no
37,self-employed,married,tertiary,no,137,no,no,6,0,no
42,admin.,single,secondary,no,-247,yes,yes,1,1,yes
26,admin.,single,secondary,no,321,yes,no,7,0,no
23,services,single,secondary,no,250,yes,no,1,0,no
50,management,married,tertiary,no,-470,yes,no,2,1,no
37,blue-collar,married,secondary,no,140,yes,yes,1,0,no
35,management,married,tertiary,no,2793,no,no,2,0,no
37,management,married,tertiary,no,410,no,no,2,0,no
79,retired,divorced,unknown,no,2628,no,no,7,2,no
39,technician,married,secondary,no,116,no,no,2,2,no
47,services,married,secondary,no,0,yes,no,1,0,no
44,blue-collar,married,secondary,no,878,yes,no,1,0,no
36,management,single,tertiary,no,2944,no,no,8,0,yes
33,blue-collar,single,secondary,no,3975,yes,yes,1,1,no
42,services,married,secondary,no,96,yes,no,3,2,no
35,technician,single,tertiary,no,2288,no,no,2,0,no
31,blue-collar,married,secondary,no,472,yes,no,2,0,no
58,services,married,primary,no,65,no,no,1,0,no
46,management,married,tertiary,no,0,no,no,2,0,no
41,admin.,single,secondary,no,400,yes,no,6,0,no
58,technician,married,secondary,no,7495,yes,no,1,0,no
33,blue-collar,married,secondary,no,137,no,yes,12,0,no
31,unemployed,married,secondary,no,24,yes,no,1,0,no
55,technician,divorced,secondary,no,3450,no,no,1,1,yes
38,technician,single,secondary,no,311,yes,no,2,0,no
55,housemaid,married,secondary,no,139,no,no,2,0,no
47,management,single,tertiary,no,0,no,no,3,0,no
51,housemaid,married,primary,no,492,yes,no,3,0,no
46,management,single,tertiary,no,334,yes,no,6,2,no
61,management,married,tertiary,no,997,no,no,1,0,yes
47,management,single,tertiary,no,440,no,no,4,0,no
34,technician,married,secondary,no,47,no,no,6,0,no
34,blue-collar,married,secondary,no,1298,yes,no,1,0,no
41,management,divorced,tertiary,no,3355,no,no,2,1,no
36,blue-collar,divorced,secondary,no,-11,no,no,2,0,no
26,blue-collar,single,secondary,no,396,yes,no,1,0,no
35,management,married,tertiary,no,8,no,no,3,0,yes
36,blue-collar,married,secondary,no,1409,no,no,2,0,no
26,management,single,tertiary,no,170,no,no,1,0,yes
58,management,married,primary,no,2769,yes,no,2,0,no
50,blue-collar,married,secondary,no,2320,yes,no,1,0,no
61,retired,married,secondary,no,76,yes,no,7,0,no
28,technician,single,secondary,no,2034,yes,no,1,0,no
49,blue-collar,single,primary,no,3018,yes,no,1,0,no
74,retired,married,secondary,no,921,no,no,2,0,yes
53,blue-collar,married,secondary,no,483,yes,no,3,0,no
46,self-employed,married,secondary,no,390,yes,no,2,0,no
47,management,married,tertiary,no,0,no,no,1,0,yes
42,blue-collar,single,primary,no,92,no,no,2,0,no
56,services,married,secondary,no,22196,yes,no,1,0,no
42,technician,married,secondary,no,2,no,no,2,0,no
49,housemaid,married,primary,no,249,yes,no,1,0,no
43,unemployed,single,unknown,no,3274,yes,no,1,1,no
39,services,married,secondary,no,5731,yes,no,2,0,no
66,retired,married,primary,no,206,no,no,1,0,yes
30,technician,single,tertiary,no,2325,no,no,3,4,no
38,management,single,tertiary,no,0,no,no,1,0,no
31,blue-collar,married,secondary,no,1664,yes,no,1,1,no
32,technician,married,secondary,no,3333,no,no,4,0,no
48,technician,married,secondary,no,7020,no,no,2,0,no
34,admin.,married,tertiary,no,37,no,no,1,0,no
28,student,single,secondary,no,28,no,no,2,0,no
40,admin.,single,secondary,no,1670,yes,no,2,0,no
36,entrepreneur,married,secondary,no,134,no,no,1,0,no
52,retired,married,secondary,no,603,no,yes,1,0,no
46,admin.,married,primary,no,276,yes,yes,2,0,no
25,technician,single,secondary,no,2157,yes,no,1,0,no
52,blue-collar,married,secondary,no,161,yes,no,2,0,no
40,blue-collar,married,primary,no,3658,yes,no,1,0,no
26,management,divorced,tertiary,yes,-402,no,yes,2,0,no
26,blue-collar,single,primary,no,3342,yes,no,4,0,no
35,self-employed,single,secondary,no,1732,no,no,3,0,no
40,admin.,single,secondary,no,263,yes,no,1,0,no
31,management,married,tertiary,no,623,yes,no,2,5,no
32,admin.,married,secondary,no,3540,yes,no,1,1,no
33,admin.,married,secondary,no,95,yes,no,1,0,yes
53,services,divorced,secondary,no,765,yes,no,3,7,yes
46,technician,divorced,secondary,no,-824,yes,no,3,0,yes
28,management,single,tertiary,no,5549,no,no,6,0,no
31,blue-collar,married,secondary,no,191,yes,no,1,0,no
44,blue-collar,married,primary,no,420,yes,no,2,0,no
35,admin.,married,secondary,no,0,no,no,1,0,no
50,technician,divorced,unknown,no,2706,yes,no,3,0,no
32,technician,married,secondary,yes,4,yes,yes,8,0,no
51,admin.,married,secondary,no,423,yes,yes,1,0,no
51,management,married,tertiary,no,-892,yes,yes,2,0,no
31,blue-collar,married,unknown,no,-120,yes,no,3,2,no
41,admin.,divorced,secondary,no,-365,yes,no,10,0,no
57,technician,married,tertiary,no,27069,no,yes,3,0,no
34,management,single,tertiary,no,8038,yes,no,3,1,no
47,technician,married,secondary,no,-938,yes,no,2,0,no
47,admin.,divorced,secondary,no,1139,yes,no,2,0,no
36,self-employed,married,secondary,no,189,yes,no,1,1,no
29,housemaid,single,tertiary,no,19,no,no,2,2,yes
39,technician,married,secondary,no,3663,no,no,3,0,no
53,blue-collar,single,unknown,no,0,no,no,7,0,no
47,blue-collar,married,secondary,yes,-614,yes,no,2,0,no
51,technician,divorced,secondary,no,2323,yes,yes,10,0,no
48,blue-collar,married,secondary,no,425,yes,no,2,0,no
32,technician,married,secondary,no,5122,no,no,1,0,no
36,management,divorced,tertiary,no,608,no,no,2,0,no
50,unknown,married,primary,no,341,yes,yes,4,2,yes
39,admin.,married,secondary,no,607,yes,no,2,3,yes
31,blue-collar,married,secondary,no,1495,yes,yes,3,0,no
49,admin.,married,secondary,no,381,no,no,2,0,no
33,unemployed,divorced,secondary,no,385,no,no,28,0,no
26,management,single,tertiary,no,1274,yes,no,1,1,no
27,blue-collar,married,secondary,no,362,yes,no,2,0,no
51,blue-collar,married,primary,no,377,yes,no,4,1,no
26,admin.,single,secondary,no,802,no,no,1,2,no
45,admin.,married,secondary,no,194,no,no,4,0,no
54,technician,married,secondary,no,-315,no,yes,1,0,yes
49,technician,married,tertiary,no,1843,yes,no,1,0,no
47,technician,married,secondary,no,-9,no,no,2,0,no
42,housemaid,married,primary,no,83,no,yes,1,0,no
50,entrepreneur,married,tertiary,no,433,yes,no,4,0,no
37,admin.,married,secondary,no,-107,yes,no,2,0,no
54,blue-collar,married,primary,no,4503,no,no,3,0,no
40,services,married,secondary,no,51,yes,no,1,0,no
50,services,married,secondary,no,961,no,yes,4,0,no
57,retired,married,secondary,no,49,yes,yes,4,0,no
33,technician,married,secondary,no,3470,no,no,2,0,no
49,technician,married,secondary,no,-147,yes,no,1,0,no
35,services,married,secondary,no,0,yes,no,2,0,no
28,blue-collar,single,secondary,no,0,yes,no,1,0,no
58,management,married,tertiary,no,172,no,no,7,0,no
31,admin.,single,secondary,no,-407,no,yes,1,0,no
36,management,divorced,tertiary,no,649,no,no,2,1,no
49,blue-collar,single,primary,no,1040,no,no,2,0,no
30,unemployed,married,secondary,no,142,yes,no,4,0,no
29,services,single,secondary,no,209,yes,no,7,0,no
50,management,married,unknown,no,3304,no,no,2,0,no
26,student,single,tertiary,no,294,no,no,1,2,yes
27,housemaid,married,secondary,no,4848,yes,yes,3,0,no
32,blue-collar,single,secondary,no,1670,yes,no,1,0,no
62,unknown,married,secondary,no,367,no,no,5,0,no
34,blue-collar,single,secondary,no,13683,yes,no,3,0,no
25,admin.,single,tertiary,no,1420,no,no,2,0,no
34,management,single,tertiary,no,340,yes,no,28,0,no
44,technician,single,secondary,no,1679,no,no,1,0,yes
38,management,married,tertiary,no,1198,yes,no,1,0,no
57,admin.,married,secondary,no,169,no,no,1,2,no
36,self-employed,married,tertiary,no,506,no,no,1,1,no
41,entrepreneur,married,secondary,no,1249,yes,no,1,0,no
36,management,single,tertiary,no,678,no,yes,3,0,no
27,management,single,tertiary,no,212,yes,no,1,0,no
37,technician,divorced,secondary,no,23,no,no,2,0,no
47,management,single,tertiary,no,4402,no,no,1,1,yes
31,services,divorced,primary,no,459,yes,no,1,1,yes
39,self-employed,married,secondary,no,4722,yes,no,1,0,no
35,admin.,divorced,tertiary,no,1555,yes,no,2,0,no
40,blue-collar,married,secondary,no,61,yes,no,3,0,no
38,management,single,tertiary,no,0,yes,no,2,0,no
31,technician,married,secondary,no,3706,yes,no,1,0,no
36,blue-collar,married,primary,no,1177,no,no,1,4,yes
53,management,married,primary,no,2096,no,no,1,0,no
59,blue-collar,married,primary,no,748,no,no,1,0,no
29,management,single,tertiary,no,3357,no,no,3,0,no
30,admin.,single,secondary,no,3809,yes,no,4,0,no
52,admin.,married,secondary,no,395,yes,no,3,0,no
55,blue-collar,married,secondary,no,1011,yes,no,2,0,no
56,blue-collar,married,primary,no,420,yes,no,1,0,no
32,admin.,married,secondary,no,76,yes,no,2,0,no
24,blue-collar,married,secondary,no,0,no,no,1,0,no
51,blue-collar,married,primary,no,844,yes,no,3,0,no
36,management,married,tertiary,no,1318,yes,no,2,0,no
36,technician,married,tertiary,no,167,yes,no,1,0,no
42,management,married,tertiary,no,2187,yes,no,3,0,yes
49,admin.,married,secondary,no,14440,yes,no,1,0,no
48,management,married,secondary,no,2294,yes,no,11,0,no
36,management,married,secondary,no,80,yes,no,3,0,no
48,management,married,primary,no,2537,no,no,6,0,no
30,technician,married,tertiary,no,569,no,no,12,0,yes
27,management,single,tertiary,yes,0,no,yes,1,0,no
38,entrepreneur,married,tertiary,no,0,yes,no,3,0,no
36,technician,single,secondary,yes,12,no,no,2,0,yes
45,technician,married,secondary,no,49,no,no,2,0,no
44,housemaid,married,tertiary,no,460,no,no,1,0,no
42,technician,married,secondary,no,613,yes,no,2,0,no
37,entrepreneur,married,tertiary,no,7944,no,no,1,0,no
48,blue-collar,married,secondary,no,1143,yes,no,1,1,no
57,retired,married,primary,no,-464,yes,no,1,6,no
44,services,married,secondary,no,1989,yes,yes,2,0,no
48,technician,married,secondary,no,17,yes,yes,1,0,no
56,retired,married,primary,no,-1,no,no,23,0,no
37,management,married,tertiary,no,1698,yes,no,2,0,no
47,blue-collar,married,secondary,no,5306,yes,no,1,0,no
54,housemaid,married,unknown,no,0,no,no,5,3,no
51,retired,divorced,secondary,no,1679,no,no,1,9,yes
47,admin.,married,secondary,no,3676,no,no,1,3,yes
25,management,married,tertiary,no,-242,yes,yes,4,4,yes
39,services,single,secondary,no,471,no,no,1,0,no
40,management,married,tertiary,no,8902,yes,no,5,0,no
38,management,single,tertiary,no,1704,no,no,1,0,no
34,management,married,tertiary,no,3050,yes,no,1,0,yes
53,housemaid,married,primary,no,2581,no,no,1,0,no
32,services,married,secondary,no,162,yes,no,2,0,no
35,blue-collar,married,secondary,no,243,yes,no,3,0,no
24,student,single,secondary,no,1847,no,no,1,0,no
58,blue-collar,married,primary,no,0,yes,no,2,0,no
49,management,married,primary,no,3371,no,no,2,0,yes
45,services,single,secondary,no,1757,yes,no,3,1,no
55,management,married,tertiary,no,171,yes,no,6,0,no
42,entrepreneur,married,tertiary,no,157,yes,yes,1,0,no
28,admin.,married,secondary,no,934,yes,no,2,0,no
48,blue-collar,married,secondary,no,-19,no,yes,1,0,no
51,management,single,tertiary,yes,-55,yes,no,6,0,no
38,housemaid,married,primary,no,21,no,no,2,0,no
27,blue-collar,single,secondary,no,14,no,no,2,0,no
50,technician,single,secondary,no,246,yes,no,1,2,no
44,blue-collar,married,primary,no,887,yes,no,2,1,no
40,management,married,tertiary,no,51,no,no,2,0,no
29,services,single,secondary,no,-287,yes,no,1,0,no
34,services,married,secondary,no,0,yes,no,4,0,no
44,self-employed,single,tertiary,no,2734,yes,no,4,0,yes
50,entrepreneur,married,tertiary,no,52,no,no,8,0,no
34,management,married,tertiary,no,2594,yes,no,3,0,no
54,retired,divorced,primary,no,22,no,no,4,0,no
34,technician,married,tertiary,no,1611,yes,no,2,0,no
34,admin.,single,tertiary,no,18,yes,yes,1,0,yes
52,blue-collar,married,primary,no,1331,yes,no,2,0,no
60,unknown,married,unknown,no,7337,no,no,1,0,no
39,management,single,secondary,no,835,yes,no,4,0,no
58,retired,married,primary,no,5092,no,no,6,0,no
41,technician,divorced,secondary,no,52,no,no,2,0,no
48,technician,married,secondary,no,10655,no,no,3,0,no
58,management,married,tertiary,no,1831,no,no,1,0,no
40,self-employed,married,primary,no,92,yes,no,1,0,no
48,management,married,tertiary,no,586,yes,yes,2,0,no
52,blue-collar,divorced,primary,no,1758,yes,no,1,0,no
50,self-employed,married,secondary,no,2061,yes,yes,2,3,no
25,technician,single,secondary,no,959,no,no,5,0,no
54,retired,married,primary,no,208,no,no,1,0,no
34,services,married,secondary,no,-315,yes,no,2,0,no
48,management,married,tertiary,yes,-13,yes,no,6,2,no
37,admin.,married,tertiary,no,801,no,no,7,0,no
66,retired,married,tertiary,no,1948,no,no,1,4,yes
32,management,single,tertiary,no,751,yes,no,1,0,no
45,blue-collar,married,secondary,no,784,yes,yes,1,0,no
43,blue-collar,single,secondary,no,24,no,no,1,1,no
41,management,married,tertiary,no,72,yes,no,3,0,no
40,technician,divorced,tertiary,no,1871,yes,no,1,0,no
44,services,single,secondary,no,1378,yes,no,2,0,no
43,blue-collar,married,primary,no,188,yes,no,3,5,no
30,unknown,single,tertiary,no,6836,no,no,3,0,no
32,services,married,secondary,no,61,yes,no,5,0,no
57,admin.,married,secondary,no,-967,yes,no,7,0,no
31,blue-collar,single,tertiary,no,462,yes,yes,1,0,no
49,unknown,married,secondary,no,0,no,no,2,0,no
31,admin.,single,secondary,no,5527,yes,no,1,0,no
41,admin.,married,tertiary,no,1287,no,no,1,0,no
44,management,married,tertiary,no,17361,no,no,1,0,no
54,entrepreneur,married,unknown,no,1956,no,no,5,0,no
37,blue-collar,divorced,secondary,no,0,yes,no,4,0,yes
34,management,married,secondary,no,-294,yes,no,2,0,no
43,technician,married,secondary,no,275,no,no,6,0,no
44,management,married,tertiary,no,724,yes,no,2,1,no
44,services,married,secondary,no,27,no,no,1,0,no
53,admin.,divorced,secondary,no,26,yes,no,1,1,no
36,technician,married,secondary,no,191,no,no,1,0,no
58,technician,divorced,secondary,no,-123,no,no,2,0,no
26,student,single,secondary,no,-147,no,no,2,0,no
34,technician,single,secondary,no,179,no,no,3,0,no
55,blue-collar,married,primary,no,1086,yes,no,1,2,no
55,blue-collar,married,secondary,no,471,yes,no,2,0,no
34,entrepreneur,married,tertiary,no,105,yes,no,2,0,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,8,0,no
38,housemaid,divorced,secondary,no,70,no,no,3,1,yes
28,blue-collar,single,secondary,no,2700,no,no,4,0,no
41,technician,married,secondary,no,1602,yes,no,1,0,no
30,admin.,married,tertiary,no,0,yes,no,2,0,no
39,technician,married,unknown,no,839,no,no,2,0,no
41,admin.,married,secondary,no,21515,yes,no,1,0,no
36,technician,married,secondary,no,5902,yes,no,4,0,no
37,management,married,tertiary,no,547,yes,yes,1,0,no
59,self-employed,married,tertiary,no,3800,no,yes,1,0,no
26,technician,single,secondary,no,261,yes,no,2,0,no
43,technician,married,secondary,no,0,yes,yes,8,5,no
42,management,married,secondary,yes,-34,no,no,1,0,no
46,blue-collar,married,unknown,no,9328,yes,no,3,0,yes
31,admin.,married,secondary,no,5,yes,yes,7,0,no
43,unemployed,married,secondary,no,3529,no,no,2,0,no
48,blue-collar,single,tertiary,no,2330,yes,no,1,0,no
41,blue-collar,married,secondary,no,1334,yes,no,5,0,no
32,self-employed,married,tertiary,no,3601,no,no,15,0,no
45,technician,married,tertiary,no,265,no,no,3,0,no
52,admin.,single,unknown,no,2227,no,no,2,0,yes
37,self-employed,married,secondary,no,487,no,yes,15,0,no
38,blue-collar,divorced,secondary,no,0,yes,no,1,1,no
36,services,single,secondary,no,174,yes,no,2,0,no
58,retired,married,secondary,no,14412,no,no,1,0,no
37,management,married,tertiary,no,3288,no,no,2,0,no
30,technician,single,secondary,no,57,no,no,2,0,no
47,technician,married,secondary,no,2246,yes,no,1,0,no
40,technician,married,secondary,no,4441,yes,no,2,2,no
42,management,divorced,tertiary,no,0,no,no,2,0,no
71,unknown,married,tertiary,no,353,no,no,1,2,no
54,blue-collar,married,secondary,no,448,yes,yes,1,0,no
53,entrepreneur,married,primary,no,27,yes,no,3,0,yes
33,blue-collar,divorced,secondary,no,474,no,no,2,0,no
30,technician,single,tertiary,no,1185,yes,no,1,1,no
39,services,divorced,secondary,no,282,yes,no,1,0,no
32,blue-collar,married,secondary,no,2,yes,no,9,1,no
34,technician,single,secondary,no,60,no,no,2,0,no
39,self-employed,single,tertiary,no,3972,no,no,3,0,no
75,retired,married,secondary,no,26452,no,no,2,0,no
33,admin.,divorced,secondary,no,818,yes,yes,3,0,no
40,services,married,secondary,no,9374,yes,no,8,1,no
37,technician,married,unknown,no,47,no,no,3,0,no
69,retired,married,primary,no,279,no,no,1,0,no
52,unemployed,married,primary,no,20,yes,no,1,0,no
31,admin.,divorced,secondary,no,360,no,no,1,2,no
28,technician,single,secondary,no,1532,no,no,1,5,no
29,management,single,tertiary,no,1673,no,no,2,3,no
46,services,married,secondary,no,2420,no,no,2,0,no
28,blue-collar,married,secondary,no,100,yes,yes,2,0,no
41,admin.,married,secondary,no,0,no,no,1,0,no
42,technician,divorced,secondary,no,1533,no,yes,1,0,no
34,admin.,single,secondary,no,296,no,no,4,0,no
28,blue-collar,married,secondary,no,2788,yes,no,2,0,yes
43,management,single,secondary,no,109,yes,no,3,0,no
32,technician,married,secondary,no,485,no,no,14,0,no
33,technician,single,tertiary,no,125,no,no,2,0,no
70,retired,married,secondary,no,616,no,no,2,1,no
36,services,married,secondary,no,3064,yes,no,3,4,no
53,technician,married,secondary,no,206,no,no,6,0,no
30,blue-collar,single,secondary,no,6900,no,no,1,0,no
45,services,divorced,secondary,no,-179,no,no,2,0,no
31,services,single,secondary,no,481,yes,no,2,2,no
28,admin.,married,secondary,no,12,yes,no,3,3,no
45,blue-collar,married,primary,no,0,no,no,5,0,no
51,management,married,tertiary,no,176,yes,yes,1,2,no
53,management,married,primary,no,4086,no,no,3,0,no
40,technician,married,secondary,no,257,yes,no,4,0,no
53,blue-collar,married,primary,no,53,yes,no,1,1,no
31,blue-collar,divorced,secondary,no,6,yes,no,1,0,no
30,management,married,tertiary,no,562,no,no,4,0,no
53,entrepreneur,married,secondary,no,-118,yes,no,3,0,no
40,blue-collar,married,primary,no,2805,yes,no,6,23,no
26,management,single,secondary,no,565,yes,no,11,0,no
47,blue-collar,married,secondary,no,0,yes,no,1,0,no
51,management,married,tertiary,no,1612,no,no,1,5,no
45,unemployed,married,primary,no,180,yes,yes,2,0,no
35,management,married,tertiary,no,0,yes,no,3,0,no
36,management,single,tertiary,no,876,yes,no,2,0,no
57,admin.,married,secondary,no,2137,no,no,7,0,no
42,blue-collar,married,primary,no,260,yes,no,2,0,no
32,blue-collar,married,secondary,yes,-53,yes,no,1,1,yes
30,management,married,tertiary,no,944,no,no,2,0,yes
36,technician,married,secondary,no,2394,no,no,2,0,no
43,technician,married,secondary,no,297,yes,no,3,0,no
69,retired,single,tertiary,no,2144,no,no,1,4,yes
31,technician,single,tertiary,no,969,no,no,1,0,no
35,technician,married,secondary,no,0,no,no,2,0,no
26,entrepreneur,married,tertiary,no,37,yes,yes,1,2,no
46,technician,married,secondary,no,410,no,yes,5,0,no
30,technician,married,secondary,no,1211,yes,no,1,0,no
33,management,single,tertiary,no,71,no,no,6,0,no
34,management,married,tertiary,no,436,yes,no,1,1,no
48,blue-collar,married,primary,no,559,yes,no,2,0,no
31,management,married,tertiary,no,1170,no,no,4,0,no
46,management,divorced,tertiary,no,25,no,no,2,0,no
40,services,married,secondary,no,1325,no,no,2,0,no
39,entrepreneur,married,secondary,no,0,no,no,7,0,no
33,technician,single,secondary,no,647,yes,yes,1,1,no
50,blue-collar,married,primary,no,2142,yes,no,2,1,no
84,retired,divorced,primary,no,639,no,no,3,0,yes
40,blue-collar,married,primary,no,177,yes,yes,4,0,no
55,management,married,tertiary,no,236,no,no,1,0,no
40,services,divorced,secondary,no,1959,yes,no,1,0,no
46,admin.,married,primary,no,96,no,no,2,0,no
43,self-employed,single,tertiary,no,0,no,no,1,0,no
34,blue-collar,married,secondary,no,250,yes,no,6,0,no
35,technician,single,secondary,no,126,no,no,2,0,no
57,retired,married,unknown,no,1621,yes,no,1,0,no
25,student,single,secondary,no,8,no,no,2,0,yes
32,self-employed,married,tertiary,no,189,yes,no,2,0,no
52,retired,single,secondary,no,316,no,no,3,0,no
31,self-employed,single,tertiary,yes,-282,yes,no,3,0,no
34,management,married,tertiary,no,-308,yes,no,2,0,no
42,technician,divorced,secondary,no,248,no,no,4,0,no
47,blue-collar,divorced,primary,no,126,yes,no,2,0,yes
50,self-employed,divorced,tertiary,no,13,yes,no,1,0,yes
30,technician,married,secondary,no,-393,yes,yes,1,0,yes
33,services,single,secondary,no,358,yes,no,1,3,no
56,technician,single,tertiary,no,917,no,no,1,0,no
34,admin.,divorced,secondary,no,1268,yes,no,3,0,no
33,technician,married,secondary,no,-163,yes,yes,2,0,no
32,management,single,tertiary,no,473,yes,no,2,1,no
34,management,married,tertiary,no,4831,yes,no,1,0,no
37,technician,married,secondary,no,1063,yes,no,2,0,no
30,management,married,secondary,no,0,yes,no,3,0,no
29,blue-collar,married,secondary,no,424,yes,yes,2,0,no
56,unemployed,divorced,primary,no,802,no,no,2,0,no
31,management,married,tertiary,no,430,yes,no,16,0,no
59,unknown,married,unknown,no,3940,no,no,2,0,no
36,housemaid,married,secondary,no,2880,no,no,1,0,no
51,blue-collar,divorced,secondary,no,1069,yes,no,2,0,no
54,self-employed,divorced,primary,no,4382,yes,no,4,0,no
37,management,married,tertiary,no,0,no,no,4,2,no
32,technician,married,tertiary,no,3939,no,no,2,0,no
42,self-employed,married,tertiary,no,753,no,no,1,0,no
29,blue-collar,married,secondary,no,358,no,no,5,0,no
52,blue-collar,married,primary,no,1141,yes,no,5,0,no
40,technician,married,secondary,no,1259,no,no,5,0,no
30,services,married,secondary,no,227,no,yes,1,0,no
55,entrepreneur,divorced,secondary,no,538,yes,no,2,0,yes
49,management,married,tertiary,no,92,yes,no,2,0,no
33,technician,married,tertiary,no,8023,no,no,1,4,no
32,services,single,secondary,no,2478,no,yes,1,0,no
21,student,single,secondary,no,6844,no,no,3,7,no
42,technician,married,secondary,no,440,yes,no,5,0,no
56,self-employed,married,secondary,no,800,no,yes,1,0,no
39,unknown,single,secondary,no,914,no,no,1,0,no
30,entrepreneur,single,secondary,no,638,no,no,6,0,no
55,retired,married,secondary,no,159,no,no,1,0,no
