pagename,review,rating
Central Military Club,النادي العسكري منتجع بحري مطاعم والعاب واسجمام جميل جدا,5
Central Military Club,) النادي العسكري هو نادي اجتماعي رياضي للمتقاعدين العسكريين والمدنيين والمهتمين بالشؤون الرياضية بالسباحة وتقوية الجسم والتثقيفية بالمطالعة والتسلية في لعب طاولة الزهر ولعب الورق الليخة وال400 وال 14.,5
Central Military Club,مميز وألوان,5
Central Military Club,مكان جميل ويطل على البحر مباشرة,5
Central Military Club, رائع جداً جداً,5
Central Military Club,رائع,5
Central Military Club,خيالي,5
Central Military Club,جيد جدا,5
Central Military Club,ملتقى الأحباب.,5
Central Military Club,لا بأس,1
Central Military Club,مكان خاص لافراد الجيش البناني الضباط واسرهم,3
Central Military Club,رائع,5
Central Military Club,احمد الضو,5
Central Military Club,جيد,4
Central Military Club,ممتاز,5
Central Military Club,النادي الرياضي هو خاصه للممارسه السباحه,5
Central Military Club,شارع الحمراء اهم شوارع بيروت,5
Central Military Club,بيجنن,5
Central Military Club,ممتاز,5
Central Military Club,كلنا للوطن ....,5
Central Military Club,بدون تعليق,5
Central Military Club,ممتاو,5
Central Military Club,مقبول,5
Central Military Club,جيد,5
Central Military Club,يعتبر جيد جدا فقط للعسكريين وعائلاتهم وليس لعامة الناس,4
Central Military Club,الروشة _ لبنان,4
General Directorate of the General Security of Lebanon,"كل الأفراد مهزبين و النجمة لي حطيتها بس بهالشي لان كل الامور الباقية سيئة جدا كخدمة متل اعطاء معلومات و ارشادات للناس خاطئة ،ما بيعرفوا شو الملفات لي بتتقدم بفرع المديرية العامة و شو بتتقدم بفرع المتحف أو مقابل السوديكو . كل النهار الناس رايحة من فرع لفرع و من طابق لطابق و المعاملات بتتاخر لتخلص مش معروف ليش رغم انو بتلاقوا كتير في أفراد جالسة ما عم تعمل شي و ما في ضغط معاملات و فوق هيدا كلو بينتزع عندن السيستام و بتوقف المعاملة و ما حتى بيتصلوا فيك ليخبروك انو تتعطل و في تاخير لانو تغير برنامجك و حجوزات و امورك.كلو تفويت بالحيطان و تضييع وقت و استخفاف بالعالم و تسلاية و قلة قيمة لوقتنا. (",1
General Directorate of the General Security of Lebanon,اسواء ناس بشوفهن بحياتي عناصر الامن العام واحص بالذكر العدليه قمة في قلة الادب و قلة الاحترام جهل بالقوانين محسوبيات و محاصصات طائفيه خربتو سمعة البلد للمغتربين اللبنانيين و الاجانب (,1
Sanayeh Park,) مكان جدا رائع مكان للعب الاطفال وهو مجاني بشكل كامل ايضا العاب الطفال مجانية وفيه حراسة بشكل دائم,5
Sanayeh Park,يوجد في العاب للصغار مجانا . ويوجد فيها حراسه . مكان مناسب للعائلة وصحي,4
Sanayeh Park,حديقة الصنائع متنفس جيد لاهالي المنطقة بإمكانك الاسترخاء والتعرض للشمس,3
Sanayeh Park,حديقة رائعة وجميلة ونظيفة و مجانية ممتازة لكل شيئ للرياضين و الدراجات وللعب الاطفال والالعاب فيهل ممتازة وآمنة للعب الاطفال و فيها حراسة بشكل دائم❤❤❤❤❤😘😘😘😘👏👏👏👏,5
Sanayeh Park,حديقة كتير حلوة ومرتبة لكن يوم الاحد فقط للعائلات عليكم الانتباه لهذه الملاحظة وهي نظيفة وجميلة وممنوع التدخين عند الاشجار.حديقة كتير حلوة ومرتبة لكن يوم الاحد فقط للعائلات عليكم الانتباه لهذه الملاحظة وهي نظيفة وجميلة وممنوع التدخين عند الاشجار,5
Sanayeh Park,نظافة انضباط.شيء جميل وراق جدا,5
Sanayeh Park,) من الطف الحدائق العامة في لبنان وهي حديقه عامه تتميز بجمال موقعها وهندسة زراعتها وادامتها وهي مكان رائع للشباب والاطفال والعوائل وترى اللون الاخضر الناصع في اشجارها وارضيتها مع وجود الملاعب الصغيره لممارسة الرياضات المختلفه اضافه الى لعب الاطفال وغيرها اتمنى ان تزوروها,4
Sanayeh Park,مكان جميل .,4
Sanayeh Park,حديقه رائعه ونظامها رائع,5
Sanayeh Park,جميل قعده بتجنان ورواق,5
Sanayeh Park,منتزه جميل ورائع في تنظيمه وترتيبه ووجود بعض النافورات المائيه منحت للمكان جمال اكثر وهو مناسب للعوائل للجلوس فيه واخذ بعض الراحه بعيدا عن جو المدينه,4
Sanayeh Park,لا مواقف ولا أمان,2
Sanayeh Park,مكان جميل للعائلات,5
Sanayeh Park,) حديقة الصنائع - بيروت يُعتبر هذا السبيل من أشهر معالم بيروت القديمة. شُيّد عام ١٩٠٠م (في عهد العثمانيين) وقد كان موقعه سابقاً في ساحة رياض الصلح. نُقل لاحقاً عام ١٩٥٧ إلى حديقة الصنائع وقد تمّ ترميمه حديثاً عام ٢٠١٥.,3
Sanayeh Park,منتزه جميل ولكن مزدحم بعض الشيئ ولكنه مناسب جدا للرياضه الصباحيه,5
Sanayeh Park,جميل وفيه مناضر خلابة ناضفة جبدة,4
Sanayeh Park,"حديقه مرتبه وجميله تتوسطها نافوره كبيره وتحتوي على اشجار وورود مختلفه وجميلة، هادئه ونظيفه ، انصح بزياراها وقضاء اوقات ممتعه.",4
Sanayeh Park,مكان جميل ذو اشجار جميلة و نظافة,4
Sanayeh Park, جميل ومريح,5
Sanayeh Park,اجمل حديقة في بيروت,5
Sanayeh Park,جميل,5
Sanayeh Park,عندما أطلب الراحة أزور هذا المنتزه هيي بقعة خضراء وسط مدينة سمراء هي مساحة يتنفس بها المتعبون ويفرح بها الأطفال,5
Sanayeh Park,هدئ وجميل ويمكنني التقاط بعض الصور الرائعة احببته,5
Sanayeh Park,رائع لتنزه,5
Sanayeh Park,حلوة القعدة والخضار بيرد الروح وللطفولة نهفاتها في هذا المكان,5
Sanayeh Park,رااائع,5
Sanayeh Park,مكان جميل 😍,5
Sanayeh Park,ممتاز,4
Sanayeh Park,ذكريات الربيع,5
Sanayeh Park,ممتاز,4
Sanayeh Park,ذكريات الربيع,5
Sanayeh Park,روعه,5
Sanayeh Park,ممتازه,3
Sanayeh Park,مش منيحة لان اذا بدك تصف مشكلة ولسورين ياعين,1
Sanayeh Park,يا ريت يكون في نظافة للمكان اكثر,5
Sanayeh Park,جميل,5
Sanayeh Park,منتزه رائع,5
Sanayeh Park,"انه مكان رائع جدا. يوجد الكثير من الناس هناك،و يوجد العاب للاطفال و مكان لجلوس الكبار و اشياء كثيرة تلفت النظر و تمتع الزائر ",5
Sanayeh Park,منسقة وجميلة,5
Sanayeh Park,انهو مكان جميل جدااا اعشقها,5
Sanayeh Park,مكان رائع,5
Sanayeh Park,مكان يجنن اكبر واخلى حديقة شفتها بحياتي كلها😙😚😍😘😗,5
Sanayeh Park,جنينة جميلة بألب بيروت,5
Sanayeh Park,مكان رائع,5
Sanayeh Park,فسحة للتنزه والمشاركة ,5
Tabkhat,غير مخصص لطلب من قبل شخص واحد و هذا امر غير مستحب انه اذا شخص اجا عباله ياكل لحاله مافي يطلب ديليفري غير ليصير حسابه 24000ل.ل انه الواحد مجبور يطلب بقيمة 24000ل.ل ليوصلولو ديليفري + 2000ل.ل ديليفري شارج شو هل مسخرا,1
Baytna,"خدمة رائعة ،  تنوع جيد و شهي  الماذات الباردة رائعة الماذات الساخنة شهية و لذيذة .. شكرا مطعم بيتنا على حسن الاستضافة. بنصح عند كل زيارة كلب كنافة بيتنا",5
Afandina,"البارحة ذهبت الى مطعمكم الفضيل ،دخلت و قلت للموظفة ارغب بالجلوس و انني وحدي ،عندما كانت تبحث لي عن مكان للجلوس تدخلت امراة على ما اعتقد انها زوجة صاحب مطعمكم الفضيل لتقول لي ليس هناك مكان كان يجب ان تحجز قبل المجيئ يمكنك الجلوس في المطعم الثاني التابع لنا في الطابق السفلي ..فتدخلت الموظفة التي كنت قد اخبرتها انني جأت للاستماع على عزف شادي العواد انه جاء من اجل شادي فقالت لي صاحبة مطعمكم الفضيل انه لا يمكن لك الجلوس و في كل الاحوال على من يجلس ان يطلعب العشاء !! لا اعتقد انني ذهبت لادرس في مطعم !! لقد ذهبت كي اتناول الطعام و اشرب النرجيلة !اولا كانت الطريقة جدا خاطئة خاصة في ما خص موضوع العشاء !! ثانيا كمطعم مثل مطعمكم الفضيل لا اعتقد انه يصعب تأمين طاولة و كرسي واحد !! ثالثا كانت هذه زيارتي الثانية الى مطعمكم الفضيل و لكن للاسف لم تكتمل و لن تكتمل.. شكرا ل أفندينا على هذا التعامل مع الزبائن...هذه كمشكلة لا حل لها حيث ان المشكلة من اصحاب المحل و ليست من موظفة !! شكرا افندينا على حسن التعامل بالتوفيق !!",1
Bou Emile,هذه اول مره ازور مطعمكم. الاكل عادي و الخدمة منيحة. و لكن كمية الطعام قليلة مثلا: الطاووق لم يكن معه بطاطا. و اسعارها غاليه بالنسبة لحجم الاكل. و لم توضعوا اشارات المطعم على طول الطريق,1
Shawarma W Saj,عفكرة المطعم بجنن لقمتو طيبة واكلو بشهي وشي ولا اروع من هيك اكل مطعم ستايلو وديكور حلو عندو اكتر من خبزة صاج او مروق ول غريب في خبزة بيتا اذا بتجربوا كتير طيبة غريبة وبتجنن ولفت نظري كبة شاورما ..دجاج ..او لحمة ..مع سوس معا  مطعم بموقعو الحلو بصيدا بجنن وانا ابن صيدا بفتخر بهيك اكل طيب..ولذيذ ..,1
Le Jardin,مطعم ولا أحلا اكل ولا اطيب بكل الكلام بكل المقاييس مطعم حلبي شرقي بمتياز .اكلنا التوشكا بتجنن . والكبة نيّةالفراكة الحلبية . قعدة حلوة وجو هادء الخدمة جميلة . تهانينا للمطعم وبنصح الجميع زيارة المطعم للتعرف على التراث الحلبي المميز .,5
Karem 3adareb,اليوم قررت ان ادوق اكل عند كرم ع الدرب اكل ممتاز جدا جدا جدمة ممتازة الماتر انيق Hygirne 5/5 النظافة 5/5 كل الاكل طيب واسعاره مدروسة و ادارة ممتازة و خدمة سريعة,5
Nicolas Audi A La Maison D Ixsir,يوم الاحد عالشخص ٥٠$ بوفيه مفتوح واذ منكتشف انه المياه والبيبسي مش داخلين بال٥٠$!! وكنا ٨ اشخاص وكل واحد طلع عليه ١٠$!! كل واحد دفع حق مياه وبيبسي وبيرييه ١٠$!! يعني اللحمة والدجاج والسمك ارخص من صندوق المياه؟ والبيبسي؟ والبيرييه؟,1
Al Mazar,"مشاوي ممتازة وخدمة توصيل فعالة. اسعار مناسبة وتشكيلة جيدة لخدمة التوصيل. لقد طلبنا كفته مشوية مع تبولة، الكفته وصلت ساخنة والتبولة مجبولة بشكل جيد والمذاق لا يحتاج لاي اضافات. انني اوصي به",4
Tallet Nasr,"يا جماعة حابب خبركم شو صار معي و مع عيلتي.. مبارح حجزت بمطعم تلة نصر يلي بمنطقة نعص. و لما حجزت عالتلفون خبروني انه المطعم فاضي بعد العيد و انه رح يعطوني طاولة بنص المطعم عالاطلالة. حجزت طاولة كبيرة و طلعت لهنيك عالغذاء مع عائلتي و معنا كان ضيوف. اول ما شافونا بالمطعم و سمعوا لهجتنا السورية قالنا الجرسون انه رح يعطينا طاولة بالقسم المغلق من المطعم. قلتله للجرسون بس انا حاجز برة و المطعم شبه فاضي بقى ليه بده يعطيني جوه المطعم بالقسم المغلق قام قالي انه كل الطاولات محجوزة.  قلتله ما انا عامل حجز من مبارح و على أساس طاولتي بنص المطعم عالاطلالة و ما في مشكلة.  قام عَصّب الجرسون و قال انه هاد الحاضر.  طلبت احكي مع صاحب المطعم مع العلم انه انا عندهم زبون معروف و دايما بطلع مع عائلتي و بيعرفوني منيح. رحت لعند صاحب المطعم و قلتله انه انا مستغرب من هالطريقة بالحكي معي و انه الجرسون يلي حاكاني قليل أدب قام بهدلني صاحب المطعم و قال ""انا ما بسمحلك تحكي هيك عنه و هو احسن منك"" و قال انه اذا ما عاجبني احمل حالي انا و عائلتي و ننقلع من مطعمه لانه ""أنتو من اول العيد هلكتوني"" قلتله مين انتو؟ ما انا ما اجيت لعندك كل العيد!!! قام قالي انتو السوريين هلكتوني و ما عاد بدي ياكم عندي بمطعمي و هاد المطعم الكم وهبوني ياه!!! زوجتي كانت معي عند صاحب المطعم و حاولت تحكي قام الجرسون قالها ""رجلي فيكي!!!!!"" انا بهاللحظة فعلا تفاجأت من نبرة الكراهية يلي بصوته و تفاجأت من الاهانة يلي تعرضنا الها انا و زوجتي و ضيوفنا يلي معنا. قلتله انه قليل أدب و نحنا ما بيشرفنا نفوت لعندك عالمطعم و ما بيشرف لبنان انك تكون لبناني و عندك هالكراهية كلها النا. هي اول مرة بتعرض لهيك إهانة و هيك موقف و بتمنى من الكل يقاطعوا هاد المطعم لانه شخص بهالكمية من الكراهية للسوريين ما لازم ندوس مطعمه رح قدم شكوى رسمية بهاد المطعم لوزارة السياحة اللبنانية يلي اكيد هاد التصرف ما ممكن تقبله بحق اي شخص غريب عّم يفيد قطاع السياحة و المطاعم بالبلد و هيك تصرف ينم عن زعرنة و قلة أدب و بيعطي صورة غير حضارية عن لبنان",1
