,AT,V,AP,RH,PE
7320,20.76,59.04,1012.51,85.39,448.92
7321,14.77,41.39,1018.95,65.61,470.21
7322,8.51,39.66,1015.16,86.61,483.54
7323,11.98,44.58,1016.45,78.8,477.56
7324,30.46,66.75,1017.81,54.48,432.45
7325,14.29,46.18,1017.01,87.29,464.73
7326,29.36,68.94,1007.5,79.91,431.39
7327,9.44,40.0,1015.62,81.16,471.32
7328,24.35,59.21,1018.21,54.46,444.35
7329,14.47,42.86,1031.55,66.73,466.64
7330,31.54,77.24,1008.23,70.19,431.27
7331,26.96,62.39,1008.14,73.95,437.41
7332,29.8,69.34,1009.36,64.74,437.65
7333,15.62,40.12,1013.03,96.26,462.59
7334,11.16,40.05,1014.95,88.38,479.11
7335,19.07,44.63,1020.23,44.93,456.37
7336,13.92,44.47,1029.36,70.86,467.29
7337,9.59,34.69,1027.65,75.32,478.88
7338,19.97,59.21,1017.87,83.46,450.41
7339,23.78,49.3,1003.3,76.56,439.83
7340,30.67,72.86,1004.25,52.72,432.76
7341,25.59,65.46,1014.47,37.89,444.9
7342,14.02,44.85,1016.54,75.73,469.53
7343,22.72,65.61,1014.64,70.53,449.04
7344,25.44,75.23,1010.71,66.44,436.67
7345,10.7,44.77,1017.8,82.37,484.94
7346,21.94,64.15,1021.2,61.75,453.3
7347,7.39,39.85,1011.63,83.61,487.84
7348,17.81,45.0,1022.32,43.84,471.0
7349,14.59,41.23,999.48,86.66,466.83
7350,22.38,71.85,1009.56,74.91,441.47
7351,33.24,74.34,1002.58,45.05,435.5
7352,28.61,69.84,1004.24,67.74,429.91
7353,17.51,44.9,1009.05,74.91,455.01
7354,33.63,77.54,1009.82,58.04,431.81
7355,16.5,44.2,1018.94,63.59,458.3
7356,19.79,60.1,1010.47,84.04,452.41
7357,23.77,59.21,1011.97,80.08,440.08
7358,11.8,43.22,1008.57,78.01,469.55
7359,24.94,59.07,1008.89,84.79,440.12
7360,28.78,64.96,999.75,56.43,432.66
7361,23.09,70.47,1010.76,79.89,439.36
7362,21.92,58.79,1010.09,89.7,446.71
7363,14.57,44.45,1021.42,66.23,462.48
7364,27.09,73.5,1011.34,76.06,434.31
7365,23.39,69.13,1010.99,90.66,434.5
7366,29.52,64.79,1017.53,44.83,439.6
7367,13.42,40.92,1022.84,75.89,458.49
7368,28.07,68.08,1013.13,44.67,437.65
7369,15.47,43.13,1015.11,50.5,466.63
7370,18.5,41.85,1015.81,64.78,466.8
7371,15.24,45.87,1009.46,85.95,456.33
7372,21.26,51.43,1009.96,80.66,455.45
7373,22.64,72.24,1011.07,98.55,434.36
7374,23.42,58.79,1009.74,81.54,441.46
7375,22.26,60.77,1018.26,85.94,442.58
7376,24.38,60.84,1017.85,62.23,440.85
7377,11.56,41.62,1012.5,91.42,460.6
7378,25.18,61.08,1013.08,80.75,445.64
7379,21.09,74.93,1015.11,81.93,443.51
7380,23.01,59.44,1012.82,82.62,445.72
7381,21.69,69.94,1010.7,80.8,443.67
7382,23.48,51.43,1007.13,84.83,441.78
7383,29.04,60.07,1014.88,47.23,438.5
7384,13.62,40.2,1014.2,85.05,465.74
7385,20.12,65.94,1009.93,76.24,447.46
7386,12.19,44.63,1018.96,80.91,468.91
7387,31.48,69.75,1008.9,45.66,438.19
7388,9.52,41.26,1020.55,89.73,475.44
7389,26.05,65.59,1012.78,67.03,437.04
7390,24.93,47.01,1014.28,66.04,455.06
7391,21.4,47.93,1005.16,88.44,445.2
7392,8.46,39.42,1025.05,69.36,474.42
7393,22.11,59.44,1012.82,84.67,448.15
7394,9.05,40.0,1015.48,80.91,472.41
7395,11.92,43.8,1022.96,60.49,470.33
7396,29.38,69.68,1011.35,49.25,430.2
7397,21.04,45.09,1014.19,40.62,450.92
7398,31.04,68.31,1010.54,42.74,441.56
7399,19.83,51.19,1008.13,91.29,449.0
7400,13.86,37.85,1011.4,89.7,469.94
7401,22.57,68.3,1017.43,87.69,440.81
7402,6.62,41.14,1027.33,86.24,479.74
7403,16.58,41.93,1022.36,45.24,466.61
7404,28.85,57.19,1008.2,58.4,436.8
7405,19.73,49.69,1007.78,73.02,454.28
7406,11.82,41.17,1019.5,55.74,475.61
7407,10.22,38.18,1018.01,70.7,474.07
7408,20.48,51.43,1007.4,90.7,448.03
7409,20.06,52.84,1004.21,82.12,447.47
7410,27.53,67.83,1009.4,53.73,429.05
7411,10.89,44.2,1018.3,86.32,479.16
7412,25.92,73.77,1001.27,94.28,432.0
7413,24.35,66.49,1012.48,62.12,439.15
7414,26.82,60.96,1012.25,57.41,449.81
7415,14.47,48.14,1017.28,87.36,457.45
7416,26.31,44.57,1007.51,52.6,452.73
7417,18.41,44.89,1009.75,77.24,448.88
7418,27.22,68.3,1016.84,64.88,436.81
7419,14.17,39.59,1010.99,94.08,464.17
7420,24.19,68.94,1007.37,70.83,439.52
7421,24.49,60.27,1018.96,72.62,440.87
7422,20.91,59.14,1017.25,74.7,442.67
7423,22.74,58.41,1013.92,84.03,447.85
7424,15.4,38.73,1000.67,79.71,469.18
7425,29.82,66.51,1010.98,43.57,439.17
7426,20.98,42.23,1013.12,67.37,461.9
7427,19.35,50.12,1005.43,100.1,447.43
7428,29.2,70.79,1004.8,63.74,425.2
7429,27.34,63.78,1016.5,48.4,446.56
7430,19.02,50.66,1013.04,85.25,455.42
7431,25.09,69.68,1012.18,91.33,439.77
7432,17.67,43.96,1011.68,82.13,466.31
7433,23.54,70.32,1010.89,80.76,434.45
7434,27.29,64.45,1013.46,45.35,446.94
7435,25.53,59.57,1010.65,82.04,445.59
7436,13.42,40.35,1011.2,77.0,472.57
7437,7.35,41.66,1015.55,79.67,485.35
7438,26.93,62.44,1011.02,70.05,435.11
7439,9.55,38.08,1019.34,68.38,479.23
7440,24.11,59.27,1011.02,78.18,444.35
7441,25.34,59.39,1014.02,73.58,439.8
7442,30.69,73.67,1006.14,60.58,430.45
7443,8.95,38.56,1017.85,64.34,475.43
7444,15.58,40.66,1016.34,87.42,460.61
7445,23.48,66.44,1011.28,61.11,443.21
7446,21.43,63.94,1012.68,99.68,445.29
7447,10.39,44.85,1014.22,78.42,478.05
7448,12.84,50.59,1020.08,88.08,470.96
7449,14.92,46.18,1014.21,98.82,465.63
7450,10.87,44.71,1021.38,58.22,484.63
7451,21.19,58.86,1014.19,68.96,452.43
7452,18.38,62.1,1020.12,77.27,452.91
7453,16.82,45.0,1022.05,37.28,468.22
7454,10.36,41.46,1017.53,92.04,478.27
7455,9.51,38.38,1022.77,73.82,474.93
7456,9.34,38.08,1019.56,67.74,482.06
7457,10.2,41.46,1019.12,83.26,480.11
7458,12.92,39.35,1014.56,88.29,469.83
7459,12.75,39.85,1012.51,62.37,475.61
7460,26.72,74.87,1010.18,70.74,441.93
7461,27.5,49.3,1004.02,59.23,439.77
7462,17.36,44.63,1020.49,54.21,456.98
7463,16.11,44.92,1025.37,79.85,460.99
7464,32.82,68.31,1010.44,41.85,441.06
7465,30.98,71.29,1008.78,47.7,432.99
7466,25.68,70.32,1009.08,90.48,431.32
7467,17.96,47.83,1005.0,85.72,454.59
7468,23.39,63.21,1011.91,84.57,448.3
7469,12.64,40.71,1024.2,65.21,476.37
7470,27.38,77.24,1008.25,82.49,435.81
7471,25.91,75.6,1018.23,62.65,443.2
7472,19.89,69.48,1011.06,86.73,447.63
7473,10.42,39.96,1025.21,95.69,470.81
7474,30.32,74.22,1008.31,53.14,429.36
7475,24.52,56.85,1012.59,54.47,438.89
7476,12.04,38.25,1013.08,82.45,472.13
7477,8.33,38.08,1018.94,73.78,481.89
7478,31.03,69.59,1007.77,63.96,432.56
7479,21.25,44.05,1005.69,81.87,448.43
7480,18.55,61.87,1008.45,65.3,450.73
7481,20.8,50.9,1012.07,73.16,457.0
7482,17.78,58.95,1016.32,89.61,450.89
7483,5.89,40.07,1018.99,63.13,493.9
7484,6.18,41.55,1001.58,98.79,484.87
7485,27.71,62.39,1006.43,68.21,435.84
7486,3.26,41.31,996.32,100.0,489.38
7487,12.24,41.2,1012.48,89.85,473.22
7488,12.1,41.58,1014.41,90.22,462.28
7489,30.68,69.68,1012.86,56.56,438.68
7490,28.19,68.08,1013.41,43.93,436.43
7491,27.34,59.87,1012.06,59.04,448.26
7492,26.91,61.5,1009.47,55.26,436.84
7493,5.62,40.62,1015.81,85.34,483.13
7494,30.55,68.24,1009.43,63.84,426.8
7495,17.55,45.87,1008.07,80.98,454.29
7496,26.48,51.43,1006.76,74.3,438.1
7497,27.62,67.51,1012.38,60.25,442.13
7498,22.59,70.32,1007.07,74.39,437.39
7499,14.3,42.99,1007.32,73.72,467.9
7500,26.22,69.89,1015.46,76.63,433.61
7501,19.02,44.85,1014.57,43.37,465.42
7502,12.34,43.22,1009.28,78.23,468.52
7503,18.34,50.59,1018.42,83.95,457.17
7504,19.44,60.07,1014.8,69.06,452.89
7505,15.37,43.34,1014.84,80.37,460.02
7506,15.43,40.89,1010.63,73.03,468.35
7507,11.23,41.17,1019.36,56.85,475.85
7508,23.36,65.18,1012.35,78.09,436.39
7509,11.77,39.39,1012.9,85.8,478.51
7510,3.21,38.44,1016.9,86.34,491.35
7511,29.89,71.29,1009.0,55.72,431.45
7512,24.97,50.23,1015.6,56.79,454.35
7513,14.48,38.92,1015.6,90.05,470.63
7514,21.98,48.41,1008.42,84.86,444.6
7515,15.31,41.35,1005.09,95.25,466.5
7516,27.61,59.54,1005.84,71.27,437.85
7517,25.92,60.95,1014.62,48.46,442.84
7518,22.51,59.21,1018.35,71.97,444.66
7519,23.76,51.19,1009.69,70.87,442.9
7520,23.17,51.19,1009.5,76.15,441.77
7521,8.91,40.11,1022.87,78.39,475.43
7522,10.61,40.77,1022.09,83.62,471.26
7523,27.21,66.49,1013.57,40.11,439.04
7524,28.61,69.84,1004.02,67.26,428.25
7525,23.95,59.92,1010.15,86.37,435.92
7526,26.75,64.79,1017.79,54.31,438.4
7527,24.94,67.69,1008.86,68.97,439.08
7528,18.22,39.63,1005.11,79.0,465.78
7529,24.7,58.46,1015.58,68.64,439.7
7530,8.43,40.6,1015.39,91.81,483.1
7531,10.15,41.46,1019.78,83.56,481.31
7532,18.88,43.69,1016.77,46.88,464.63
7533,22.43,63.21,1012.06,84.75,447.98
7534,27.45,66.25,1009.3,77.58,437.37
7535,26.09,58.41,1013.64,64.58,438.86
7536,30.69,71.98,1004.53,65.86,430.33
7537,27.69,70.32,1012.2,82.27,432.57
7538,15.33,43.13,1015.41,53.17,466.86
7539,13.26,42.99,1007.58,94.26,472.52
7540,9.96,39.66,1015.23,82.98,480.6
7541,21.05,58.33,1013.14,66.34,447.66
7542,7.98,40.77,1008.69,98.65,480.72
7543,23.46,72.43,1008.0,90.55,435.36
7544,32.06,71.85,1007.9,56.44,426.07
7545,23.35,63.47,1011.78,84.24,437.87
7546,9.63,43.02,1012.4,68.41,480.21
7547,18.58,63.78,1016.24,78.74,453.96
7548,29.07,51.43,1006.22,61.58,438.79
7549,14.73,36.99,1007.32,90.84,468.23
7550,16.39,41.96,1011.7,94.85,463.99
7551,20.23,57.76,1016.84,81.26,452.5
7552,15.0,41.35,1006.6,86.95,467.71
7553,11.06,37.92,1008.76,67.32,473.16
7554,27.67,69.59,1009.13,82.15,437.29
7555,13.76,45.08,1023.77,80.48,469.74
7556,30.2,74.34,1004.17,74.77,431.77
7557,29.06,72.86,1004.23,69.41,432.12
7558,12.83,41.5,1013.12,86.07,470.87
7559,30.97,69.13,1009.78,58.92,435.6
7560,14.66,43.13,1014.97,46.31,467.87
7561,20.11,50.78,1008.73,93.24,447.42
7562,19.09,42.44,1012.93,63.59,461.84
7563,30.26,59.22,1013.18,61.08,442.98
7564,31.05,69.13,1000.38,58.49,426.31
7565,21.19,74.93,1015.75,80.84,443.29
7566,24.84,56.89,1012.15,67.24,440.36
7567,14.95,43.52,1022.43,94.75,464.98
7568,17.52,44.05,1008.87,85.67,455.72
7569,8.09,43.02,1014.79,81.06,484.35
7570,27.3,57.19,1008.08,63.48,438.65
7571,27.04,73.67,1006.82,77.45,431.1
7572,9.13,40.02,1031.08,74.76,473.47
7573,12.4,40.35,1011.46,79.49,476.44
7574,22.76,44.05,1006.95,74.07,450.31
7575,12.52,71.14,1019.49,76.11,463.22
7576,12.41,39.28,1017.08,87.02,473.86
7577,15.15,41.35,1006.3,86.16,468.64
7578,23.93,64.05,1013.09,86.02,440.66
7579,19.16,43.43,1012.36,72.59,451.0
7580,25.68,46.21,1011.01,57.53,442.98
7581,18.8,39.72,1001.24,63.8,459.36
7582,32.9,68.51,1012.95,50.09,430.23
7583,29.55,67.69,1004.88,48.68,428.77
7584,17.85,46.48,1007.79,83.59,458.16
7585,24.49,59.87,1018.4,59.95,444.54
7586,13.78,45.51,1015.56,69.92,468.17
7587,15.08,42.77,1018.43,73.19,461.68
7588,24.14,41.1,1002.1,38.49,450.13
7589,20.32,67.71,1007.42,63.71,446.22
7590,8.63,43.79,1016.08,83.25,483.91
7591,8.48,40.05,1015.89,90.25,483.5
7592,25.88,66.48,1004.24,63.16,434.4
7593,7.41,39.16,1015.23,90.66,486.91
7594,12.03,41.58,1015.09,90.43,464.02
7595,20.86,39.72,1001.73,56.38,456.27
7596,19.86,41.67,1012.31,53.9,462.86
7597,29.75,74.87,1009.1,56.5,435.61
7598,14.33,38.73,1003.52,85.92,468.86
7599,11.88,40.64,1020.5,85.43,470.06
7600,28.7,71.64,1007.11,69.85,436.58
7601,21.11,74.78,1009.71,84.35,442.68
7602,23.87,50.39,1012.96,76.05,452.59
7603,21.93,61.45,1008.92,98.54,443.91
7604,29.38,73.42,1011.49,54.96,445.42
7605,9.19,42.44,1014.38,94.24,481.55
7606,23.57,67.9,1006.08,70.12,446.72
7607,18.55,41.1,1002.02,65.16,459.97
7608,28.11,66.17,1010.51,65.16,444.2
7609,11.95,39.82,1013.4,92.51,474.56
7610,19.84,65.48,1019.54,76.6,449.85
7611,19.27,50.12,1007.61,100.11,447.63
7612,12.91,41.66,1013.37,71.52,469.71
7613,18.13,60.1,1009.67,84.75,455.82
7614,11.54,45.51,1017.19,83.02,474.73
7615,16.65,56.89,1013.52,87.44,452.52
7616,9.55,39.66,1018.8,74.88,480.74
7617,23.77,69.13,1011.05,89.41,434.08
7618,21.75,65.12,1015.53,66.0,452.89
7619,14.75,41.16,1009.58,86.96,468.14
7620,31.26,70.36,1006.49,60.47,438.15
7621,26.75,43.21,1012.29,87.28,430.45
7622,13.24,39.16,1016.52,86.66,474.48
7623,19.64,56.53,1019.6,76.19,447.66
7624,24.64,58.49,1011.2,72.67,444.95
7625,8.72,40.02,1031.32,78.09,477.86
7626,22.48,67.45,1014.77,63.9,445.55
7627,6.76,36.25,1028.31,91.16,484.36
7628,10.2,41.62,1016.52,98.09,462.87
7629,12.33,45.51,1016.49,79.2,471.16
7630,14.72,41.23,997.91,82.69,467.11
7631,18.16,43.96,1012.78,78.33,465.26
7632,12.42,40.24,1016.59,90.01,469.59
7633,28.42,73.5,1011.23,72.79,435.59
7634,5.47,40.62,1018.66,83.61,481.56
7635,9.81,71.14,1019.43,87.93,469.64
7636,17.86,52.9,1015.71,67.99,457.42
7637,14.19,49.83,1006.52,90.72,462.86
7638,27.57,68.31,1010.48,55.87,444.71
7639,29.25,66.51,1015.53,33.65,441.7
7640,25.02,59.92,1009.9,76.27,436.64
7641,32.51,71.22,1005.62,47.6,433.76
7642,25.44,56.57,1013.8,66.72,444.61
7643,21.17,58.16,1017.16,68.11,452.02
7644,30.9,70.8,1008.48,67.48,435.27
7645,18.68,59.14,1016.96,77.09,452.85
7646,13.82,41.62,1011.48,77.66,454.88
7647,24.01,50.16,1004.22,75.32,443.03
7648,25.85,67.69,1007.7,70.14,434.0
7649,19.75,57.32,1010.76,79.29,443.63
7650,15.17,49.15,1021.91,91.73,461.89
7651,6.54,39.33,1011.54,93.69,491.16
7652,12.3,39.85,1012.59,73.38,476.42
7653,16.45,41.48,1016.64,45.21,454.69
7654,9.23,42.44,1014.34,94.2,481.29
7655,21.96,59.8,1016.72,72.6,452.48
7656,29.03,69.51,1009.8,47.04,435.09
7657,11.67,40.23,1017.65,82.48,475.07
7658,21.03,67.45,1015.01,68.59,447.11
7659,21.28,70.32,1011.55,88.05,438.7
7660,30.04,64.44,1014.46,52.19,437.95
7661,21.36,58.95,1018.35,78.87,443.93
7662,18.34,45.64,1019.05,82.53,460.58
7663,24.06,58.2,1017.46,48.04,445.91
7664,24.97,59.87,1018.7,59.94,443.7
7665,12.38,43.52,1022.98,100.0,467.55
7666,31.09,59.57,1010.67,60.5,440.08
7667,21.82,50.66,1013.74,73.6,455.2
7668,17.77,44.6,1016.97,54.25,460.13
7669,27.82,76.09,1007.83,76.07,434.52
7670,18.84,61.27,1019.64,71.95,454.47
7671,27.79,71.85,1008.95,87.35,427.67
7672,32.72,69.75,1009.6,49.35,437.99
7673,18.68,62.1,1019.78,83.67,453.25
7674,24.65,52.36,1014.76,66.63,455.68
7675,3.95,35.47,1017.36,84.88,488.64
7676,19.67,44.71,1015.46,31.46,464.99
7677,19.72,51.19,1008.51,95.28,446.01
7678,30.57,69.82,1009.86,52.94,437.62
7679,30.37,67.45,1015.35,45.6,431.38
7680,30.35,71.32,1009.17,64.61,434.62
7681,7.82,40.72,1022.17,88.13,481.52
7682,12.19,41.06,1021.35,74.98,474.63
7683,11.42,41.54,1020.21,71.57,477.5
7684,28.61,69.75,1009.82,71.7,440.53
7685,15.24,44.45,1020.56,66.13,460.94
7686,19.64,46.33,1013.33,98.99,451.45
7687,17.46,53.29,1018.07,91.01,458.06
7688,18.11,44.85,1014.48,48.94,458.85
7689,9.75,35.76,1019.88,62.31,474.31
7690,17.14,44.2,1018.91,62.18,457.02
7691,27.44,74.9,1003.85,76.65,436.42
7692,6.57,42.07,1004.48,74.82,483.86
7693,28.98,62.66,1009.1,52.62,438.45
7694,19.76,48.92,1010.48,46.57,456.69
7695,29.73,67.25,1017.64,37.79,439.06
7696,5.17,39.33,1009.68,94.19,485.46
7697,26.9,66.48,1004.47,54.71,432.95
7698,17.1,43.52,1020.3,70.51,461.51
7699,20.54,59.39,1014.07,84.15,445.41
7700,28.8,73.4,1011.34,54.01,439.65
7701,27.99,71.64,1007.79,72.67,437.81
7702,16.45,44.68,1018.6,85.14,462.66
7703,33.01,69.88,1006.71,53.25,433.5
7704,11.95,40.69,1015.62,85.34,475.4
7705,31.54,77.24,1007.83,62.98,430.07
7706,33.11,69.75,1008.88,42.08,437.19
7707,30.25,71.8,1010.87,60.4,437.28
7708,14.56,40.89,1010.94,79.57,467.53
7709,11.83,38.25,1013.36,85.33,473.31
7710,21.53,52.84,1005.06,88.22,444.04
7711,30.27,64.05,1011.93,65.72,438.68
7712,9.39,39.66,1019.22,75.33,482.16
7713,24.22,49.82,1014.61,66.82,452.2
7714,10.1,41.17,1019.18,84.87,479.95
7715,22.59,60.32,1016.84,78.58,447.17
7716,27.51,71.32,1007.59,80.02,433.16
7717,8.39,36.3,1015.39,62.23,479.57
7718,11.94,39.28,1017.04,89.88,475.59
7719,9.72,41.44,1015.17,84.41,481.85
7720,25.6,59.15,1013.31,67.02,441.11
7721,12.65,41.93,1023.07,65.05,479.53
7722,26.26,73.06,1009.35,91.65,435.41
7723,23.78,69.71,1008.79,83.17,443.06
7724,18.02,53.16,1013.41,82.84,458.01
7725,21.45,66.05,1014.81,73.73,453.38
7726,28.02,63.9,1013.96,46.2,444.42
7727,26.97,67.32,1014.35,55.07,439.61
7728,19.46,66.86,1012.74,66.2,454.89
7729,14.82,44.2,1018.98,72.8,465.73
7730,20.25,59.8,1015.3,82.69,453.81
7731,26.18,52.36,1013.46,56.65,453.54
7732,19.46,47.03,1013.9,88.86,460.57
7733,12.52,40.24,1020.45,97.41,470.56
7734,14.91,40.73,1017.44,86.91,458.99
7735,24.27,63.9,1013.5,61.09,450.26
7736,20.36,65.27,1011.73,70.8,445.67
7737,8.32,39.64,1010.93,78.21,479.69
7738,17.35,42.86,1014.62,74.16,465.16
7739,15.52,43.7,1015.8,76.27,466.38
7740,10.71,39.61,1018.72,73.66,473.77
7741,10.77,41.46,1021.42,87.18,479.22
7742,23.57,61.47,1009.27,84.17,435.82
7743,19.73,56.65,1020.7,69.49,457.46
7744,31.9,73.42,1010.82,60.58,432.27
7745,26.77,64.45,1013.26,44.56,449.1
7746,19.05,44.06,1017.02,73.76,454.28
7747,29.39,69.89,1013.92,47.36,434.27
7748,16.42,40.56,1020.36,50.62,472.17
7749,27.23,66.48,1005.23,52.38,432.55
7750,24.02,70.94,1008.0,79.55,441.57
7751,22.44,58.16,1017.28,63.68,452.71
7752,25.14,67.32,1013.96,41.78,435.39
7753,25.42,73.21,1001.91,93.78,432.04
7754,25.9,71.73,1010.18,74.83,434.84
7755,8.14,36.24,1013.15,87.85,480.25
7756,31.13,67.45,1015.02,41.34,435.14
7757,21.52,46.21,1010.62,67.62,449.08
7758,29.23,75.6,1017.72,52.26,438.92
7759,33.5,70.8,1008.99,57.24,433.19
7760,20.37,44.58,1016.77,66.22,463.2
7761,23.19,45.61,1013.18,73.46,454.62
7762,20.88,56.85,1010.91,84.28,440.08
7763,12.59,40.03,1018.76,85.4,471.63
7764,23.24,63.76,1010.1,79.16,441.35
7765,9.42,41.4,1029.99,88.41,477.01
7766,9.87,40.81,1017.17,84.25,473.2
7767,11.22,41.93,1023.13,69.35,480.71
7768,7.79,41.16,1023.17,97.11,471.82
7769,13.9,41.17,1016.84,72.9,468.96
7770,30.69,74.16,1012.71,60.89,435.17
7771,27.16,59.87,1011.78,58.84,446.38
7772,26.58,62.39,1006.36,68.98,438.66
7773,23.99,45.87,1007.63,52.62,443.66
7774,10.68,37.92,1009.59,65.05,474.03
7775,16.16,52.05,1013.19,75.37,463.09
7776,22.69,58.46,1017.74,75.21,443.47
7777,10.6,41.17,1018.38,87.92,478.47
7778,27.14,70.32,1007.08,73.08,427.21
7779,23.22,59.15,1014.58,75.18,443.7
7780,26.27,59.44,1012.23,58.77,443.67
7781,14.73,39.52,1017.01,74.21,470.45
7782,33.08,69.75,1009.03,43.69,434.98
7783,32.31,66.44,1009.6,63.92,428.44
7784,25.14,63.47,1012.58,70.27,443.93
7785,10.42,44.85,1014.18,88.36,479.03
7786,21.97,58.79,1010.93,86.7,448.8
7787,29.86,64.79,1017.37,44.8,439.89
7788,20.35,50.9,1012.6,72.43,453.5
7789,7.91,37.8,1020.59,61.0,483.49
7790,27.54,75.6,1018.26,57.89,440.87
7791,27.07,66.93,1017.32,55.38,446.48
7792,23.32,66.48,1003.92,72.25,436.26
7793,27.16,66.44,1011.2,73.37,431.85
7794,29.72,68.08,1010.72,53.46,430.36
7795,8.33,39.72,1020.24,82.84,479.12
7796,25.56,74.67,1016.62,76.1,435.81
7797,28.93,74.78,1009.48,56.4,437.34
7798,10.08,40.72,1022.7,67.3,480.8
7799,13.7,42.86,1030.68,79.77,470.28
7800,9.43,41.4,1028.42,84.92,479.28
7801,24.3,69.94,1007.02,62.14,438.92
7802,8.27,38.56,1016.47,66.6,485.31
7803,27.24,44.89,1009.61,51.89,442.84
7804,9.0,39.18,1024.38,84.91,483.26
7805,25.99,74.67,1016.59,83.39,434.7
7806,30.45,43.21,1011.35,63.59,438.68
7807,21.04,69.48,1011.07,89.92,439.53
7808,7.19,39.37,1019.67,70.77,480.4
7809,14.42,44.66,1016.1,93.89,461.34
7810,21.47,60.77,1018.06,85.73,444.02
7811,28.68,73.77,1004.72,87.01,431.66
7812,26.71,59.39,1014.24,66.45,439.33
7813,25.65,78.92,1010.83,86.56,434.78
7814,17.33,42.28,1007.97,50.33,462.26
7815,13.64,44.88,1019.85,56.86,466.66
7816,15.79,58.86,1015.85,91.91,455.15
7817,25.38,71.73,1009.97,72.6,434.44
7818,13.01,41.17,1017.26,76.2,469.48
7819,8.88,41.54,1019.05,80.77,484.99
7820,22.67,62.52,1016.47,65.63,449.34
7821,15.25,46.36,1019.69,95.83,461.68
7822,17.9,48.98,1014.17,80.4,453.02
7823,33.75,64.96,1002.54,39.28,432.62
7824,27.59,54.2,1013.1,51.61,439.31
7825,31.88,70.36,1006.2,57.51,438.42
7826,24.82,66.48,1006.4,70.21,433.62
7827,22.38,49.3,1003.56,83.83,441.0
7828,32.91,73.68,1014.49,50.62,426.28
7829,9.97,41.62,1013.99,96.02,464.86
7830,22.78,58.59,1012.84,65.55,445.45
7831,8.81,44.68,1023.06,93.93,479.24
7832,28.85,71.32,1009.09,76.9,435.13
7833,15.21,35.4,1016.31,58.26,468.18
7834,14.22,45.01,1014.17,70.14,464.06
7835,25.6,66.48,1006.16,69.34,435.12
7836,17.09,42.42,1009.03,72.01,464.11
7837,10.2,40.67,1016.15,73.2,482.26
7838,7.4,41.04,1024.44,90.9,477.69
7839,13.64,34.03,1018.32,62.2,469.61
7840,15.84,41.66,1009.69,62.81,465.5
7841,22.95,70.98,1005.36,93.76,438.83
7842,23.07,65.27,1013.24,58.38,443.42
7843,25.52,63.94,1017.81,41.54,440.32
7844,23.24,68.31,1009.71,80.8,440.78
7845,32.46,74.33,1012.61,37.07,427.87
7846,8.94,41.38,1021.5,79.45,479.95
7847,17.67,45.09,1014.26,51.92,457.67
7848,23.82,44.89,1009.39,74.69,445.45
7849,19.67,60.77,1017.33,88.13,444.87
7850,26.23,59.07,1008.2,78.93,440.18
7851,10.03,43.13,1014.85,70.09,482.16
7852,7.65,41.01,1024.31,97.17,475.89
7853,27.98,67.17,1007.32,75.29,440.68
7854,13.74,43.71,1025.45,86.62,465.24
7855,17.79,43.52,1020.65,68.29,458.57
7856,7.55,42.85,1011.21,93.25,484.93
7857,19.77,54.42,1011.73,89.26,458.21
7858,24.89,66.49,1010.15,65.65,436.39
7859,4.97,38.91,1018.99,89.86,489.96
7860,14.64,39.31,1008.84,79.3,462.72
7861,28.71,71.64,1005.21,71.11,432.05
7862,25.15,68.61,1011.03,53.59,447.91
7863,24.28,71.98,1006.34,90.45,432.47
7864,30.28,74.67,1016.45,55.76,428.27
7865,13.7,43.22,1012.01,71.57,463.99
7866,28.19,62.6,1017.34,46.95,449.61
7867,24.73,71.14,1009.07,68.87,437.55
7868,30.44,68.84,1010.97,55.34,438.31
7869,7.54,38.56,1016.49,69.1,486.76
7870,24.39,70.72,1009.78,82.25,442.04
7871,14.68,58.2,1018.5,83.3,458.51
7872,10.14,42.02,1003.19,96.51,472.17
7873,7.9,40.0,1018.74,79.55,474.5
7874,6.76,39.22,1013.91,77.0,487.08
7875,23.57,66.75,1018.06,80.19,439.71
7876,27.37,76.2,1006.03,67.07,435.64
7877,18.97,50.59,1016.01,74.9,459.68
7878,13.01,41.49,1019.82,92.86,466.5
7879,6.9,39.81,1016.74,88.24,481.88
7880,27.89,68.12,1012.78,48.72,435.69
7881,21.1,62.66,1011.19,83.49,448.8
7882,23.19,49.82,1014.59,70.52,451.08
7883,29.58,76.2,1008.37,60.73,433.91
7884,27.51,73.67,1005.71,76.75,431.97
7885,28.51,74.78,1009.84,59.06,434.43
7886,24.77,57.17,1010.66,73.0,441.12
7887,27.25,50.05,1006.53,60.64,439.63
7888,17.4,43.14,1018.51,75.31,457.59
7889,25.77,63.31,1012.76,65.98,439.98
7890,26.13,71.25,999.8,88.47,430.6
7891,30.05,73.68,1014.95,70.6,434.92
7892,34.18,78.05,1010.71,66.77,432.1
7893,15.11,43.67,1012.06,91.75,467.82
7894,12.11,41.17,1019.46,62.59,475.53
7895,22.21,69.71,1009.69,96.85,440.14
7896,25.37,59.14,1017.27,78.07,437.19
7897,16.62,52.05,1011.96,67.81,457.89
7898,6.03,41.17,1019.81,84.2,488.57
7899,29.82,69.75,1010.09,65.02,442.6
7900,31.3,70.79,1004.3,54.37,428.75
7901,24.74,59.21,1012.18,74.2,440.36
