,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13553,13554,23-07-2012,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.19399999999999998,40,169,209
13554,13555,23-07-2012,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,114
13555,13556,24-07-2012,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64
13556,13557,24-07-2012,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,17
13557,13558,24-07-2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16
13558,13559,24-07-2012,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,6
13559,13560,24-07-2012,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6
13560,13561,24-07-2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,50
13561,13562,24-07-2012,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190
13562,13563,24-07-2012,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516
13563,13564,24-07-2012,3,1,7,8,0,2,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,49,694,743
13564,13565,24-07-2012,3,1,7,9,0,2,1,1,0.84,0.8029999999999999,0.53,0.0,40,299,339
13565,13566,24-07-2012,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,218
13566,13567,24-07-2012,3,1,7,11,0,2,1,2,0.84,0.8029999999999999,0.53,0.3284,45,156,201
13567,13568,24-07-2012,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,229
13568,13569,24-07-2012,3,1,7,13,0,2,1,2,0.84,0.8029999999999999,0.53,0.2985,73,200,273
13569,13570,24-07-2012,3,1,7,14,0,2,1,2,0.84,0.8029999999999999,0.53,0.2239,48,196,244
13570,13571,24-07-2012,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285
13571,13572,24-07-2012,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455
13572,13573,24-07-2012,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869
13573,13574,24-07-2012,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877
13574,13575,24-07-2012,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632
13575,13576,24-07-2012,3,1,7,20,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,85,438,523
13576,13577,24-07-2012,3,1,7,21,0,2,1,1,0.74,0.6970000000000001,0.66,0.2239,53,325,378
13577,13578,24-07-2012,3,1,7,22,0,2,1,1,0.74,0.6970000000000001,0.66,0.2537,43,226,269
13578,13579,24-07-2012,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192
13579,13580,25-07-2012,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,66
13580,13581,25-07-2012,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.19399999999999998,2,26,28
13581,13582,25-07-2012,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12
13582,13583,25-07-2012,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,12
13583,13584,25-07-2012,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4
13584,13585,25-07-2012,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59
13585,13586,25-07-2012,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.19399999999999998,11,179,190
13586,13587,25-07-2012,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507
13587,13588,25-07-2012,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788
13588,13589,25-07-2012,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342
13589,13590,25-07-2012,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,68,163,231
13590,13591,25-07-2012,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,79,202,281
13591,13592,25-07-2012,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,77,233,310
13592,13593,25-07-2012,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312
13593,13594,25-07-2012,3,1,7,14,0,3,1,1,0.8,0.6970000000000001,0.29,0.1343,88,159,247
13594,13595,25-07-2012,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,317
13595,13596,25-07-2012,3,1,7,16,0,3,1,1,0.8,0.6970000000000001,0.29,0.1642,91,393,484
13596,13597,25-07-2012,3,1,7,17,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,130,783,913
13597,13598,25-07-2012,3,1,7,18,0,3,1,1,0.8,0.6970000000000001,0.27,0.1343,104,787,891
13598,13599,25-07-2012,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,698
13599,13600,25-07-2012,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,567
13600,13601,25-07-2012,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,397
13601,13602,25-07-2012,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,278
13602,13603,25-07-2012,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,239
13603,13604,26-07-2012,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.19399999999999998,27,65,92
13604,13605,26-07-2012,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,29
13605,13606,26-07-2012,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21
13606,13607,26-07-2012,3,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8,8
13607,13608,26-07-2012,3,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.19399999999999998,0,4,4
13608,13609,26-07-2012,3,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.19399999999999998,2,40,42
13609,13610,26-07-2012,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165,181
13610,13611,26-07-2012,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478,495
13611,13612,26-07-2012,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,729
13612,13613,26-07-2012,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289,344
13613,13614,26-07-2012,3,1,7,10,0,4,1,1,0.74,0.6970000000000001,0.7,0.2239,79,143,222
13614,13615,26-07-2012,3,1,7,11,0,4,1,1,0.8,0.8029999999999999,0.66,0.2239,69,143,212
13615,13616,26-07-2012,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,279
13616,13617,26-07-2012,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242
13617,13618,26-07-2012,3,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151,213
13618,13619,26-07-2012,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173,238
13619,13620,26-07-2012,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312,374
13620,13621,26-07-2012,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738
13621,13622,26-07-2012,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688
13622,13623,26-07-2012,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614
13623,13624,26-07-2012,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446
13624,13625,26-07-2012,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,271
13625,13626,26-07-2012,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234
13626,13627,26-07-2012,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,145
13627,13628,27-07-2012,3,1,7,0,0,5,1,1,0.72,0.6818,0.7,0.0,14,83,97
13628,13629,27-07-2012,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,54
13629,13630,27-07-2012,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,26
13630,13631,27-07-2012,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,12
13631,13632,27-07-2012,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,3,5,8
13632,13633,27-07-2012,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0.0,3,34,37
13633,13634,27-07-2012,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0.0,10,129,139
13634,13635,27-07-2012,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.19399999999999998,13,397,410
13635,13636,27-07-2012,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,676
13636,13637,27-07-2012,3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,363
13637,13638,27-07-2012,3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0.0,85,146,231
13638,13639,27-07-2012,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251
13639,13640,27-07-2012,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299
13640,13641,27-07-2012,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314
13641,13642,27-07-2012,3,1,7,14,0,5,1,1,0.86,0.8029999999999999,0.47,0.2985,105,221,326
13642,13643,27-07-2012,3,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,323
13643,13644,27-07-2012,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499
13644,13645,27-07-2012,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699
13645,13646,27-07-2012,3,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,622
13646,13647,27-07-2012,3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.19399999999999998,93,423,516
13647,13648,27-07-2012,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,354
13648,13649,27-07-2012,3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,260
13649,13650,27-07-2012,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199
13650,13651,27-07-2012,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0.0,34,155,189
13651,13652,28-07-2012,3,1,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170,191
13652,13653,28-07-2012,3,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,80
13653,13654,28-07-2012,3,1,7,2,0,6,0,1,0.72,0.6818,0.7,0.0,14,76,90
13654,13655,28-07-2012,3,1,7,3,0,6,0,1,0.72,0.6818,0.7,0.0,10,33,43
13655,13656,28-07-2012,3,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.19399999999999998,1,10,11
13656,13657,28-07-2012,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14
13657,13658,28-07-2012,3,1,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40,50
13658,13659,28-07-2012,3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58,76
13659,13660,28-07-2012,3,1,7,8,0,6,0,1,0.74,0.6970000000000001,0.66,0.1642,36,127,163
13660,13661,28-07-2012,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,337
13661,13662,28-07-2012,3,1,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266,395
13662,13663,28-07-2012,3,1,7,11,0,6,0,1,0.84,0.7424,0.39,0.2239,162,295,457
13663,13664,28-07-2012,3,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,157,330,487
13664,13665,28-07-2012,3,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,173,325,498
13665,13666,28-07-2012,3,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,186,308,494
13666,13667,28-07-2012,3,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291,497
13667,13668,28-07-2012,3,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,208,279,487
13668,13669,28-07-2012,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.19399999999999998,199,280,479
13669,13670,28-07-2012,3,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330,481
13670,13671,28-07-2012,3,1,7,19,0,6,0,1,0.68,0.6364,0.83,0.0,115,223,338
13671,13672,28-07-2012,3,1,7,20,0,6,0,1,0.66,0.6061,0.83,0.2239,79,154,233
13672,13673,28-07-2012,3,1,7,21,0,6,0,1,0.66,0.6061,0.78,0.0896,94,206,300
13673,13674,28-07-2012,3,1,7,22,0,6,0,1,0.66,0.6061,0.78,0.0896,88,188,276
13674,13675,28-07-2012,3,1,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,52,156,208
13675,13676,29-07-2012,3,1,7,0,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129,188
13676,13677,29-07-2012,3,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045,49,109,158
13677,13678,29-07-2012,3,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112
13678,13679,29-07-2012,3,1,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,18,37,55
13679,13680,29-07-2012,3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.19399999999999998,2,11,13
13680,13681,29-07-2012,3,1,7,5,0,0,0,1,0.62,0.5909,0.78,0.19399999999999998,3,14,17
13681,13682,29-07-2012,3,1,7,6,0,0,0,1,0.64,0.6061,0.73,0.1642,6,12,18
13682,13683,29-07-2012,3,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40
13683,13684,29-07-2012,3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127
13684,13685,29-07-2012,3,1,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,64,162,226
13685,13686,29-07-2012,3,1,7,10,0,0,0,1,0.74,0.6818,0.62,0.0,123,258,381
13686,13687,29-07-2012,3,1,7,11,0,0,0,1,0.76,0.6970000000000001,0.55,0.2239,183,326,509
13687,13688,29-07-2012,3,1,7,12,0,0,0,1,0.76,0.6970000000000001,0.55,0.3284,154,357,511
13688,13689,29-07-2012,3,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,181,302,483
13689,13690,29-07-2012,3,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.19399999999999998,231,291,522
13690,13691,29-07-2012,3,1,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,195,306,501
13691,13692,29-07-2012,3,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521
13692,13693,29-07-2012,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531
13693,13694,29-07-2012,3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419
13694,13695,29-07-2012,3,1,7,19,0,0,0,1,0.76,0.6970000000000001,0.55,0.1642,143,300,443
13695,13696,29-07-2012,3,1,7,20,0,0,0,1,0.74,0.6970000000000001,0.66,0.1045,75,228,303
13696,13697,29-07-2012,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271
13697,13698,29-07-2012,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148
13698,13699,29-07-2012,3,1,7,23,0,0,0,1,0.7,0.6515,0.7,0.0,18,82,100
13699,13700,30-07-2012,3,1,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58
13700,13701,30-07-2012,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0.0,4,15,19
13701,13702,30-07-2012,3,1,7,2,0,1,1,1,0.68,0.6364,0.74,0.0,2,6,8
13702,13703,30-07-2012,3,1,7,3,0,1,1,1,0.66,0.6061,0.83,0.0,0,3,3
13703,13704,30-07-2012,3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0.0,0,5,5
13704,13705,30-07-2012,3,1,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47
13705,13706,30-07-2012,3,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161
13706,13707,30-07-2012,3,1,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469
13707,13708,30-07-2012,3,1,7,8,0,1,1,2,0.72,0.6970000000000001,0.74,0.1045,31,720,751
13708,13709,30-07-2012,3,1,7,9,0,1,1,2,0.74,0.6970000000000001,0.7,0.0,34,259,293
13709,13710,30-07-2012,3,1,7,10,0,1,1,2,0.74,0.6970000000000001,0.66,0.2239,54,135,189
13710,13711,30-07-2012,3,1,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146,215
13711,13712,30-07-2012,3,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201,278
13712,13713,30-07-2012,3,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226
13713,13714,30-07-2012,3,1,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167,254
13714,13715,30-07-2012,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185,236
13715,13716,30-07-2012,3,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425
13716,13717,30-07-2012,3,1,7,17,0,1,1,1,0.76,0.6970000000000001,0.55,0.3284,62,765,827
13717,13718,30-07-2012,3,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735,812
13718,13719,30-07-2012,3,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584,665
13719,13720,30-07-2012,3,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384,462
13720,13721,30-07-2012,3,1,7,21,0,1,1,1,0.72,0.6818,0.7,0.19399999999999998,71,251,322
13721,13722,30-07-2012,3,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230
13722,13723,30-07-2012,3,1,7,23,0,1,1,1,0.7,0.6667,0.74,0.19399999999999998,34,116,150
13723,13724,31-07-2012,3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,11,27,38
13724,13725,31-07-2012,3,1,7,1,0,2,1,1,0.66,0.6061,0.83,0.1343,3,18,21
13725,13726,31-07-2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1343,0,8,8
13726,13727,31-07-2012,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.0896,1,5,6
13727,13728,31-07-2012,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6
13728,13729,31-07-2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40,45
13729,13730,31-07-2012,3,1,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,2,192,194
13730,13731,31-07-2012,3,1,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,21,492,513
13731,13732,31-07-2012,3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730,760
13732,13733,31-07-2012,3,1,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045,31,302,333
13733,13734,31-07-2012,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0.0,73,154,227
13734,13735,31-07-2012,3,1,7,11,0,2,1,1,0.76,0.7121,0.58,0.0,54,170,224
13735,13736,31-07-2012,3,1,7,12,0,2,1,1,0.8,0.7273,0.46,0.0,50,198,248
13736,13737,31-07-2012,3,1,7,13,0,2,1,1,0.8,0.7576,0.55,0.2836,69,219,288
13737,13738,31-07-2012,3,1,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836,72,188,260
13738,13739,31-07-2012,3,1,7,15,0,2,1,1,0.76,0.7121,0.62,0.1343,29,115,144
13739,13740,31-07-2012,3,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,66,336,402
13740,13741,31-07-2012,3,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,94,726,820
13741,13742,31-07-2012,3,1,7,18,0,2,1,1,0.76,0.6970000000000001,0.55,0.2836,99,758,857
13742,13743,31-07-2012,3,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,90,524,614
13743,13744,31-07-2012,3,1,7,20,0,2,1,3,0.7,0.6515,0.7,0.19399999999999998,55,397,452
13744,13745,31-07-2012,3,1,7,21,0,2,1,1,0.68,0.6364,0.79,0.19399999999999998,60,292,352
13745,13746,31-07-2012,3,1,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,33,224,257
13746,13747,31-07-2012,3,1,7,23,0,2,1,2,0.66,0.6061,0.83,0.1642,20,127,147
13747,13748,01-08-2012,3,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47
13748,13749,01-08-2012,3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33
13749,13750,01-08-2012,3,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13
13750,13751,01-08-2012,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7
13751,13752,01-08-2012,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4
13752,13753,01-08-2012,3,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46,49
13753,13754,01-08-2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185
13754,13755,01-08-2012,3,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487
13755,13756,01-08-2012,3,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.19399999999999998,32,649,681
13756,13757,01-08-2012,3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350
13757,13758,01-08-2012,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236
13758,13759,01-08-2012,3,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234
13759,13760,01-08-2012,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284
13760,13761,01-08-2012,3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221,280
13761,13762,01-08-2012,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263
13762,13763,01-08-2012,3,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295
13763,13764,01-08-2012,3,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479
13764,13765,01-08-2012,3,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837
13765,13766,01-08-2012,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891
13766,13767,01-08-2012,3,1,8,19,0,3,1,1,0.74,0.6970000000000001,0.66,0.2537,88,564,652
13767,13768,01-08-2012,3,1,8,20,0,3,1,1,0.74,0.6970000000000001,0.66,0.1642,65,448,513
13768,13769,01-08-2012,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320
13769,13770,01-08-2012,3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288
13770,13771,01-08-2012,3,1,8,23,0,3,1,1,0.7,0.6667,0.74,0.0,18,134,152
13771,13772,02-08-2012,3,1,8,0,0,4,1,1,0.7,0.6667,0.74,0.0,8,55,63
13772,13773,02-08-2012,3,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36,42
13773,13774,02-08-2012,3,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8,11
13774,13775,02-08-2012,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0.0,0,6,6
13775,13776,02-08-2012,3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0.0,0,9,9
13776,13777,02-08-2012,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41
13777,13778,02-08-2012,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.0,6,177,183
13778,13779,02-08-2012,3,1,8,7,0,4,1,1,0.7,0.6667,0.79,0.0,21,452,473
13779,13780,02-08-2012,3,1,8,8,0,4,1,1,0.72,0.6970000000000001,0.74,0.1045,21,718,739
13780,13781,02-08-2012,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312,343
13781,13782,02-08-2012,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.0,51,130,181
13782,13783,02-08-2012,3,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167,226
13783,13784,02-08-2012,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230,286
13784,13785,02-08-2012,3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212,310
13785,13786,02-08-2012,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225
13786,13787,02-08-2012,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270
13787,13788,02-08-2012,3,1,8,16,0,4,1,1,0.82,0.7576,0.46,0.19399999999999998,71,335,406
13788,13789,02-08-2012,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865
13789,13790,02-08-2012,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767
13790,13791,02-08-2012,3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509,607
13791,13792,02-08-2012,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,51,376,427
13792,13793,02-08-2012,3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342
13793,13794,02-08-2012,3,1,8,22,0,4,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,35,227,262
13794,13795,02-08-2012,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177
13795,13796,03-08-2012,3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.19399999999999998,15,56,71
13796,13797,03-08-2012,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.19399999999999998,11,32,43
13797,13798,03-08-2012,3,1,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14,14
13798,13799,03-08-2012,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5,6
13799,13800,03-08-2012,3,1,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11,12
13800,13801,03-08-2012,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35,37
13801,13802,03-08-2012,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158,163
13802,13803,03-08-2012,3,1,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396,421
13803,13804,03-08-2012,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636,668
13804,13805,03-08-2012,3,1,8,9,0,5,1,2,0.74,0.6970000000000001,0.66,0.1045,69,327,396
13805,13806,03-08-2012,3,1,8,10,0,5,1,2,0.8,0.7424,0.52,0.19399999999999998,82,167,249
13806,13807,03-08-2012,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186,263
13807,13808,03-08-2012,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338
13808,13809,03-08-2012,3,1,8,13,0,5,1,2,0.86,0.8029999999999999,0.47,0.2836,98,247,345
13809,13810,03-08-2012,3,1,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331
13810,13811,03-08-2012,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380
13811,13812,03-08-2012,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492
