,nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
2975,2976.0,9891.0,1199.0,75.0,240.0,1315.0,815.0,780.0,753.0,609.0,?,?,?,?,?,?,?,?,?,?,?,?,7680.0,1545.0,1.0,10706,1086,87,240,1190,815,780,824,609,?,?,?,?,?,?,?,?,?,?,?,?,7740,2434,1,10669,1330,154,240,1359,815,780,669,609,?,?,?,?,?,?,?,?,?,?,?,?,7740,798,1,13488.0,1565.0,330.0,300.0,1493.0,609.0,2045.0,479.0,326.0,?,?,?,?,?,?,?,?,?,?,?,?,1860.0,1660.0,1.0,3.0
2976,2977.0,10537.0,203.0,18.0,135.0,279.0,815.0,285.0,152.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,193.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5341.0,2690.0,2082.0,180.0,760.0,485.0,885.0,661.0,149.0,?,?,?,?,?,?,?,?,?,?,?,?,6680.0,6342.0,1.0,1.0
2977,2978.0,13951.0,395.0,253.0,150.0,227.0,556.0,690.0,76.0,281.0,665,1269,281,835,823,610,?,?,?,?,?,?,4020.0,1378.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6923.0,520.0,381.0,150.0,255.0,610.0,555.0,494.0,727.0,120,200,727,125,126,101,?,?,?,?,?,?,2880.0,1584.0,2.0,1.0
2978,2979.0,14356.0,1347.0,917.0,90.0,878.0,485.0,1250.0,889.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,293.0,1.0,13817,4529,3262,90,1298,128,1405,1167,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,355,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12989.0,4322.0,3974.0,90.0,377.0,700.0,850.0,510.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,418.0,1.0,2.0
2979,2980.0,1104.0,1452.0,588.0,90.0,889.0,456.0,880.0,513.0,700.0,115,485,700,2440,1602,411,?,?,?,?,?,?,3420.0,17506.0,2.0,1110,2872,2010,90,887,456,880,513,700,115,485,700,2440,1602,411,?,?,?,?,?,?,3420,4451,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8369.0,3105.0,2896.0,240.0,411.0,411.0,855.0,1008.0,128.0,2840,2700,128,755,578,317,?,?,?,?,?,?,3960.0,1489.0,2.0,2.0
2980,2981.0,7988.0,1197.0,252.0,90.0,975.0,281.0,1200.0,818.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,344.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6770.0,1054.0,221.0,90.0,867.0,700.0,585.0,141.0,257.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,36058.0,1.0,1.0
2981,2982.0,4242.0,32.0,13.0,135.0,97.0,815.0,285.0,173.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,2409.0,1.0,8422,1369,1142,210,386,377,280,140,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1115,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12458.0,230.0,10.0,180.0,337.0,485.0,155.0,187.0,610.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,140.0,1.0,2.0
2982,2983.0,3981.0,90.0,31.0,135.0,134.0,815.0,285.0,165.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,174.0,1.0,7379,1735,1540,300,469,609,700,544,485,?,?,?,?,?,?,?,?,?,?,?,?,1140,332,1,8592,1115,95,240,1208,476,915,749,128,90,273,128,385,126,485,?,?,?,?,?,?,3960,1389,2,6760.0,24255.0,23486.0,90.0,797.0,485.0,1240.0,941.0,700.0,550,860,700,935,537,538,?,?,?,?,?,?,3780.0,1061.0,2.0,3.0
2983,2984.0,10670.0,2496.0,1862.0,90.0,661.0,128.0,1225.0,1006.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,58.0,1.0,6225,1888,1357,90,558,485,1240,916,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1009,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2260.0,834.0,475.0,90.0,413.0,700.0,1135.0,676.0,423.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,6226.0,1.0,2.0
2984,2985.0,11523.0,2141.0,24.0,240.0,2386.0,128.0,1070.0,883.0,356.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,8174.0,1.0,11543,935,232,240,976,128,1070,988,356,?,?,?,?,?,?,?,?,?,?,?,?,3960,3432,1,568,790,606,540,675,411,380,194,555,1040,1242,555,405,198,431,485,700,431,2250,943,356,2615,1032,3,7009.0,3120.0,3060.0,310.0,331.0,356.0,830.0,674.0,555.0,1470,1639,555,1230,359,201,?,?,?,?,?,?,1920.0,1062.0,2.0,3.0
2985,2986.0,2502.0,868.0,581.0,90.0,334.0,700.0,1935.0,1415.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1323.0,1.0,9503,1130,1069,360,415,485,720,675,431,?,?,?,?,?,?,?,?,?,?,?,?,1140,339,1,7061,370,429,300,190,371,840,681,431,?,?,?,?,?,?,?,?,?,?,?,?,1140,8265,1,250.0,429.0,147.0,150.0,366.0,431.0,475.0,519.0,815.0,1385,1349,815,740,503,206,?,?,?,?,?,?,5100.0,24106.0,2.0,3.0
2986,2987.0,4229.0,648.0,97.0,240.0,734.0,815.0,255.0,237.0,610.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,2817.0,1.0,9698,170,116,240,226,815,755,180,610,?,?,?,?,?,?,?,?,?,?,?,?,3640,637,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5306.0,1150.0,1017.0,150.0,228.0,610.0,160.0,198.0,128.0,1325,1302,128,650,340,411,?,?,?,?,?,?,4230.0,1793.0,2.0,2.0
2987,2988.0,3164.0,2105.0,1876.0,90.0,262.0,476.0,1510.0,1186.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,43.0,1.0,8411,8115,6878,120,1297,236,420,150,815,460,732,815,945,830,403,?,?,?,?,?,?,5160,816,2,8784,1046,496,90,573,700,705,349,403,?,?,?,?,?,?,?,?,?,?,?,?,3780,1543,1,5542.0,442.0,180.0,90.0,318.0,403.0,700.0,358.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,48.0,1.0,3.0
2988,2989.0,11750.0,37993.0,36988.0,90.0,1068.0,815.0,1210.0,1000.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,11.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6284.0,2305.0,1536.0,90.0,795.0,700.0,845.0,525.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,446.0,1.0,1.0
2989,2990.0,11440.0,2550.0,1978.0,780.0,1281.0,349.0,1540.0,771.0,299.0,?,?,?,?,?,?,?,?,?,?,?,?,1965.0,4080.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5081.0,766.0,421.0,150.0,472.0,299.0,540.0,551.0,128.0,1610,1650,128,805,700,371,?,?,?,?,?,?,4230.0,2762.0,2.0,1.0
2990,2991.0,2622.0,295.0,151.0,180.0,209.0,391.0,660.0,351.0,281.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,461.0,1.0,11539,420,247,185,307,609,525,526,281,?,?,?,?,?,?,?,?,?,?,?,?,2880,22,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9927.0,917.0,85.0,150.0,920.0,281.0,115.0,141.0,815.0,540,529,815,515,248,140,?,?,?,?,?,?,6150.0,571.0,2.0,2.0
2991,2992.0,12222.0,4221.0,2864.0,90.0,1387.0,128.0,1230.0,834.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,177.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6203.0,4562.0,2866.0,90.0,1751.0,700.0,815.0,428.0,123.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,977.0,1.0,1.0
2992,2993.0,13656.0,340.0,296.0,300.0,387.0,555.0,735.0,633.0,371.0,?,?,?,?,?,?,?,?,?,?,?,?,1560.0,74.0,1.0,633,3374,278,300,3359,555,740,685,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,67,1,4720,530,65,240,647,815,845,710,371,?,?,?,?,?,?,?,?,?,?,?,?,5220,1764,1,7922.0,396.0,202.0,300.0,462.0,371.0,835.0,718.0,325.0,?,?,?,?,?,?,?,?,?,?,?,?,6120.0,1827.0,1.0,3.0
2993,2994.0,6266.0,1066.0,709.0,90.0,386.0,485.0,1240.0,968.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,6.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6364.0,2792.0,2217.0,90.0,607.0,700.0,695.0,240.0,561.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,3105.0,1.0,1.0
2994,2995.0,2680.0,1013.0,247.0,240.0,966.0,456.0,1030.0,778.0,128.0,650,894,128,385,178,485,?,?,?,?,?,?,3960.0,1903.0,2.0,2965,48,32,135,88,815,295,227,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,110,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6799.0,560.0,174.0,90.0,413.0,485.0,1240.0,880.0,700.0,395,760,700,800,460,635,?,?,?,?,?,?,3780.0,881.0,2.0,2.0
2995,2996.0,1449.0,2159.0,1831.0,785.0,1269.0,700.0,1200.0,1208.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,1418.0,1.0,5915,7208,6266,90,967,456,905,591,700,770,1089,700,1300,853,349,?,?,?,?,?,?,3780,372,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8183.0,1087.0,431.0,150.0,746.0,349.0,50.0,80.0,815.0,135,105,815,235,168,787,?,?,?,?,?,?,5280.0,72.0,2.0,2.0
2996,2997.0,5954.0,2615.0,128.0,530.0,3063.0,700.0,1215.0,1157.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,2510.0,1.0,11247,1534,23,420,1893,341,1015,968,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2359,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5168.0,1428.0,478.0,180.0,1070.0,349.0,830.0,834.0,149.0,280,276,149,315,341,152,?,?,?,?,?,?,6900.0,5614.0,2.0,2.0
2997,2998.0,13162.0,2455.0,1973.0,90.0,512.0,671.0,815.0,616.0,700.0,3230,3545,700,745,324,187,?,?,?,?,?,?,3780.0,740.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1285.0,1677.0,1554.0,180.0,313.0,187.0,905.0,1683.0,149.0,1295,475,149,1050,1006,809,?,?,?,?,?,?,7020.0,43.0,2.0,1.0
2998,2999.0,7993.0,860.0,443.0,180.0,549.0,695.0,565.0,625.0,555.0,3005,2994,555,870,588,341,?,?,?,?,?,?,1620.0,294.0,2.0,11612,5374,5299,420,465,349,1259,1129,341,?,?,?,?,?,?,?,?,?,?,?,?,351,746,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,161.0,5027.0,3049.0,420.0,2838.0,341.0,985.0,1021.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,4631.0,1.0,2.0
2999,3000.0,7882.0,33458.0,33049.0,90.0,556.0,233.0,1385.0,1181.0,700.0,4935,5023,700,1275,997,113,?,?,?,?,?,?,3780.0,441.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2023.0,1313.0,1157.0,90.0,203.0,113.0,1130.0,736.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,182.0,1.0,1.0
3000,3001.0,13257.0,415.0,135.0,185.0,397.0,609.0,525.0,520.0,281.0,?,?,?,?,?,?,?,?,?,?,?,?,2880.0,58.0,1.0,9748,180,86,180,209,485,545,910,281,?,?,?,?,?,?,?,?,?,?,?,?,2790,1,1,2122,3358,2837,90,560,700,1270,796,281,?,?,?,?,?,?,?,?,?,?,?,?,3780,3516,1,7412.0,369.0,161.0,240.0,388.0,281.0,1015.0,997.0,349.0,1585,1758,349,1230,979,597,?,?,?,?,?,?,635.0,1312.0,2.0,3.0
3001,3002.0,4104.0,192.0,79.0,240.0,296.0,815.0,285.0,223.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,5160.0,1466.0,1.0,4326,86,50,135,155,815,295,143,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,193,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6313.0,1561.0,910.0,90.0,691.0,485.0,1250.0,937.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3840.0,1621.0,1.0,2.0
3002,3003.0,2438.0,926.0,235.0,90.0,733.0,700.0,815.0,408.0,206.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,14460.0,1.0,6843,1513,1440,90,139,413,870,547,700,540,838,700,805,549,206,?,?,?,?,?,?,3780,13500,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5454.0,4765.0,2192.0,90.0,2598.0,206.0,805.0,512.0,700.0,2145,2447,700,960,510,593,?,?,?,?,?,?,3780.0,46.0,2.0,2.0
3003,3004.0,12191.0,4379.0,3123.0,90.0,1299.0,128.0,1430.0,1139.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,162.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14349.0,1370.0,975.0,90.0,428.0,700.0,845.0,602.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1235.0,1.0,1.0
3004,3005.0,9909.0,821.0,54.0,135.0,844.0,815.0,300.0,186.0,527.0,?,?,?,?,?,?,?,?,?,?,?,?,5100.0,89.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5325.0,3157.0,473.0,180.0,3041.0,527.0,895.0,638.0,149.0,685,705,149,635,566,468,?,?,?,?,?,?,6960.0,1332.0,2.0,1.0
3005,3006.0,12503.0,1166.0,739.0,180.0,609.0,671.0,930.0,905.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,3264.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10528.0,2601.0,2210.0,420.0,806.0,349.0,676.0,537.0,136.0,?,?,?,?,?,?,?,?,?,?,?,?,759.0,5086.0,1.0,1.0
3006,3007.0,1966.0,735.0,563.0,240.0,351.0,174.0,910.0,724.0,281.0,?,?,?,?,?,?,?,?,?,?,?,?,4020.0,398.0,1.0,11545,671,7,150,775,128,120,158,281,?,?,?,?,?,?,?,?,?,?,?,?,4230,57,1,2645,355,47,180,519,391,660,253,281,?,?,?,?,?,?,?,?,?,?,?,?,3960,345,1,7414.0,752.0,95.0,240.0,837.0,281.0,218.0,156.0,783.0,?,?,?,?,?,?,?,?,?,?,?,?,402.0,298.0,1.0,3.0
3007,3008.0,7729.0,832.0,320.0,1080.0,1502.0,571.0,510.0,518.0,349.0,2390,2977,349,1235,828,413,?,?,?,?,?,?,620.0,674.0,2.0,570,297,46,165,351,128,1275,1054,413,?,?,?,?,?,?,?,?,?,?,?,?,4020,996,1,7318,1313,53,165,1380,281,825,535,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,234,1,12465.0,2339.0,1288.0,90.0,1118.0,413.0,855.0,488.0,700.0,695,1058,700,690,177,395,?,?,?,?,?,?,3780.0,2941.0,2.0,3.0
3008,3009.0,10185.0,1565.0,1551.0,240.0,305.0,798.0,745.0,577.0,815.0,455,517,815,245,269,349,?,?,?,?,?,?,5250.0,1611.0,2.0,12,3741,2769,300,1232,789,1050,1080,128,720,605,128,780,579,349,?,?,?,?,?,?,3960,2172,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11972.0,6088.0,5245.0,270.0,1106.0,349.0,980.0,950.0,468.0,?,?,?,?,?,?,?,?,?,?,?,?,355.0,1047.0,1.0,2.0
3009,3010.0,4956.0,144.0,70.0,180.0,220.0,485.0,155.0,219.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,385.0,97.0,1.0,6046,6461,5980,360,765,700,1000,1294,349,?,?,?,?,?,?,?,?,?,?,?,?,550,4124,1,5599,4261,1441,600,3300,778,845,921,349,?,?,?,?,?,?,?,?,?,?,?,?,385,3577,1,8640.0,7192.0,5806.0,420.0,1742.0,349.0,1235.0,1061.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,620.0,897.0,1.0,3.0
3010,3011.0,10982.0,3305.0,3365.0,385.0,288.0,356.0,860.0,782.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,1140.0,4730.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2354.0,1435.0,1646.0,300.0,29.0,431.0,1020.0,897.0,798.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1244.0,1.0,1.0
3011,3012.0,10216.0,1105.0,403.0,90.0,743.0,413.0,855.0,484.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,454.0,1.0,141,18956,18255,90,1201,349,1340,1101,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,193,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2132.0,2387.0,1824.0,90.0,620.0,700.0,1285.0,1057.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,494.0,1.0,2.0
3012,3013.0,10287.0,215.0,190.0,180.0,181.0,485.0,540.0,164.0,610.0,?,?,?,?,?,?,?,?,?,?,?,?,2850.0,534.0,1.0,5309,57,123,240,124,128,765,655,610,?,?,?,?,?,?,?,?,?,?,?,?,3600,123,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5402.0,868.0,235.0,150.0,734.0,610.0,425.0,230.0,128.0,55,283,128,809,657,332,?,?,?,?,?,?,3840.0,1949.0,2.0,2.0
3013,3014.0,3379.0,1559.0,1406.0,230.0,323.0,524.0,190.0,377.0,349.0,245,73,349,1245,1114,403,?,?,?,?,?,?,365.0,1701.0,2.0,13324,488,368,120,265,236,970,901,403,?,?,?,?,?,?,?,?,?,?,?,?,5160,907,1,2224,1440,204,90,1486,700,715,337,403,?,?,?,?,?,?,?,?,?,?,?,?,3780,762,1,7907.0,1515.0,381.0,90.0,1175.0,403.0,710.0,300.0,700.0,740,1157,700,815,428,123,?,?,?,?,?,?,3780.0,984.0,2.0,3.0
3014,3015.0,4845.0,1739.0,1085.0,240.0,947.0,809.0,730.0,659.0,371.0,?,?,?,?,?,?,?,?,?,?,?,?,4140.0,1622.0,1.0,482,6115,5728,300,649,555,760,584,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,164,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7093.0,115.0,75.0,300.0,332.0,371.0,750.0,634.0,555.0,215,298,555,1345,177,691,?,?,?,?,?,?,3050.0,52.0,2.0,2.0
3015,3016.0,3668.0,1230.0,491.0,90.0,800.0,700.0,605.0,197.0,698.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,11350.0,1.0,8863,1346,907,90,476,700,605,190,698,?,?,?,?,?,?,?,?,?,?,?,?,3780,11772,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8576.0,1764.0,251.0,300.0,1762.0,698.0,895.0,1008.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,1329.0,1.0,2.0
3016,3017.0,10779.0,598.0,226.0,90.0,405.0,700.0,845.0,556.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,385.0,1.0,182,4362,2232,330,2400,349,804,621,628,?,?,?,?,?,?,?,?,?,?,?,?,366,1129,1,13158,2508,1692,90,849,700,850,521,628,?,?,?,?,?,?,?,?,?,?,?,?,3840,1795,1,9975.0,1440.0,510.0,150.0,1061.0,628.0,640.0,652.0,128.0,1110,1085,128,105,156,169,?,?,?,?,?,?,4230.0,1859.0,2.0,3.0
3017,3018.0,7944.0,4580.0,4655.0,300.0,189.0,371.0,855.0,705.0,308.0,185,318,308,300,100,761,?,?,?,?,?,?,2100.0,4578.0,2.0,7049,1555,1490,300,368,371,855,757,308,660,713,308,720,74,761,?,?,?,?,?,?,1620,1088,2,7965,1690,1705,300,298,371,855,682,308,185,363,308,300,55,761,?,?,?,?,?,?,4020,4497,2,697.0,4935.0,3420.0,690.0,2148.0,761.0,405.0,296.0,555.0,1110,1250,555,1455,395,201,?,?,?,?,?,?,2700.0,966.0,2.0,3.0
3018,3019.0,12050.0,1730.0,219.0,250.0,2406.0,597.0,910.0,766.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,602.0,1.0,12017,1648,210,250,1625,597,915,936,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2276,1,2337,145,147,300,238,216,690,827,798,390,283,798,750,704,349,?,?,?,?,?,?,3960,707,2,153.0,10913.0,10201.0,90.0,741.0,349.0,1215.0,833.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,257.0,1.0,3.0
3019,3020.0,10476.0,355.0,23.0,135.0,420.0,815.0,295.0,209.0,527.0,?,?,?,?,?,?,?,?,?,?,?,?,5100.0,127.0,1.0,9830,180,168,240,195,815,295,179,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,1007,1,10467,115,91,135,112,815,295,209,527,?,?,?,?,?,?,?,?,?,?,?,?,5100,126,1,5792.0,2387.0,665.0,180.0,1840.0,527.0,895.0,723.0,149.0,1390,1594,149,710,815,257,?,?,?,?,?,?,6960.0,9866.0,2.0,3.0
3020,3021.0,14104.0,107.0,132.0,240.0,176.0,456.0,910.0,900.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,3908.0,1.0,11568,1979,454,420,1901,341,985,977,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2096,1,12562,1553,1336,240,390,456,1085,1170,349,?,?,?,?,?,?,?,?,?,?,?,?,550,1091,1,9714.0,6668.0,3160.0,210.0,3652.0,349.0,552.0,340.0,748.0,?,?,?,?,?,?,?,?,?,?,?,?,1218.0,7179.0,1.0,3.0
3021,3022.0,6674.0,184.0,11.0,150.0,266.0,128.0,135.0,171.0,610.0,?,?,?,?,?,?,?,?,?,?,?,?,4230.0,46.0,1.0,10806,750,128,240,820,815,255,385,610,?,?,?,?,?,?,?,?,?,?,?,?,5160,1122,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2912.0,1156.0,528.0,150.0,725.0,610.0,155.0,235.0,128.0,435,354,128,110,1314,583,?,?,?,?,?,?,4230.0,4123.0,2.0,2.0
3022,3023.0,5433.0,1915.0,1265.0,90.0,715.0,431.0,1745.0,1422.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,116.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9322.0,1376.0,783.0,90.0,629.0,700.0,695.0,239.0,561.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,2992.0,1.0,1.0
3023,3024.0,11752.0,37993.0,36957.0,90.0,1078.0,815.0,1210.0,925.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,3.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2274.0,4148.0,3529.0,90.0,654.0,700.0,605.0,220.0,698.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,4611.0,1.0,1.0
