,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
37988,37989,2014,5,2,20,21.0,2,15.0,1018.0,cv,0.89,0,0
37989,37990,2014,5,2,21,27.0,1,17.0,1018.0,NW,1.79,0,0
37990,37991,2014,5,2,22,27.0,1,17.0,1018.0,SE,4.02,0,0
37991,37992,2014,5,2,23,42.0,3,13.0,1018.0,cv,0.89,0,0
37992,37993,2014,5,3,0,42.0,5,11.0,1018.0,cv,1.78,0,0
37993,37994,2014,5,3,1,55.0,6,10.0,1017.0,SE,0.89,0,0
37994,37995,2014,5,3,2,48.0,4,9.0,1016.0,NE,1.79,0,0
37995,37996,2014,5,3,3,40.0,4,9.0,1016.0,NE,2.68,0,0
37996,37997,2014,5,3,4,42.0,5,9.0,1015.0,cv,0.89,0,0
37997,37998,2014,5,3,5,39.0,4,7.0,1015.0,NE,0.89,0,0
37998,37999,2014,5,3,6,64.0,5,8.0,1014.0,cv,0.89,0,0
37999,38000,2014,5,3,7,88.0,6,12.0,1014.0,cv,1.78,0,0
38000,38001,2014,5,3,8,104.0,6,14.0,1014.0,cv,2.67,0,0
38001,38002,2014,5,3,9,122.0,4,17.0,1012.0,cv,4.46,0,0
38002,38003,2014,5,3,10,167.0,3,20.0,1011.0,SE,3.13,0,0
38003,38004,2014,5,3,11,116.0,4,22.0,1010.0,SE,8.05,0,0
38004,38005,2014,5,3,12,121.0,1,24.0,1007.0,SE,16.1,0,0
38005,38006,2014,5,3,13,113.0,-1,23.0,1006.0,SE,25.04,0,0
38006,38007,2014,5,3,14,90.0,2,23.0,1008.0,NW,8.05,0,0
38007,38008,2014,5,3,15,59.0,0,23.0,1008.0,NW,16.1,0,0
38008,38009,2014,5,3,16,66.0,-5,23.0,1008.0,NW,28.17,0,0
38009,38010,2014,5,3,17,95.0,-8,23.0,1008.0,NW,38.0,0,0
38010,38011,2014,5,3,18,104.0,-10,20.0,1010.0,NW,53.2,0,0
38011,38012,2014,5,3,19,117.0,-10,19.0,1012.0,NW,65.27,0,0
38012,38013,2014,5,3,20,96.0,-7,17.0,1014.0,NW,76.45,0,0
38013,38014,2014,5,3,21,50.0,-7,16.0,1016.0,NW,88.52,0,0
38014,38015,2014,5,3,22,50.0,-8,14.0,1016.0,NW,99.7,0,0
38015,38016,2014,5,3,23,48.0,-5,13.0,1017.0,NW,109.53,0,0
38016,38017,2014,5,4,0,52.0,-5,12.0,1017.0,NW,123.39,0,0
38017,38018,2014,5,4,1,39.0,-6,11.0,1018.0,NW,133.22,0,0
38018,38019,2014,5,4,2,35.0,-6,11.0,1018.0,NW,142.16,0,0
38019,38020,2014,5,4,3,50.0,-7,10.0,1018.0,NW,149.31,0,0
38020,38021,2014,5,4,4,38.0,-7,10.0,1017.0,NW,155.12,0,0
38021,38022,2014,5,4,5,41.0,-6,10.0,1017.0,NW,163.17,0,0
38022,38023,2014,5,4,6,46.0,-6,10.0,1018.0,NW,168.98,0,0
38023,38024,2014,5,4,7,51.0,-7,11.0,1018.0,NW,174.79,0,0
38024,38025,2014,5,4,8,51.0,-9,13.0,1017.0,NW,183.73,0,0
38025,38026,2014,5,4,9,59.0,-12,15.0,1017.0,NW,193.56,0,0
38026,38027,2014,5,4,10,57.0,-14,17.0,1017.0,NW,205.63,0,0
38027,38028,2014,5,4,11,56.0,-13,18.0,1017.0,NW,217.7,0,0
38028,38029,2014,5,4,12,46.0,-14,19.0,1016.0,NW,230.66,0,0
38029,38030,2014,5,4,13,50.0,-12,18.0,1016.0,NW,242.73,0,0
38030,38031,2014,5,4,14,52.0,-12,17.0,1016.0,NW,255.69,0,0
38031,38032,2014,5,4,15,49.0,-12,18.0,1017.0,NW,268.65,0,0
38032,38033,2014,5,4,16,43.0,-13,18.0,1017.0,NW,281.61,0,0
38033,38034,2014,5,4,17,43.0,-11,19.0,1017.0,NW,289.66,0,0
38034,38035,2014,5,4,18,32.0,-12,16.0,1017.0,NW,299.49,0,0
38035,38036,2014,5,4,19,26.0,-12,16.0,1017.0,NW,305.3,0,0
38036,38037,2014,5,4,20,31.0,-10,14.0,1018.0,NW,310.22,0,0
38037,38038,2014,5,4,21,32.0,-8,11.0,1019.0,NE,1.79,0,0
38038,38039,2014,5,4,22,46.0,-8,14.0,1019.0,cv,1.79,0,0
38039,38040,2014,5,4,23,98.0,-9,14.0,1019.0,SE,3.13,0,0
38040,38041,2014,5,5,0,67.0,-2,8.0,1018.0,cv,0.89,0,0
38041,38042,2014,5,5,1,82.0,-5,8.0,1018.0,cv,1.34,0,0
38042,38043,2014,5,5,2,65.0,-2,7.0,1018.0,cv,1.79,0,0
38043,38044,2014,5,5,3,85.0,-3,6.0,1018.0,NW,1.79,0,0
38044,38045,2014,5,5,4,63.0,-5,7.0,1018.0,cv,0.45,0,0
38045,38046,2014,5,5,5,48.0,-4,6.0,1019.0,NE,3.13,0,0
38046,38047,2014,5,5,6,36.0,-2,8.0,1020.0,NW,3.13,0,0
38047,38048,2014,5,5,7,44.0,-4,11.0,1020.0,NW,6.26,0,0
38048,38049,2014,5,5,8,49.0,-7,14.0,1020.0,NW,11.18,0,0
38049,38050,2014,5,5,9,35.0,-9,16.0,1020.0,NW,15.2,0,0
38050,38051,2014,5,5,10,39.0,-10,16.0,1020.0,NE,3.13,0,0
38051,38052,2014,5,5,11,52.0,-11,16.0,1020.0,cv,1.79,0,0
38052,38053,2014,5,5,12,31.0,-10,18.0,1018.0,cv,3.58,0,0
38053,38054,2014,5,5,13,39.0,-9,19.0,1017.0,cv,5.37,0,0
38054,38055,2014,5,5,14,36.0,-9,21.0,1016.0,NW,4.92,0,0
38055,38056,2014,5,5,15,33.0,-9,21.0,1015.0,NW,8.94,0,0
38056,38057,2014,5,5,16,33.0,-8,19.0,1014.0,SE,5.81,0,0
38057,38058,2014,5,5,17,38.0,-8,20.0,1014.0,SE,10.73,0,0
38058,38059,2014,5,5,18,32.0,-7,19.0,1014.0,SE,16.54,0,0
38059,38060,2014,5,5,19,39.0,-6,18.0,1014.0,SE,20.56,0,0
38060,38061,2014,5,5,20,38.0,-4,15.0,1015.0,SE,22.35,0,0
38061,38062,2014,5,5,21,34.0,-4,14.0,1015.0,SE,25.48,0,0
38062,38063,2014,5,5,22,50.0,-3,14.0,1015.0,SE,28.61,0,0
38063,38064,2014,5,5,23,59.0,0,12.0,1015.0,cv,0.89,0,0
38064,38065,2014,5,6,0,59.0,-1,11.0,1015.0,SE,1.79,0,0
38065,38066,2014,5,6,1,56.0,0,11.0,1014.0,SE,4.92,0,0
38066,38067,2014,5,6,2,63.0,1,10.0,1014.0,SE,6.71,0,0
38067,38068,2014,5,6,3,72.0,0,10.0,1013.0,SE,8.5,0,0
38068,38069,2014,5,6,4,71.0,1,11.0,1013.0,cv,0.89,0,0
38069,38070,2014,5,6,5,75.0,1,10.0,1012.0,cv,1.78,0,0
38070,38071,2014,5,6,6,71.0,0,9.0,1012.0,cv,2.67,0,0
38071,38072,2014,5,6,7,61.0,0,13.0,1012.0,NW,1.79,0,0
38072,38073,2014,5,6,8,93.0,2,15.0,1011.0,NW,4.92,0,0
38073,38074,2014,5,6,9,97.0,3,16.0,1011.0,SE,1.79,0,0
38074,38075,2014,5,6,10,110.0,4,17.0,1010.0,SE,4.92,0,0
38075,38076,2014,5,6,11,95.0,3,19.0,1009.0,cv,0.89,0,0
38076,38077,2014,5,6,12,103.0,4,19.0,1008.0,SE,1.79,0,0
38077,38078,2014,5,6,13,123.0,5,21.0,1007.0,cv,1.79,0,0
38078,38079,2014,5,6,14,138.0,4,21.0,1006.0,SE,3.13,0,0
38079,38080,2014,5,6,15,111.0,5,21.0,1005.0,SE,7.15,0,0
38080,38081,2014,5,6,16,110.0,6,20.0,1005.0,SE,10.28,0,0
38081,38082,2014,5,6,17,108.0,6,20.0,1004.0,SE,12.07,0,0
38082,38083,2014,5,6,18,106.0,6,19.0,1003.0,cv,0.89,0,0
38083,38084,2014,5,6,19,108.0,7,18.0,1004.0,cv,1.78,0,0
38084,38085,2014,5,6,20,120.0,8,17.0,1004.0,NE,1.79,0,0
38085,38086,2014,5,6,21,154.0,8,17.0,1004.0,SE,1.79,0,0
38086,38087,2014,5,6,22,134.0,7,17.0,1004.0,cv,0.89,0,0
38087,38088,2014,5,6,23,133.0,8,16.0,1003.0,SE,3.13,0,1
38088,38089,2014,5,7,0,124.0,8,15.0,1004.0,cv,0.89,0,0
38089,38090,2014,5,7,1,126.0,8,13.0,1003.0,cv,1.78,0,0
38090,38091,2014,5,7,2,127.0,8,12.0,1003.0,cv,2.23,0,0
38091,38092,2014,5,7,3,132.0,9,12.0,1002.0,NE,0.89,0,0
38092,38093,2014,5,7,4,132.0,8,11.0,1003.0,NE,1.78,0,0
38093,38094,2014,5,7,5,135.0,8,11.0,1003.0,NW,1.79,0,0
38094,38095,2014,5,7,6,159.0,8,12.0,1004.0,cv,0.89,0,0
38095,38096,2014,5,7,7,151.0,8,14.0,1005.0,NW,1.79,0,0
38096,38097,2014,5,7,8,148.0,8,18.0,1006.0,NW,4.92,0,0
38097,38098,2014,5,7,9,140.0,4,21.0,1006.0,NW,9.84,0,0
38098,38099,2014,5,7,10,105.0,3,22.0,1006.0,NW,13.86,0,0
38099,38100,2014,5,7,11,85.0,-1,23.0,1007.0,NW,21.01,0,0
38100,38101,2014,5,7,12,84.0,-3,24.0,1007.0,NW,25.03,0,0
38101,38102,2014,5,7,13,114.0,-4,26.0,1006.0,NW,32.18,0,0
38102,38103,2014,5,7,14,112.0,-6,27.0,1006.0,NW,43.36,0,0
38103,38104,2014,5,7,15,111.0,-6,27.0,1005.0,NW,52.3,0,0
38104,38105,2014,5,7,16,36.0,-7,26.0,1005.0,NW,61.24,0,0
38105,38106,2014,5,7,17,12.0,-6,26.0,1006.0,NW,68.39,0,0
38106,38107,2014,5,7,18,12.0,-6,24.0,1007.0,NW,72.41,0,0
38107,38108,2014,5,7,19,15.0,-4,21.0,1008.0,NE,3.13,0,0
38108,38109,2014,5,7,20,23.0,-2,20.0,1009.0,NE,7.15,0,0
38109,38110,2014,5,7,21,24.0,-3,18.0,1011.0,SE,1.79,0,0
38110,38111,2014,5,7,22,16.0,-2,17.0,1012.0,SE,3.58,0,0
38111,38112,2014,5,7,23,63.0,8,14.0,1013.0,SE,4.47,0,0
38112,38113,2014,5,8,0,84.0,9,12.0,1014.0,cv,0.89,0,0
38113,38114,2014,5,8,1,93.0,9,14.0,1014.0,SE,3.13,0,0
38114,38115,2014,5,8,2,109.0,10,13.0,1015.0,SE,4.92,0,0
38115,38116,2014,5,8,3,128.0,9,12.0,1015.0,SE,5.81,0,0
38116,38117,2014,5,8,4,125.0,9,10.0,1015.0,SE,6.7,0,0
38117,38118,2014,5,8,5,125.0,9,10.0,1015.0,NE,0.89,0,0
38118,38119,2014,5,8,6,126.0,9,11.0,1016.0,NE,1.78,0,0
38119,38120,2014,5,8,7,136.0,11,13.0,1016.0,cv,0.89,0,0
38120,38121,2014,5,8,8,147.0,11,16.0,1016.0,cv,1.78,0,0
38121,38122,2014,5,8,9,95.0,10,18.0,1016.0,NE,1.79,0,0
38122,38123,2014,5,8,10,72.0,10,20.0,1016.0,cv,0.89,0,0
38123,38124,2014,5,8,11,64.0,9,20.0,1016.0,cv,2.68,0,0
38124,38125,2014,5,8,12,61.0,7,22.0,1014.0,SE,4.02,0,0
38125,38126,2014,5,8,13,58.0,5,22.0,1013.0,SE,8.04,0,0
38126,38127,2014,5,8,14,65.0,5,23.0,1013.0,SE,12.06,0,0
38127,38128,2014,5,8,15,62.0,5,23.0,1012.0,SE,17.87,0,0
38128,38129,2014,5,8,16,79.0,5,23.0,1012.0,SE,23.68,0,0
38129,38130,2014,5,8,17,74.0,5,22.0,1011.0,SE,27.7,0,0
38130,38131,2014,5,8,18,67.0,5,21.0,1011.0,SE,32.62,0,0
38131,38132,2014,5,8,19,80.0,5,20.0,1012.0,SE,37.54,0,0
38132,38133,2014,5,8,20,68.0,4,19.0,1012.0,SE,41.56,0,0
38133,38134,2014,5,8,21,63.0,5,18.0,1013.0,SE,45.58,0,0
38134,38135,2014,5,8,22,55.0,5,18.0,1014.0,SE,48.71,0,0
38135,38136,2014,5,8,23,70.0,6,18.0,1015.0,SE,51.84,0,0
38136,38137,2014,5,9,0,84.0,6,17.0,1014.0,SE,54.97,0,0
38137,38138,2014,5,9,1,65.0,6,17.0,1014.0,SE,56.76,0,0
38138,38139,2014,5,9,2,65.0,6,17.0,1015.0,cv,0.89,0,0
38139,38140,2014,5,9,3,70.0,7,16.0,1015.0,NE,0.89,0,0
38140,38141,2014,5,9,4,70.0,6,16.0,1015.0,cv,0.89,0,0
38141,38142,2014,5,9,5,75.0,5,16.0,1014.0,cv,1.78,0,0
38142,38143,2014,5,9,6,90.0,6,16.0,1014.0,cv,2.67,0,0
38143,38144,2014,5,9,7,91.0,5,17.0,1015.0,cv,3.56,0,0
38144,38145,2014,5,9,8,87.0,4,17.0,1015.0,SE,4.92,0,0
38145,38146,2014,5,9,9,80.0,6,17.0,1015.0,SE,8.94,0,0
38146,38147,2014,5,9,10,83.0,7,17.0,1016.0,SE,12.96,0,0
38147,38148,2014,5,9,11,79.0,7,17.0,1016.0,SE,17.88,0,0
38148,38149,2014,5,9,12,69.0,7,17.0,1016.0,SE,22.8,0,0
38149,38150,2014,5,9,13,70.0,7,18.0,1015.0,SE,27.72,0,0
38150,38151,2014,5,9,14,72.0,7,19.0,1015.0,SE,31.74,0,0
38151,38152,2014,5,9,15,74.0,7,19.0,1014.0,SE,33.53,0,0
38152,38153,2014,5,9,16,71.0,4,21.0,1013.0,SE,36.66,0,0
38153,38154,2014,5,9,17,48.0,3,21.0,1013.0,SE,41.58,0,0
38154,38155,2014,5,9,18,43.0,4,20.0,1013.0,SE,46.5,0,0
38155,38156,2014,5,9,19,45.0,4,19.0,1014.0,SE,51.42,0,0
38156,38157,2014,5,9,20,47.0,4,18.0,1015.0,SE,57.23,0,0
38157,38158,2014,5,9,21,56.0,5,18.0,1015.0,SE,62.15,0,0
38158,38159,2014,5,9,22,59.0,5,17.0,1015.0,SE,66.17,0,0
38159,38160,2014,5,9,23,59.0,5,17.0,1016.0,SE,67.96,0,0
38160,38161,2014,5,10,0,55.0,5,17.0,1016.0,SE,71.09,0,0
38161,38162,2014,5,10,1,50.0,5,16.0,1016.0,cv,0.89,0,0
38162,38163,2014,5,10,2,46.0,5,16.0,1016.0,SE,1.79,0,0
38163,38164,2014,5,10,3,40.0,5,16.0,1015.0,SE,4.92,0,0
38164,38165,2014,5,10,4,46.0,5,15.0,1016.0,SE,8.05,0,0
38165,38166,2014,5,10,5,47.0,5,14.0,1016.0,cv,0.89,0,0
38166,38167,2014,5,10,6,50.0,6,14.0,1016.0,cv,1.78,0,0
38167,38168,2014,5,10,7,46.0,7,15.0,1017.0,cv,2.67,0,0
38168,38169,2014,5,10,8,47.0,6,16.0,1017.0,SE,1.79,0,0
38169,38170,2014,5,10,9,55.0,7,17.0,1017.0,SE,6.71,0,0
38170,38171,2014,5,10,10,51.0,7,17.0,1017.0,SE,9.84,0,0
38171,38172,2014,5,10,11,63.0,7,17.0,1017.0,SE,12.97,0,0
38172,38173,2014,5,10,12,62.0,7,18.0,1017.0,NE,4.02,0,0
38173,38174,2014,5,10,13,64.0,8,19.0,1016.0,SE,1.79,0,0
38174,38175,2014,5,10,14,63.0,7,19.0,1016.0,SE,3.58,0,0
38175,38176,2014,5,10,15,63.0,7,20.0,1015.0,NE,1.79,0,0
38176,38177,2014,5,10,16,59.0,7,20.0,1015.0,NE,3.58,0,0
38177,38178,2014,5,10,17,70.0,6,20.0,1015.0,NE,5.37,0,0
38178,38179,2014,5,10,18,71.0,8,19.0,1014.0,SE,1.79,0,0
38179,38180,2014,5,10,19,69.0,5,19.0,1014.0,SE,4.92,0,0
38180,38181,2014,5,10,20,65.0,3,19.0,1015.0,SE,6.71,0,0
38181,38182,2014,5,10,21,54.0,1,19.0,1016.0,SE,10.73,0,0
38182,38183,2014,5,10,22,40.0,3,17.0,1016.0,SE,14.75,0,1
38183,38184,2014,5,10,23,42.0,6,14.0,1017.0,SE,16.54,0,2
38184,38185,2014,5,11,0,42.0,9,12.0,1016.0,NE,1.79,0,3
38185,38186,2014,5,11,1,48.0,9,11.0,1015.0,NE,4.92,0,4
38186,38187,2014,5,11,2,51.0,9,10.0,1014.0,NW,4.92,0,5
38187,38188,2014,5,11,3,57.0,9,10.0,1012.0,NW,8.94,0,6
38188,38189,2014,5,11,4,49.0,9,10.0,1011.0,NE,5.81,0,7
38189,38190,2014,5,11,5,46.0,9,11.0,1011.0,NE,10.73,0,8
38190,38191,2014,5,11,6,40.0,10,11.0,1010.0,NE,15.65,0,9
38191,38192,2014,5,11,7,39.0,10,11.0,1009.0,NE,19.67,0,10
38192,38193,2014,5,11,8,33.0,10,11.0,1009.0,NE,23.69,0,11
38193,38194,2014,5,11,9,26.0,10,11.0,1009.0,NE,27.71,0,12
38194,38195,2014,5,11,10,34.0,10,11.0,1008.0,NE,32.63,0,13
38195,38196,2014,5,11,11,22.0,10,12.0,1007.0,NW,4.92,0,14
38196,38197,2014,5,11,12,22.0,10,12.0,1006.0,NW,9.84,0,15
38197,38198,2014,5,11,13,21.0,10,12.0,1005.0,NW,14.76,0,16
38198,38199,2014,5,11,14,16.0,10,13.0,1004.0,NW,19.68,0,17
38199,38200,2014,5,11,15,17.0,10,13.0,1003.0,NW,23.7,0,18
38200,38201,2014,5,11,16,8.0,10,14.0,1002.0,NW,26.83,0,19
38201,38202,2014,5,11,17,17.0,9,14.0,1002.0,NW,30.85,0,0
38202,38203,2014,5,11,18,15.0,9,14.0,1001.0,NW,33.98,0,1
38203,38204,2014,5,11,19,20.0,9,14.0,1001.0,SE,1.79,0,2
38204,38205,2014,5,11,20,22.0,10,13.0,1001.0,SE,4.92,0,3
38205,38206,2014,5,11,21,30.0,10,13.0,1002.0,SE,8.05,0,0
38206,38207,2014,5,11,22,28.0,10,13.0,1002.0,SE,11.18,0,0
38207,38208,2014,5,11,23,35.0,10,13.0,1001.0,SE,12.97,0,0
38208,38209,2014,5,12,0,40.0,10,12.0,1001.0,cv,0.89,0,0
38209,38210,2014,5,12,1,46.0,10,11.0,1000.0,SE,0.89,0,0
38210,38211,2014,5,12,2,45.0,10,11.0,1000.0,SE,2.68,0,0
38211,38212,2014,5,12,3,47.0,10,11.0,1000.0,cv,0.89,0,0
38212,38213,2014,5,12,4,47.0,9,10.0,1000.0,cv,1.34,0,0
38213,38214,2014,5,12,5,57.0,8,9.0,1000.0,NW,0.89,0,0
38214,38215,2014,5,12,6,65.0,10,11.0,1001.0,NW,2.68,0,0
38215,38216,2014,5,12,7,72.0,12,13.0,1002.0,NW,4.47,0,0
38216,38217,2014,5,12,8,75.0,12,16.0,1002.0,cv,0.89,0,0
38217,38218,2014,5,12,9,82.0,11,19.0,1002.0,cv,1.78,0,0
38218,38219,2014,5,12,10,53.0,10,23.0,1002.0,NW,1.79,0,0
38219,38220,2014,5,12,11,21.0,5,26.0,1002.0,NW,6.71,0,0
38220,38221,2014,5,12,12,23.0,3,28.0,1001.0,NW,12.52,0,0
38221,38222,2014,5,12,13,23.0,6,29.0,1000.0,SE,8.05,0,0
38222,38223,2014,5,12,14,23.0,5,29.0,1000.0,SE,15.2,0,0
38223,38224,2014,5,12,15,23.0,6,30.0,999.0,SE,23.25,0,0
38224,38225,2014,5,12,16,30.0,7,29.0,999.0,SE,31.3,0,0
38225,38226,2014,5,12,17,29.0,9,29.0,999.0,SE,37.11,0,0
38226,38227,2014,5,12,18,40.0,9,28.0,998.0,SE,44.26,0,0
38227,38228,2014,5,12,19,52.0,10,27.0,999.0,SE,50.07,0,0
38228,38229,2014,5,12,20,64.0,11,26.0,999.0,SE,55.88,0,0
38229,38230,2014,5,12,21,65.0,12,25.0,1000.0,SE,60.8,0,0
38230,38231,2014,5,12,22,58.0,11,25.0,1000.0,SE,66.61,0,0
38231,38232,2014,5,12,23,54.0,9,24.0,1001.0,SE,70.63,0,0
38232,38233,2014,5,13,0,42.0,7,23.0,1000.0,SE,73.76,0,0
38233,38234,2014,5,13,1,43.0,9,19.0,1000.0,SE,75.55,0,0
38234,38235,2014,5,13,2,40.0,10,16.0,1000.0,cv,0.89,0,0
38235,38236,2014,5,13,3,50.0,9,13.0,1000.0,NW,0.89,0,0
38236,38237,2014,5,13,4,47.0,10,13.0,1000.0,cv,0.45,0,0
38237,38238,2014,5,13,5,57.0,11,12.0,1000.0,cv,1.34,0,0
38238,38239,2014,5,13,6,80.0,12,13.0,1001.0,NW,0.89,0,0
38239,38240,2014,5,13,7,108.0,14,16.0,1001.0,NW,1.78,0,0
38240,38241,2014,5,13,8,106.0,12,19.0,1001.0,NE,1.79,0,0
38241,38242,2014,5,13,9,98.0,12,21.0,1001.0,SE,1.79,0,0
38242,38243,2014,5,13,10,112.0,12,22.0,1001.0,SE,3.58,0,0
38243,38244,2014,5,13,11,104.0,12,25.0,1000.0,cv,0.89,0,0
38244,38245,2014,5,13,12,86.0,12,26.0,1000.0,NE,1.79,0,0
38245,38246,2014,5,13,13,82.0,10,29.0,999.0,NW,3.13,0,0
38246,38247,2014,5,13,14,52.0,8,30.0,999.0,NW,8.05,0,0
38247,38248,2014,5,13,15,42.0,1,30.0,998.0,NW,16.99,0,0
38248,38249,2014,5,13,16,45.0,-1,31.0,998.0,NW,29.06,0,0
38249,38250,2014,5,13,17,34.0,0,30.0,997.0,NW,38.0,0,0
38250,38251,2014,5,13,18,30.0,-2,29.0,997.0,NW,46.94,0,0
38251,38252,2014,5,13,19,30.0,-2,28.0,998.0,NW,51.86,0,0
38252,38253,2014,5,13,20,40.0,-3,27.0,1000.0,NW,57.67,0,0
38253,38254,2014,5,13,21,36.0,-4,24.0,1001.0,NW,64.82,0,0
38254,38255,2014,5,13,22,29.0,-5,22.0,1003.0,NW,71.97,0,0
38255,38256,2014,5,13,23,25.0,-7,22.0,1003.0,NW,81.8,0,0
38256,38257,2014,5,14,0,32.0,-5,20.0,1004.0,NW,91.63,0,0
38257,38258,2014,5,14,1,38.0,-5,19.0,1004.0,NW,98.78,0,0
38258,38259,2014,5,14,2,34.0,-4,18.0,1004.0,NW,106.83,0,0
38259,38260,2014,5,14,3,32.0,-3,18.0,1005.0,NW,114.88,0,0
38260,38261,2014,5,14,4,34.0,-2,18.0,1005.0,NW,126.95,0,0
38261,38262,2014,5,14,5,29.0,-1,18.0,1006.0,NW,136.78,0,0
38262,38263,2014,5,14,6,26.0,-1,18.0,1006.0,NW,144.83,0,0
38263,38264,2014,5,14,7,23.0,-2,19.0,1007.0,NW,153.77,0,0
38264,38265,2014,5,14,8,22.0,-2,19.0,1007.0,NW,164.95,0,0
38265,38266,2014,5,14,9,17.0,-2,20.0,1007.0,NW,176.13,0,0
38266,38267,2014,5,14,10,11.0,-1,21.0,1007.0,NW,187.31,0,0
38267,38268,2014,5,14,11,20.0,-1,22.0,1007.0,NW,196.25,0,0
38268,38269,2014,5,14,12,14.0,0,20.0,1007.0,NW,203.4,0,0
38269,38270,2014,5,14,13,16.0,-1,22.0,1006.0,NW,210.55,0,0
38270,38271,2014,5,14,14,14.0,-1,22.0,1006.0,NW,217.7,0,0
38271,38272,2014,5,14,15,14.0,-1,22.0,1005.0,NW,223.51,0,0
38272,38273,2014,5,14,16,18.0,-2,22.0,1004.0,cv,4.02,0,0
38273,38274,2014,5,14,17,12.0,-3,22.0,1003.0,cv,4.91,0,0
38274,38275,2014,5,14,18,19.0,-2,22.0,1003.0,SE,1.79,0,0
38275,38276,2014,5,14,19,19.0,2,18.0,1003.0,cv,0.89,0,0
38276,38277,2014,5,14,20,25.0,5,14.0,1004.0,cv,1.78,0,0
38277,38278,2014,5,14,21,30.0,-1,19.0,1004.0,SE,4.02,0,0
38278,38279,2014,5,14,22,25.0,-2,19.0,1004.0,SE,8.04,0,0
38279,38280,2014,5,14,23,27.0,2,13.0,1003.0,cv,0.89,0,0
38280,38281,2014,5,15,0,30.0,4,11.0,1003.0,cv,1.78,0,0
38281,38282,2014,5,15,1,76.0,5,11.0,1002.0,cv,2.67,0,0
38282,38283,2014,5,15,2,68.0,5,11.0,1001.0,NE,1.79,0,0
38283,38284,2014,5,15,3,77.0,6,10.0,1001.0,cv,0.89,0,0
38284,38285,2014,5,15,4,68.0,5,10.0,1001.0,cv,1.78,0,0
38285,38286,2014,5,15,5,59.0,4,8.0,1001.0,NW,3.13,0,0
38286,38287,2014,5,15,6,45.0,6,11.0,1002.0,NW,6.26,0,0
38287,38288,2014,5,15,7,37.0,5,15.0,1002.0,NW,9.39,0,0
38288,38289,2014,5,15,8,89.0,4,18.0,1002.0,NW,11.18,0,0
38289,38290,2014,5,15,9,52.0,3,20.0,1002.0,NE,1.79,0,0
38290,38291,2014,5,15,10,40.0,5,23.0,1001.0,NE,3.58,0,0
38291,38292,2014,5,15,11,45.0,0,25.0,1001.0,NE,5.37,0,0
38292,38293,2014,5,15,12,69.0,0,27.0,1000.0,SE,3.13,0,0
38293,38294,2014,5,15,13,80.0,1,28.0,999.0,SE,7.15,0,0
38294,38295,2014,5,15,14,96.0,2,29.0,999.0,SE,11.17,0,0
38295,38296,2014,5,15,15,107.0,0,29.0,998.0,SE,16.98,0,0
38296,38297,2014,5,15,16,111.0,1,28.0,997.0,SE,22.79,0,0
38297,38298,2014,5,15,17,121.0,3,28.0,998.0,SE,25.92,0,0
38298,38299,2014,5,15,18,109.0,5,27.0,997.0,SE,29.05,0,0
38299,38300,2014,5,15,19,94.0,3,27.0,998.0,SE,33.07,0,0
38300,38301,2014,5,15,20,95.0,4,26.0,999.0,SE,38.88,0,0
38301,38302,2014,5,15,21,105.0,6,24.0,999.0,SE,42.01,0,0
38302,38303,2014,5,15,22,94.0,7,22.0,1000.0,SE,45.14,0,0
38303,38304,2014,5,15,23,121.0,6,21.0,1001.0,NE,4.02,0,0
38304,38305,2014,5,16,0,203.0,4,21.0,1001.0,SE,1.79,0,0
38305,38306,2014,5,16,1,84.0,5,19.0,1001.0,cv,0.89,0,0
38306,38307,2014,5,16,2,96.0,6,18.0,1002.0,NW,4.02,0,0
38307,38308,2014,5,16,3,83.0,7,16.0,1002.0,SE,0.89,0,0
38308,38309,2014,5,16,4,85.0,8,14.0,1003.0,cv,0.89,0,0
38309,38310,2014,5,16,5,93.0,7,14.0,1004.0,NE,1.79,0,0
38310,38311,2014,5,16,6,89.0,9,16.0,1005.0,NW,3.13,0,0
38311,38312,2014,5,16,7,75.0,5,22.0,1006.0,NW,6.26,0,0
38312,38313,2014,5,16,8,57.0,3,23.0,1007.0,NE,4.02,0,0
38313,38314,2014,5,16,9,271.0,2,25.0,1008.0,NE,11.17,0,0
38314,38315,2014,5,16,10,50.0,4,26.0,1008.0,NE,15.19,0,0
38315,38316,2014,5,16,11,74.0,4,27.0,1008.0,NE,19.21,0,0
38316,38317,2014,5,16,12,56.0,3,27.0,1008.0,SE,4.02,0,0
38317,38318,2014,5,16,13,48.0,1,30.0,1008.0,NW,4.02,0,0
38318,38319,2014,5,16,14,60.0,2,29.0,1007.0,NE,3.13,0,0
38319,38320,2014,5,16,15,49.0,1,29.0,1007.0,NE,4.92,0,0
38320,38321,2014,5,16,16,45.0,2,29.0,1006.0,SE,3.13,0,0
38321,38322,2014,5,16,17,42.0,3,29.0,1007.0,NE,1.79,0,0
38322,38323,2014,5,16,18,38.0,1,28.0,1007.0,SE,3.13,0,0
38323,38324,2014,5,16,19,43.0,5,26.0,1008.0,SE,7.15,0,0
38324,38325,2014,5,16,20,47.0,6,25.0,1009.0,SE,12.07,0,0
38325,38326,2014,5,16,21,63.0,5,23.0,1011.0,SE,19.22,0,0
