,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
6851,21-12-2004,05:00:00,0.3,716,-200,0.7,473,54,1595,41,734,343,4.7,41.4,0.3576
6852,21-12-2004,06:00:00,0.6,791,-200,2.2,598,176,1186,97,802,608,4.3,43.9,0.3675
6853,21-12-2004,07:00:00,0.7,804,-200,2.6,630,236,1188,120,806,712,4.9,40.6,0.3539
6854,21-12-2004,08:00:00,2.6,1093,-200,13.4,1098,613,782,167,1221,1173,5.1,40.8,0.3603
6855,21-12-2004,09:00:00,5.5,1179,-200,23.5,1390,755,567,198,1453,1459,6.5,38.1,0.3709
6856,21-12-2004,10:00:00,2.6,951,-200,9.4,953,460,812,157,1022,1055,7.4,36.5,0.3778
6857,21-12-2004,11:00:00,1.5,882,-200,6.3,826,280,952,125,910,799,7.9,36.4,0.3889
6858,21-12-2004,12:00:00,1.7,897,-200,6.7,845,322,942,135,943,787,7.8,36.8,0.3908
6859,21-12-2004,13:00:00,2.2,949,-200,9.7,965,349,860,138,1041,892,8.7,33.7,0.379
6860,21-12-2004,14:00:00,2.1,896,-200,7.8,891,297,921,132,935,766,8.5,34.3,0.3813
6861,21-12-2004,15:00:00,2.2,908,-200,7.7,886,353,922,142,947,835,8.9,34.5,0.3946
6862,21-12-2004,16:00:00,2.3,959,-200,8.6,924,316,899,137,993,897,8.8,35.7,0.4043
6863,21-12-2004,17:00:00,2.5,994,-200,10.7,1005,348,832,145,1054,1009,7.9,38.6,0.4137
6864,21-12-2004,18:00:00,3.1,1081,-200,16.7,1202,445,691,166,1230,1250,7.6,40.1,0.4195
6865,21-12-2004,19:00:00,3.6,1081,-200,15.5,1164,457,705,165,1171,1283,6.9,40.3,0.4025
6866,21-12-2004,20:00:00,3.9,1175,-200,18.3,1248,516,661,175,1308,1377,6.5,41.7,0.4047
6867,21-12-2004,21:00:00,4.0,1123,-200,13.8,1110,575,732,185,1152,1322,6.3,42.6,0.4106
6868,21-12-2004,22:00:00,2.3,1032,-200,9.3,952,449,833,166,1025,1198,5.9,44.7,0.4186
6869,21-12-2004,23:00:00,1.5,927,-200,5.8,805,289,965,140,918,1007,5.8,43.4,0.4037
6870,22-12-2004,00:00:00,1.5,952,-200,6.6,838,268,948,133,937,976,5.8,42.5,0.3937
6871,22-12-2004,01:00:00,2.2,987,-200,7.6,883,343,913,144,949,1013,5.6,42.0,0.3856
6872,22-12-2004,02:00:00,1.3,902,-200,5.0,761,222,1048,126,872,868,5.3,42.3,0.3806
6873,22-12-2004,03:00:00,0.9,833,-200,2.9,648,-200,1135,-200,814,760,5.1,43.5,0.3852
6874,22-12-2004,04:00:00,-200.0,776,-200,1.3,525,87,1391,72,770,585,5.1,44.8,0.3967
6875,22-12-2004,05:00:00,0.5,812,-200,1.5,541,89,1309,70,774,616,5.2,45.9,0.4099
6876,22-12-2004,06:00:00,0.5,821,-200,1.7,563,103,1270,74,807,678,4.7,49.0,0.4209
6877,22-12-2004,07:00:00,0.9,932,-200,3.8,701,254,944,124,875,936,4.5,51.8,0.4418
6878,22-12-2004,08:00:00,2.0,1069,-200,8.8,931,481,782,152,1054,1110,4.5,53.0,0.4495
6879,22-12-2004,09:00:00,3.2,1137,-200,12.5,1066,638,681,174,1151,1258,4.8,53.1,0.4605
6880,22-12-2004,10:00:00,2.3,1009,-200,8.7,926,492,791,161,1015,1080,7.8,42.0,0.4464
6881,22-12-2004,11:00:00,1.8,962,-200,7.5,877,413,841,120,969,949,9.3,37.6,0.4391
6882,22-12-2004,12:00:00,2.1,972,-200,8.2,909,364,827,111,1012,894,10.0,34.2,0.4212
6883,22-12-2004,13:00:00,1.9,968,-200,8.5,920,299,831,128,991,882,10.3,32.6,0.4094
6884,22-12-2004,14:00:00,2.4,939,-200,8.1,902,342,884,133,969,872,9.8,31.8,0.3858
6885,22-12-2004,15:00:00,2.1,901,-200,6.7,843,309,1061,121,907,751,9.8,30.3,0.3658
6886,22-12-2004,16:00:00,2.8,975,-200,9.0,938,367,874,147,989,928,9.6,29.6,0.3545
6887,22-12-2004,17:00:00,3.3,1028,-200,11.3,1025,357,774,136,1024,1160,8.1,32.5,0.3516
6888,22-12-2004,18:00:00,2.9,998,-200,9.9,972,345,806,153,984,1090,6.8,36.1,0.3575
6889,22-12-2004,19:00:00,3.9,1094,-200,13.6,1105,483,708,178,1086,1274,6.4,36.5,0.3519
6890,22-12-2004,20:00:00,4.1,1128,-200,15.4,1161,480,672,174,1163,1340,5.9,37.8,0.3528
6891,22-12-2004,21:00:00,3.3,1111,-200,11.4,1030,427,751,166,1033,1271,5.1,40.7,0.3621
6892,22-12-2004,22:00:00,3.3,1121,-200,11.2,1023,504,725,169,1053,1354,4.8,45.1,0.3925
6893,22-12-2004,23:00:00,1.9,956,-200,5.7,796,248,915,132,861,1084,4.5,43.9,0.3728
6894,23-12-2004,00:00:00,2.0,973,-200,5.4,785,241,916,127,883,1086,5.2,44.1,0.3939
6895,23-12-2004,01:00:00,1.9,952,-200,5.5,790,210,921,113,896,1038,4.3,46.4,0.3896
6896,23-12-2004,02:00:00,2.1,969,-200,5.2,773,292,889,128,914,1064,3.0,52.5,0.4021
6897,23-12-2004,03:00:00,1.7,919,-200,3.7,693,-200,955,-200,882,979,2.3,56.3,0.4134
6898,23-12-2004,04:00:00,1.3,874,-200,3.1,657,129,985,85,867,930,1.5,61.4,0.4235
6899,23-12-2004,05:00:00,1.1,806,-200,1.6,554,106,1206,77,807,783,4.0,50.4,0.4154
6900,23-12-2004,06:00:00,1.2,874,-200,2.5,623,125,1096,78,847,831,2.8,55.2,0.4177
6901,23-12-2004,07:00:00,1.8,961,-200,5.3,779,267,917,115,960,983,1.2,61.4,0.4159
6902,23-12-2004,08:00:00,3.6,1195,-200,13.4,1096,543,668,169,1166,1315,1.4,61.3,0.4208
6903,23-12-2004,09:00:00,3.7,1184,-200,15.0,1148,496,651,174,1178,1389,2.2,58.1,0.4218
6904,23-12-2004,10:00:00,3.4,1135,-200,12.8,1076,491,685,171,1120,1396,4.3,49.4,0.4138
6905,23-12-2004,11:00:00,4.0,1211,-200,15.9,1177,667,620,179,1221,1585,6.6,42.5,0.41600000000000004
6906,23-12-2004,12:00:00,3.8,1228,-200,15.9,1178,693,621,193,1202,1628,8.0,38.3,0.4133
6907,23-12-2004,13:00:00,4.1,1247,-200,16.3,1188,707,598,210,1237,1692,9.1,36.1,0.4172
6908,23-12-2004,14:00:00,4.9,1336,-200,18.6,1256,777,567,224,1320,1828,10.0,34.7,0.4259
6909,23-12-2004,15:00:00,3.3,1205,-200,12.8,1079,512,652,175,1168,1476,11.0,33.0,0.4331
6910,23-12-2004,16:00:00,4.3,1305,-200,17.9,1238,587,565,177,1325,1640,11.3,33.6,0.4504
6911,23-12-2004,17:00:00,6.6,1568,-200,29.0,1528,864,455,208,1661,2046,9.4,41.3,0.4888
6912,23-12-2004,18:00:00,8.5,1630,-200,33.1,1622,1089,421,247,1757,2238,8.0,45.9,0.4936
6913,23-12-2004,19:00:00,8.7,1704,-200,36.1,1689,1070,402,242,1820,2480,7.1,50.3,0.51
6914,23-12-2004,20:00:00,9.1,1701,-200,36.3,1692,1220,402,252,1832,2415,6.2,56.9,0.5419
6915,23-12-2004,21:00:00,7.2,1564,-200,26.3,1462,1076,472,228,1574,2181,6.3,57.9,0.5575
6916,23-12-2004,22:00:00,5.0,1441,-200,20.6,1314,825,517,196,1389,2051,6.2,56.8,0.5421
6917,23-12-2004,23:00:00,4.2,1376,-200,17.0,1209,740,549,190,1283,2041,6.1,54.7,0.5201
6918,24-12-2004,00:00:00,4.6,1412,-200,17.2,1216,759,543,187,1300,2059,6.0,55.6,0.5244
6919,24-12-2004,01:00:00,3.9,1352,-200,14.6,1137,610,567,174,1234,2016,5.1,59.0,0.5248
6920,24-12-2004,02:00:00,3.4,1285,-200,12.1,1052,465,605,158,1164,1967,5.1,58.4,0.517
6921,24-12-2004,03:00:00,3.0,1263,-200,10.5,997,-200,625,-200,1140,1960,4.7,60.8,0.5232
6922,24-12-2004,04:00:00,2.4,1200,-200,8.7,929,288,664,132,1082,1847,4.2,63.1,0.5259
6923,24-12-2004,05:00:00,2.5,1187,-200,8.8,931,251,669,121,1093,1792,4.3,64.1,0.537
6924,24-12-2004,06:00:00,3.5,1166,-200,8.2,909,351,691,136,1079,1680,4.8,61.9,0.537
6925,24-12-2004,07:00:00,3.9,1209,-200,9.5,958,379,666,138,1124,1662,5.3,61.1,0.5499
6926,24-12-2004,08:00:00,4.8,1349,-200,14.6,1136,539,575,149,1299,1810,5.7,61.3,0.5657
6927,24-12-2004,09:00:00,6.1,1458,-200,20.4,1307,706,497,165,1483,2103,6.1,60.5,0.5719
6928,24-12-2004,10:00:00,6.6,1462,-200,18.8,1263,750,510,170,1421,2082,6.7,59.7,0.589
6929,24-12-2004,11:00:00,6.5,1448,-200,18.8,1263,747,511,165,1428,1971,7.2,58.6,0.5986
6930,24-12-2004,12:00:00,6.0,1419,-200,18.5,1254,670,524,167,1406,1950,8.0,55.9,0.6018
6931,24-12-2004,13:00:00,6.9,1561,-200,24.8,1425,772,465,197,1624,2101,9.8,52.4,0.6349
6932,24-12-2004,14:00:00,7.9,1558,-200,22.9,1375,792,471,217,1563,2112,10.5,51.1,0.6503
6933,24-12-2004,15:00:00,6.1,1438,-200,16.9,1208,626,528,204,1405,1962,10.8,52.4,0.6767
6934,24-12-2004,16:00:00,6.7,1532,-200,22.2,1356,678,474,193,1610,2033,10.6,55.3,0.7058
6935,24-12-2004,17:00:00,6.8,1522,-200,21.5,1337,706,479,192,1578,2034,10.4,57.0,0.7167
6936,24-12-2004,18:00:00,6.7,1514,-200,21.5,1338,668,474,175,1598,2018,10.2,58.3,0.7256
6937,24-12-2004,19:00:00,6.4,-200,-200,-200.0,-200,641,-200,168,-200,-200,-200.0,-200.0,-200.0
6938,24-12-2004,20:00:00,6.8,-200,-200,-200.0,-200,649,-200,170,-200,-200,-200.0,-200.0,-200.0
6939,24-12-2004,21:00:00,5.6,-200,-200,-200.0,-200,521,-200,157,-200,-200,-200.0,-200.0,-200.0
6940,24-12-2004,22:00:00,5.4,-200,-200,-200.0,-200,487,-200,143,-200,-200,-200.0,-200.0,-200.0
6941,24-12-2004,23:00:00,5.2,-200,-200,-200.0,-200,453,-200,152,-200,-200,-200.0,-200.0,-200.0
6942,25-12-2004,00:00:00,5.9,1505,-200,15.6,1168,567,525,169,1447,2066,9.4,66.1,0.7816
6943,25-12-2004,01:00:00,5.6,1458,-200,14.2,1123,527,540,164,1395,2030,9.6,65.9,0.7869
6944,25-12-2004,02:00:00,5.5,1431,-200,13.5,1100,503,553,154,1385,1913,9.5,66.2,0.7882
6945,25-12-2004,03:00:00,5.2,1366,-200,11.4,1027,-200,583,-200,1328,1901,9.2,67.3,0.7851
6946,25-12-2004,04:00:00,-200.0,1332,-200,10.5,997,345,601,130,1304,1783,9.1,68.7,0.7925
6947,25-12-2004,05:00:00,2.2,1243,-200,8.6,924,274,648,119,1250,1534,9.0,69.8,0.8039
6948,25-12-2004,06:00:00,2.0,1251,-200,8.6,924,231,644,106,1246,1568,8.9,70.5,0.8056
6949,25-12-2004,07:00:00,2.2,1259,-200,9.1,944,268,631,111,1267,1622,8.9,70.4,0.8074
6950,25-12-2004,08:00:00,2.0,1268,-200,8.6,926,281,645,122,1247,1628,9.1,69.6,0.8045
6951,25-12-2004,09:00:00,2.5,1288,-200,9.4,956,340,623,121,1272,1553,9.0,70.8,0.8173
6952,25-12-2004,10:00:00,3.0,1410,-200,11.0,1015,406,594,136,1319,1769,9.8,68.6,0.8324
6953,25-12-2004,11:00:00,2.8,1374,-200,10.6,999,379,598,138,1316,1776,10.2,67.3,0.8373
6954,25-12-2004,12:00:00,3.4,1458,-200,13.2,1090,436,553,147,1383,1898,10.7,65.0,0.8378
6955,25-12-2004,13:00:00,5.5,1609,-200,18.1,1243,602,505,178,1491,2100,11.4,62.9,0.8454
6956,25-12-2004,14:00:00,4.0,1424,-200,13.2,1090,507,566,176,1351,1896,12.2,61.1,0.8652
6957,25-12-2004,15:00:00,2.4,1331,-200,9.7,966,266,633,159,1266,1745,12.1,61.8,0.8723
6958,25-12-2004,16:00:00,3.1,1434,-200,13.3,1093,335,561,168,1366,1893,11.7,65.6,0.898
6959,25-12-2004,17:00:00,4.0,1542,-200,15.4,1161,464,531,181,1435,1972,11.4,67.9,0.9119
6960,25-12-2004,18:00:00,4.6,1651,-200,17.8,1234,527,501,184,1513,2020,11.2,70.8,0.9386
6961,25-12-2004,19:00:00,4.8,1633,-200,18.0,1240,592,496,170,1555,1906,10.9,75.9,0.9868
6962,25-12-2004,20:00:00,6.2,1739,-200,21.3,1333,821,460,174,1689,1832,11.3,78.3,1.0455
6963,25-12-2004,21:00:00,4.6,1523,-200,14.5,1132,538,541,136,1488,1470,10.3,82.8,1.0369
6964,25-12-2004,22:00:00,4.5,1543,-200,15.8,1174,513,521,127,1542,1494,10.4,82.5,1.0406
6965,25-12-2004,23:00:00,4.2,1469,-200,13.1,1086,514,564,125,1485,1394,11.0,81.7,1.0727
6966,26-12-2004,00:00:00,2.6,1271,-200,7.7,886,345,688,121,1321,1113,11.7,79.8,1.0964
6967,26-12-2004,01:00:00,1.6,1161,-200,6.0,810,231,775,117,1281,958,11.6,80.0,1.0924
6968,26-12-2004,02:00:00,1.3,1053,-200,3.5,680,166,890,108,1166,807,11.3,80.1,1.0741
6969,26-12-2004,03:00:00,0.6,916,-200,1.5,541,-200,1143,-200,1064,536,11.7,74.1,1.0167
6970,26-12-2004,04:00:00,0.5,900,-200,1.2,522,61,1242,55,1070,471,10.8,78.7,1.0202
6971,26-12-2004,05:00:00,0.4,855,-200,0.8,479,49,1319,46,1068,450,10.7,81.5,1.0497
6972,26-12-2004,06:00:00,0.3,848,-200,0.7,464,54,1425,46,1062,438,10.9,80.3,1.0444
6973,26-12-2004,07:00:00,0.4,873,-200,0.9,485,78,1305,67,1083,512,10.7,80.7,1.0377
6974,26-12-2004,08:00:00,0.6,945,-200,1.8,569,136,1140,90,1135,632,10.5,81.8,1.0416
6975,26-12-2004,09:00:00,0.9,1003,-200,2.5,618,198,1003,117,1159,754,10.4,82.9,1.0419
6976,26-12-2004,10:00:00,1.1,1041,-200,3.1,659,211,908,118,1188,792,10.6,82.1,1.0451
6977,26-12-2004,11:00:00,1.0,1036,-200,3.5,685,183,942,112,1168,776,11.5,72.6,0.9846
6978,26-12-2004,12:00:00,1.6,1124,-200,5.7,799,277,775,134,1231,969,12.8,65.5,0.9640000000000001
6979,26-12-2004,13:00:00,1.8,1130,-200,5.8,803,267,772,127,1230,975,13.9,60.9,0.9644
6980,26-12-2004,14:00:00,1.0,991,-200,2.7,632,123,981,88,1114,637,14.9,57.9,0.9726
6981,26-12-2004,15:00:00,0.8,988,-200,2.2,596,68,1056,57,1118,541,14.8,63.5,1.0592
6982,26-12-2004,16:00:00,1.4,1163,-200,5.8,801,186,772,99,1288,876,13.6,68.9,1.0699
6983,26-12-2004,17:00:00,2.1,1226,-200,6.9,853,321,725,129,1307,1029,13.6,68.9,1.0661
6984,26-12-2004,18:00:00,2.3,1286,-200,9.1,942,343,687,137,1362,1103,13.5,67.1,1.0357
6985,26-12-2004,19:00:00,3.5,1423,-200,14.0,1116,550,553,146,1531,1369,12.3,75.4,1.0768
6986,26-12-2004,20:00:00,3.8,1408,-200,13.1,1088,598,560,139,1504,1381,11.7,80.0,1.0938
6987,26-12-2004,21:00:00,2.4,1178,-200,7.2,866,390,700,128,1342,1094,11.8,82.7,1.1381
6988,26-12-2004,22:00:00,1.0,985,-200,3.8,701,159,877,106,1187,835,11.8,77.5,1.0741
6989,26-12-2004,23:00:00,1.3,1113,-200,5.2,776,193,828,114,1217,881,12.0,72.3,1.0095
6990,27-12-2004,00:00:00,2.3,1178,-200,7.4,873,316,700,137,1328,987,11.2,79.6,1.0587
6991,27-12-2004,01:00:00,1.5,1024,-200,3.9,705,199,876,114,1168,807,11.5,74.2,1.0063
6992,27-12-2004,02:00:00,1.1,954,-200,2.7,630,134,988,92,1107,664,11.6,68.9,0.9411
6993,27-12-2004,03:00:00,0.6,875,-200,1.5,548,-200,1165,-200,1049,525,11.5,67.4,0.9106
6994,27-12-2004,04:00:00,0.7,877,-200,1.3,526,63,1171,55,1023,496,11.7,64.6,0.8888
6995,27-12-2004,05:00:00,0.4,826,-200,0.7,465,50,1322,46,978,433,11.9,61.1,0.8527
6996,27-12-2004,06:00:00,0.5,862,-200,1.4,535,93,1193,67,1020,524,12.5,57.3,0.8269
6997,27-12-2004,07:00:00,0.8,938,-200,3.0,653,161,970,95,1100,747,12.3,60.1,0.8562
6998,27-12-2004,08:00:00,1.9,1205,-200,9.1,943,368,688,133,1361,1052,11.5,68.7,0.9302
6999,27-12-2004,09:00:00,2.3,1171,-200,10.0,978,344,637,138,1374,1092,12.5,63.2,0.9113
7000,27-12-2004,10:00:00,1.9,1131,-200,8.6,926,288,684,127,1324,1036,12.9,63.2,0.9335
7001,27-12-2004,11:00:00,1.6,1074,-200,6.4,832,244,748,119,1230,934,13.5,59.9,0.9261
7002,27-12-2004,12:00:00,1.4,1062,-200,6.2,822,224,764,113,1228,917,13.4,61.3,0.9379
7003,27-12-2004,13:00:00,1.5,1045,-200,5.7,800,206,796,109,1193,839,14.4,57.1,0.9309
7004,27-12-2004,14:00:00,1.4,1034,-200,5.0,763,163,840,97,1192,761,15.0,57.2,0.9698
7005,27-12-2004,15:00:00,2.0,1186,-200,8.0,899,296,695,117,1332,926,12.4,72.6,1.0422
7006,27-12-2004,16:00:00,2.5,1256,-200,10.5,996,386,625,132,1417,1104,12.8,73.6,1.0851
7007,27-12-2004,17:00:00,2.2,1138,-200,6.9,854,262,735,117,1276,911,13.3,68.2,1.0356
7008,27-12-2004,18:00:00,2.0,1138,-200,7.8,891,212,721,110,1295,918,13.4,66.6,1.0187
7009,27-12-2004,19:00:00,2.1,1114,-200,8.0,899,245,710,119,1279,948,13.3,63.6,0.9661
7010,27-12-2004,20:00:00,2.1,1107,-200,8.1,905,263,705,116,1288,966,12.9,62.4,0.9258
7011,27-12-2004,21:00:00,2.1,1117,-200,7.5,876,300,706,123,1264,1057,12.4,64.7,0.9266
7012,27-12-2004,22:00:00,1.6,1090,-200,6.0,812,242,753,117,1213,1001,12.1,65.6,0.9222
7013,27-12-2004,23:00:00,1.1,954,-200,3.2,665,152,916,100,1119,777,11.3,69.8,0.932
7014,28-12-2004,00:00:00,1.2,987,-200,4.1,715,165,884,101,1145,797,11.0,68.7,0.9001
7015,28-12-2004,01:00:00,-200.0,969,-200,3.1,659,-200,945,-200,1082,691,11.1,65.3,0.8601
7016,28-12-2004,02:00:00,-200.0,939,-200,2.9,648,-200,949,-200,1084,680,10.2,66.9,0.8323
7017,28-12-2004,03:00:00,-200.0,961,-200,3.0,654,-200,925,-200,1084,755,9.5,70.1,0.8343
7018,28-12-2004,04:00:00,-200.0,916,-200,2.5,623,-200,962,-200,1064,725,9.8,69.4,0.8397
7019,28-12-2004,05:00:00,-200.0,835,-200,0.9,484,-200,1266,-200,961,432,10.7,62.5,0.802
7020,28-12-2004,06:00:00,-200.0,885,-200,1.8,572,-200,1081,-200,1031,612,10.4,64.8,0.8138
7021,28-12-2004,07:00:00,-200.0,1088,-200,6.6,839,-200,760,-200,1236,951,9.7,73.1,0.8772
7022,28-12-2004,08:00:00,-200.0,1358,-200,15.3,1158,-200,529,-200,1537,1326,9.3,77.0,0.9018
7023,28-12-2004,09:00:00,-200.0,1456,-200,23.4,1389,-200,443,-200,1808,1504,9.1,77.1,0.8947
7024,28-12-2004,10:00:00,-200.0,1274,-200,15.3,1159,-200,545,-200,1493,1326,10.6,67.9,0.8666
7025,28-12-2004,11:00:00,-200.0,1092,-200,9.2,946,-200,691,-200,1234,1043,12.7,56.7,0.8304
7026,28-12-2004,12:00:00,-200.0,1111,-200,10.4,993,-200,662,-200,1287,1058,13.0,53.9,0.8029
7027,28-12-2004,13:00:00,-200.0,1177,-200,14.8,1143,-200,574,-200,1443,1205,13.9,49.0,0.7727
7028,28-12-2004,14:00:00,-200.0,1199,-200,14.6,1138,-200,581,-200,1452,1203,14.4,49.2,0.8027
7029,28-12-2004,15:00:00,-200.0,1121,-200,10.7,1003,-200,656,-200,1323,1058,14.3,48.6,0.79
7030,28-12-2004,16:00:00,-200.0,1252,-200,15.5,1164,-200,559,-200,1474,1257,13.6,52.8,0.8177
7031,28-12-2004,17:00:00,-200.0,1233,-200,14.9,1144,-200,575,-200,1436,1271,13.1,54.3,0.8167
7032,28-12-2004,18:00:00,-200.0,1215,-200,12.4,1063,-200,616,-200,1370,1214,12.4,59.3,0.853
7033,28-12-2004,19:00:00,-200.0,1193,-200,11.2,1020,-200,645,-200,1340,1135,12.1,61.5,0.8677
7034,28-12-2004,20:00:00,-200.0,1195,-200,11.3,1026,-200,637,-200,1342,1150,12.0,60.8,0.852
7035,28-12-2004,21:00:00,-200.0,1301,-200,12.9,1080,-200,579,-200,1435,1248,11.0,73.8,0.9677
7036,28-12-2004,22:00:00,-200.0,1126,-200,6.4,828,-200,722,-200,1250,955,9.6,82.9,0.99
7037,28-12-2004,23:00:00,-200.0,1013,-200,3.6,687,-200,872,-200,1135,726,8.6,83.5,0.9372
7038,29-12-2004,00:00:00,-200.0,982,-200,2.9,645,-200,922,-200,1107,708,8.7,83.0,0.9393
7039,29-12-2004,01:00:00,-200.0,970,-200,2.8,642,-200,922,-200,1107,704,8.8,81.2,0.9214
7040,29-12-2004,02:00:00,-200.0,959,-200,2.8,637,-200,958,-200,1107,667,8.9,79.0,0.9032
7041,29-12-2004,03:00:00,-200.0,925,-200,2.2,598,-200,978,-200,1079,662,9.0,76.5,0.8828
7042,29-12-2004,04:00:00,-200.0,847,-200,1.0,502,-200,1198,-200,1020,508,9.0,75.8,0.8721
7043,29-12-2004,05:00:00,-200.0,885,-200,1.4,534,-200,1144,-200,1036,529,9.1,73.9,0.8576
7044,29-12-2004,06:00:00,-200.0,883,-200,1.6,549,-200,1019,-200,1025,607,9.4,70.9,0.8386
7045,29-12-2004,07:00:00,-200.0,892,-200,2.0,587,-200,1070,-200,1041,623,10.1,65.9,0.8148
7046,29-12-2004,08:00:00,-200.0,970,-200,3.4,678,-200,916,-200,1101,732,10.1,64.6,0.7967
7047,29-12-2004,09:00:00,-200.0,904,-200,2.9,644,-200,949,-200,1036,697,9.3,64.7,0.7575
7048,29-12-2004,10:00:00,-200.0,919,-200,3.0,652,-200,953,-200,1045,712,9.9,61.3,0.7499
7049,29-12-2004,11:00:00,-200.0,929,-200,3.3,668,-200,937,-200,1054,696,10.6,59.9,0.7674
7050,29-12-2004,12:00:00,-200.0,938,-200,4.3,729,-200,874,-200,1060,702,11.1,55.3,0.7325
7051,29-12-2004,13:00:00,-200.0,971,-200,5.5,786,-200,812,-200,1086,796,12.0,49.3,0.69
7052,29-12-2004,14:00:00,-200.0,914,-200,4.5,739,-200,870,-200,1025,714,11.6,46.8,0.6397
7053,29-12-2004,15:00:00,-200.0,892,-200,4.1,719,-200,918,-200,1019,635,12.0,44.0,0.6169
7054,29-12-2004,16:00:00,-200.0,913,-200,4.5,735,-200,905,-200,1024,706,11.8,44.3,0.6141
7055,29-12-2004,17:00:00,-200.0,928,-200,4.9,759,-200,871,-200,1040,775,11.3,45.4,0.6063
7056,29-12-2004,18:00:00,-200.0,1035,-200,9.0,941,-200,734,-200,1175,965,11.3,44.1,0.5909
7057,29-12-2004,19:00:00,-200.0,1033,-200,9.0,939,-200,729,-200,1159,979,11.2,45.1,0.5971
7058,29-12-2004,20:00:00,-200.0,990,-200,7.2,865,-200,764,-200,1130,902,10.8,47.3,0.6122
7059,29-12-2004,21:00:00,-200.0,934,-200,4.7,750,-200,891,-200,1035,798,10.7,47.7,0.6127
7060,29-12-2004,22:00:00,-200.0,881,-200,3.3,670,-200,979,-200,978,697,10.5,46.9,0.5956
7061,29-12-2004,23:00:00,-200.0,855,-200,2.7,631,-200,1033,-200,932,626,10.2,45.4,0.5632
7062,30-12-2004,00:00:00,-200.0,832,-200,2.2,598,-200,1122,-200,912,537,9.7,46.0,0.5546
7063,30-12-2004,01:00:00,-200.0,848,-200,2.8,639,-200,1057,-200,929,574,9.8,45.2,0.5489
7064,30-12-2004,02:00:00,-200.0,806,-200,1.8,567,-200,1163,-200,878,490,9.4,45.4,0.5355
7065,30-12-2004,03:00:00,-200.0,796,-200,1.5,545,-200,1210,-200,853,450,9.3,44.0,0.5153
7066,30-12-2004,04:00:00,-200.0,777,-200,0.9,493,-200,1247,-200,828,438,8.8,45.2,0.5134
7067,30-12-2004,05:00:00,-200.0,785,-200,1.1,505,-200,1226,-200,829,428,8.7,45.6,0.5128
7068,30-12-2004,06:00:00,-200.0,766,-200,0.7,470,-200,1317,-200,810,404,8.5,44.8,0.498
7069,30-12-2004,07:00:00,-200.0,808,-200,1.4,534,-200,1243,-200,853,480,8.7,43.4,0.4905
7070,30-12-2004,08:00:00,-200.0,975,-200,6.2,822,-200,852,-200,1049,876,8.5,43.6,0.4865
7071,30-12-2004,09:00:00,-200.0,943,-200,6.1,816,-200,828,-200,1033,868,8.8,42.0,0.4773
7072,30-12-2004,10:00:00,-200.0,886,-200,5.0,764,-200,920,-200,946,740,10.8,35.1,0.4549
7073,30-12-2004,11:00:00,-200.0,861,-200,4.1,716,-200,973,-200,921,628,11.7,34.4,0.4712
7074,30-12-2004,12:00:00,-200.0,881,-200,4.4,734,-200,961,-200,925,636,12.6,31.7,0.4613
7075,30-12-2004,13:00:00,-200.0,855,-200,4.6,741,-200,965,-200,901,616,12.5,30.3,0.4367
7076,30-12-2004,14:00:00,-200.0,855,-200,4.3,725,-200,983,-200,898,613,11.4,32.8,0.4424
7077,30-12-2004,15:00:00,-200.0,844,-200,3.6,689,-200,1040,-200,867,545,12.1,31.1,0.4383
7078,30-12-2004,16:00:00,-200.0,900,-200,5.6,794,-200,906,-200,930,710,12.3,29.7,0.4226
7079,30-12-2004,17:00:00,-200.0,883,-200,4.8,751,-200,962,-200,922,661,9.8,36.4,0.4414
7080,30-12-2004,18:00:00,-200.0,994,-200,8.1,903,-200,781,-200,1079,922,9.3,40.8,0.4781
7081,30-12-2004,19:00:00,-200.0,927,-200,5.2,774,-200,883,-200,976,755,8.6,45.1,0.5038
7082,30-12-2004,20:00:00,-200.0,1078,-200,10.2,987,-200,718,-200,1152,1015,9.3,41.7,0.4884
7083,30-12-2004,21:00:00,-200.0,952,-200,5.5,788,-200,849,-200,1018,876,8.7,44.3,0.4998
7084,30-12-2004,22:00:00,-200.0,882,-200,3.1,660,-200,991,-200,922,727,8.0,47.6,0.5113
7085,30-12-2004,23:00:00,-200.0,924,-200,4.2,724,-200,946,-200,969,781,7.7,47.2,0.4975
7086,31-12-2004,00:00:00,-200.0,987,-200,6.2,823,-200,827,-200,1027,893,7.2,50.2,0.5118
7087,31-12-2004,01:00:00,-200.0,930,-200,4.8,752,-200,889,-200,981,820,6.9,50.3,0.5029
7088,31-12-2004,02:00:00,-200.0,861,-200,3.0,654,-200,995,-200,919,632,6.7,50.7,0.4998
7089,31-12-2004,03:00:00,-200.0,783,-200,1.2,522,-200,1241,-200,832,458,7.6,46.4,0.4869
7090,31-12-2004,04:00:00,-200.0,744,-200,0.4,431,-200,1539,-200,778,345,7.4,45.7,0.4714
7091,31-12-2004,05:00:00,-200.0,753,-200,0.4,426,-200,1568,-200,792,337,6.9,49.3,0.4913
7092,31-12-2004,06:00:00,-200.0,787,-200,0.6,452,-200,1400,-200,823,370,7.8,48.1,0.5095
