,AGE,GENDER,DOMAIN,PhD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5
378,38,0,6,0,8,1,6,2,?,0,4,4,4,4,4,3,4,4,3,3,3,4,3,3,3,2,2,4,3,4,3,5,2,3,3,3,3,2,2,2,4,4,3,4,4,4,3,3,3,4,5,1,3
379,48,0,1,0,4,1,6,2,?,1,4,4,4,5,4,4,4,5,3,5,4,4,4,4,5,4,3,1,2,5,5,5,3,4,5,5,3,4,5,5,?,?,?,?,?,?,?,?,4,4,4,3,4
380,57,0,4,0,6,1,6,2,?,0,4,4,3,5,4,3,4,4,4,3,4,2,3,3,3,1,3,3,3,4,4,5,1,2,2,2,4,2,2,1,4,3,3,2,1,4,3,2,4,5,3,1,1
381,48,0,2,1,26,1,6,1,2,0,3,3,4,5,5,3,4,4,4,4,3,3,4,3,3,1,3,4,3,5,5,4,2,1,4,3,4,1,3,2,3,3,4,3,4,4,4,3,4,4,5,1,1
382,34,0,6,1,12,1,6,1,2,0,1,2,2,5,3,3,2,2,1,1,1,2,1,2,2,1,1,4,1,4,5,4,1,1,1,1,1,4,5,5,5,3,1,1,3,1,2,2,1,1,4,1,1
383,50,0,5,1,25,1,6,1,1,0,4,3,5,5,4,4,4,4,2,3,2,2,2,3,4,1,1,3,?,3,2,5,2,1,2,2,4,1,3,2,2,1,3,3,3,2,2,4,3,2,3,1,4
384,36,0,1,0,11,1,6,2,?,1,3,4,5,5,4,4,5,5,4,4,2,5,4,3,4,1,3,4,4,5,5,5,2,3,4,4,5,2,3,1,4,4,4,4,2,2,4,4,4,5,5,3,2
385,36,0,3,1,7,1,6,1,7,0,2,1,3,5,3,4,3,3,2,3,2,5,2,1,3,1,1,4,3,4,2,4,2,1,1,1,1,2,2,3,4,3,1,2,1,1,2,1,1,1,2,1,1
386,29,0,4,0,1,1,6,2,?,1,5,4,5,4,5,4,4,4,4,5,4,4,3,3,3,4,4,4,4,5,5,5,3,3,3,3,4,4,3,3,5,3,3,4,4,3,3,3,3,4,4,3,2
387,33,0,5,1,6,1,6,2,?,0,3,4,3,4,4,5,5,5,3,3,3,3,3,4,3,3,1,5,1,5,5,5,2,2,3,1,4,4,4,3,5,5,5,5,5,3,5,5,2,4,4,1,3
388,50,0,6,1,25,1,6,1,1,0,4,4,4,4,4,4,3,4,3,3,3,3,?,3,?,3,2,2,3,3,5,5,3,5,4,3,4,5,3,5,5,5,4,4,5,5,5,5,4,4,1,?,3
389,44,0,6,1,10,1,6,1,7,0,2,2,2,5,3,3,2,5,3,3,3,5,3,3,3,1,1,3,3,5,5,5,1,1,1,1,1,1,3,2,5,5,3,2,3,3,2,2,1,3,4,1,4
390,47,0,6,0,10,1,6,1,6,0,3,3,3,5,4,4,4,4,3,3,3,4,?,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,2,3,2,1
391,49,0,6,0,4,1,6,2,?,0,2,2,3,4,4,3,3,4,4,3,3,4,3,4,3,2,2,4,3,5,5,5,2,1,1,2,2,2,3,1,4,4,2,2,3,4,4,4,2,4,4,1,4
392,39,0,5,1,10,1,6,1,2,1,4,4,3,4,3,2,4,3,2,3,2,3,3,3,3,1,2,2,2,4,4,4,3,4,2,2,4,1,4,4,3,5,3,3,4,2,3,5,3,3,3,2,3
393,60,0,6,0,7,1,6,2,?,0,3,3,4,3,3,2,3,3,2,2,2,4,2,2,2,2,5,4,?,2,2,4,1,1,2,2,2,?,2,2,5,5,4,4,3,3,3,3,2,2,2,1,1
394,56,0,4,0,4,1,6,2,?,0,4,3,4,3,2,2,3,3,4,4,3,3,4,3,3,4,4,5,4,5,5,5,2,2,4,4,5,2,4,3,5,5,5,5,4,4,3,3,4,4,2,1,4
395,46,0,5,0,20,1,6,2,?,0,3,2,2,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,2,3,3,3,3,4,3,2,4,4,4,2,2,3,3,3,3,2,3,3,2,3,2,3
396,41,0,6,1,12,1,6,2,?,0,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,5,5,5,3,2,3,3,4,5,5,5,3,2,3,3,4,4,4,4,4,4,5,3,2
397,45,0,4,1,18,1,6,1,3,0,3,2,3,3,3,3,2,2,3,4,2,2,2,1,2,2,2,4,2,2,2,3,3,1,3,2,2,1,1,1,2,1,1,1,1,2,3,2,3,2,2,1,1
398,28,0,4,0,4,1,6,2,?,0,5,5,5,?,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
399,49,0,1,1,5,1,6,2,?,0,2,3,3,4,4,4,3,2,3,3,3,3,2,2,2,1,2,4,2,4,3,4,2,?,2,2,2,2,1,2,4,3,2,2,3,3,3,2,3,3,2,1,2
400,39,0,1,1,6,1,6,2,?,0,1,1,2,5,3,3,2,3,2,2,2,5,1,3,3,1,3,1,3,5,5,5,1,2,2,1,3,1,1,3,5,5,2,1,5,3,5,5,2,1,3,1,2
401,37,0,4,0,5,1,6,2,?,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
402,54,0,6,0,3,1,6,2,?,1,5,3,4,3,4,1,2,2,1,2,3,4,1,3,4,1,2,2,2,4,2,5,1,2,2,2,3,3,4,1,2,2,2,2,5,3,5,5,4,4,4,2,2
403,46,0,6,1,7,1,6,2,?,0,5,5,5,5,2,?,?,3,2,2,2,5,3,4,1,1,1,2,?,5,5,5,2,1,3,?,1,1,1,3,5,1,3,1,1,1,3,3,3,2,5,1,1
404,46,0,6,1,10,1,6,2,?,0,1,2,3,5,3,5,4,3,3,3,2,4,3,2,3,1,4,5,3,5,5,5,1,1,2,2,3,1,2,4,5,5,2,2,2,2,3,2,2,4,3,3,2
405,41,0,4,0,5,1,6,2,?,0,4,4,5,4,4,3,4,4,3,3,3,2,3,3,3,5,3,2,3,4,4,4,4,3,4,4,4,1,3,4,5,3,4,4,4,4,4,5,5,4,4,1,1
406,35,0,6,1,5,1,6,1,4,0,2,2,2,4,4,?,4,3,4,4,2,4,3,2,?,1,3,2,?,4,4,4,2,1,1,2,4,2,2,2,1,1,2,?,4,3,4,4,2,3,4,1,1
407,38,0,6,1,12,1,6,1,2,0,3,4,3,4,4,3,3,3,3,3,2,1,2,3,3,1,2,2,3,2,3,4,1,2,3,3,3,1,1,1,2,1,2,2,4,3,3,5,2,2,4,1,2
408,28,0,6,0,5,1,6,1,7,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
409,49,0,6,0,1,1,6,2,?,0,3,4,2,3,2,4,4,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,5,4,3,3,5,4,4,4,3,3,4,2,2
410,42,0,1,0,8,1,6,2,?,1,4,3,4,5,5,4,5,4,4,4,3,4,3,4,3,3,3,4,4,5,5,5,3,2,4,3,4,3,4,4,5,5,4,4,5,2,3,5,2,3,4,3,4
411,44,0,4,1,22,1,6,1,2,0,4,3,4,4,4,3,3,4,3,4,2,4,3,4,3,2,2,3,3,4,3,4,2,1,2,2,3,1,4,2,3,4,2,2,3,3,2,2,3,3,3,2,4
412,31,0,6,0,5,1,6,2,?,1,3,2,3,5,4,4,4,4,4,4,4,3,4,4,4,2,2,5,2,5,5,5,1,1,4,4,4,5,5,5,5,3,3,4,5,5,4,5,4,?,5,1,1
413,32,0,6,1,3,1,6,1,3,0,5,5,5,5,5,5,3,5,3,4,3,3,3,4,4,3,3,3,4,4,4,4,1,1,2,2,4,3,3,3,4,5,4,3,3,4,4,2,2,5,5,1,4
414,34,0,5,1,8,1,6,1,7,0,4,4,4,5,4,4,4,4,3,3,4,5,3,3,2,1,4,2,4,5,5,5,1,1,4,4,4,?,2,1,5,4,4,4,5,5,5,5,4,5,3,1,1
415,34,0,2,0,3,1,6,2,?,0,4,4,4,5,4,4,5,4,3,4,3,3,3,2,2,2,3,3,3,4,4,5,2,3,4,4,4,2,3,1,4,?,?,?,?,?,?,?,4,4,4,2,1
416,29,0,2,0,1,1,6,2,?,0,4,3,3,4,5,4,5,5,4,4,2,5,3,4,3,1,2,3,3,5,5,5,1,1,2,2,2,1,3,2,5,3,3,2,5,4,3,2,1,4,3,1,4
417,36,0,4,1,12,1,6,1,6,0,5,5,5,5,5,4,5,5,4,5,4,3,4,4,4,1,2,2,1,5,5,5,3,1,5,3,5,1,5,5,4,1,3,3,3,4,3,4,4,4,4,1,2
418,42,0,1,0,9,1,6,1,6,0,2,2,1,5,5,3,4,4,3,3,3,5,3,?,?,1,2,3,1,3,3,4,1,1,1,1,2,2,4,2,3,4,2,2,4,5,5,3,2,2,3,1,4
419,33,0,4,0,2,1,6,2,?,0,5,5,5,5,3,3,4,4,4,4,4,4,5,3,4,3,5,4,5,5,5,5,1,1,3,3,5,2,2,1,5,5,3,2,3,3,3,3,4,5,5,1,2
420,44,0,5,0,4,1,6,2,?,0,5,5,5,5,5,5,5,5,3,3,3,5,3,3,3,3,3,3,1,5,5,5,1,1,3,3,3,1,1,1,3,3,3,3,5,5,5,5,1,1,1,1,1
421,34,0,4,0,11,1,6,2,?,0,2,3,3,5,4,4,2,4,3,3,3,3,3,3,4,4,4,4,4,5,5,5,2,2,3,3,4,2,2,2,3,3,3,3,5,4,4,4,3,3,3,2,2
422,53,0,5,1,25,1,6,1,1,0,4,4,4,4,4,?,4,4,3,3,3,3,3,3,3,3,2,2,2,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3
423,42,0,5,1,15,1,6,1,2,0,2,3,3,5,3,3,4,4,3,3,2,2,3,3,2,1,2,3,4,5,5,5,2,3,3,2,3,4,4,4,4,4,2,3,3,4,4,4,3,4,4,1,3
424,35,0,2,1,5,1,6,2,?,0,3,3,4,5,3,4,4,3,4,4,3,4,2,3,2,1,3,4,3,3,3,4,1,2,2,2,4,1,4,1,4,2,2,3,3,3,3,3,2,3,4,1,4
425,41,0,4,0,3,1,6,1,6,0,2,1,1,3,2,4,3,2,1,1,2,2,1,1,2,1,2,4,4,1,1,1,2,1,1,1,1,2,1,1,2,4,1,3,1,1,2,?,1,1,1,3,2
426,45,0,6,1,16,1,6,1,2,0,3,4,4,5,4,?,4,5,4,4,3,4,3,?,?,2,3,2,3,5,5,5,1,1,4,4,5,1,5,5,1,1,4,4,5,3,2,3,4,5,5,1,1
427,44,0,1,1,5,1,6,2,?,0,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,2,3,2,2,4,4,5,3,3,4,4,3,2,3,3,4,2,4,3,3,3,3,3,3,3,4,3,4
428,43,0,5,1,10,1,6,1,7,1,3,3,2,5,4,2,4,4,2,2,2,4,3,3,2,1,3,5,3,5,5,5,1,1,2,2,4,3,5,5,5,5,3,2,3,2,4,3,3,4,3,1,4
429,33,0,1,0,3,1,6,2,?,0,3,3,4,4,4,2,4,4,4,4,4,2,4,3,3,4,3,3,4,4,5,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,2,4
430,33,0,5,1,10,1,6,1,2,0,2,2,2,2,2,4,4,4,2,2,2,2,1,2,2,1,2,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
431,33,0,3,0,5,1,6,1,7,0,3,4,4,4,5,5,5,5,3,3,3,3,2,3,4,1,1,2,2,5,5,5,1,1,1,1,1,1,5,2,5,5,3,2,3,2,4,5,3,4,5,1,2
432,58,0,4,1,30,1,6,1,2,0,3,2,3,4,4,5,2,3,2,3,3,3,3,2,3,2,3,4,3,4,3,3,3,1,2,2,4,2,2,2,4,3,2,2,2,4,4,4,2,3,3,1,1
433,43,0,5,0,8,1,6,2,?,0,4,4,4,5,4,4,4,4,3,3,3,5,4,3,3,3,3,3,4,4,4,4,3,2,3,3,4,3,4,4,3,3,3,3,3,4,4,4,3,4,3,1,2
434,38,0,4,0,3,1,6,2,?,0,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,1,3,4,4,4,4,4,1,1,4,4,4,1,1,1,3,3,4,4,4,3,3,3,4,3,4,1,4
435,36,0,1,0,3,1,6,2,?,0,3,3,3,5,5,4,4,4,1,4,2,2,2,3,3,1,2,3,3,3,4,4,2,2,2,3,3,2,2,2,4,4,3,3,3,2,2,4,3,4,5,2,5
436,45,0,4,0,1,1,6,2,?,0,2,4,4,4,4,3,4,4,4,4,3,4,4,3,3,2,3,3,5,4,4,4,3,1,4,4,4,1,1,1,4,3,4,4,2,2,2,2,4,4,4,1,1
437,42,0,1,1,10,1,6,2,?,0,3,3,3,5,5,3,4,4,4,4,3,2,3,3,3,1,2,4,3,5,5,5,1,1,1,1,2,1,1,1,5,5,3,3,3,3,3,3,2,2,4,1,3
438,42,0,6,0,8,1,6,1,7,0,4,3,4,4,3,3,4,4,3,4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,3,4,2,4,4,5,5,3,4,4,4,4,4,4,4,3,4,4
439,39,0,4,1,10,1,6,1,6,0,5,5,5,5,5,?,5,4,5,4,4,4,4,?,?,2,3,3,4,5,4,5,5,1,4,4,5,1,2,2,4,2,3,5,5,5,5,5,5,5,5,1,2
440,62,0,1,0,4,1,6,1,3,0,4,4,3,4,4,?,5,5,2,3,5,3,2,4,4,2,5,4,5,5,5,5,?,?,3,5,3,1,3,1,5,5,3,4,5,5,5,5,?,?,?,?,?
441,42,0,5,1,16,1,6,1,2,0,2,3,4,5,3,?,3,3,3,4,3,3,3,3,?,2,1,2,2,3,3,4,2,2,3,3,3,1,5,3,4,4,3,3,3,3,2,3,4,4,4,1,2
442,44,0,1,0,3,1,6,2,?,1,2,3,3,4,4,4,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,4,3,1,2,2,3,2,1,3,4,3,2,2,4,3,4,4,3,4,4,2,4
443,36,0,1,0,3,1,6,2,?,0,4,3,3,5,5,3,3,4,3,3,3,4,3,3,2,2,2,3,3,5,5,5,2,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,3,4,4,1,3
444,34,0,4,0,5,1,6,1,7,1,3,3,4,4,5,4,5,3,4,3,2,2,4,?,?,3,2,2,3,5,4,4,3,2,4,4,4,4,5,2,3,2,4,4,5,4,2,4,3,4,5,4,1
445,57,0,6,1,25,1,6,1,2,0,2,2,2,5,4,3,3,3,3,3,3,5,2,3,3,1,2,2,3,?,3,3,1,1,3,1,2,2,2,1,3,3,2,2,4,3,4,3,2,2,1,1,2
446,49,0,6,1,5,1,6,2,?,0,2,2,3,5,3,?,3,2,2,2,2,2,2,1,?,1,?,3,?,5,5,5,1,1,1,1,2,5,3,3,3,?,1,2,3,1,3,5,3,3,3,1,1
447,30,0,4,0,1,1,6,2,?,0,4,5,4,5,5,5,5,5,2,3,3,2,1,3,3,1,2,5,2,4,4,2,1,1,3,1,4,2,3,3,5,3,3,3,4,5,2,5,2,4,4,2,1
448,50,0,6,0,9,1,6,1,7,1,4,4,5,4,4,4,5,4,5,4,4,4,4,3,3,3,3,4,5,5,5,5,5,4,5,5,5,3,5,3,4,3,5,5,5,4,4,5,5,5,5,4,4
449,29,0,6,0,2,1,6,2,?,0,3,3,4,4,2,3,4,4,4,4,2,5,4,3,3,1,2,2,2,5,5,5,2,1,1,2,3,3,4,3,2,2,3,3,3,3,3,4,4,4,4,1,1
450,38,0,6,0,7,1,6,1,7,0,3,3,4,4,3,2,3,2,3,3,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,2,3,3,3,5,?,3,3,5,3,3,4,2,3,2,3,3
451,38,0,5,1,15,1,6,1,2,0,3,3,4,4,4,?,5,4,4,4,4,4,3,3,?,1,3,2,3,3,3,4,?,?,4,3,4,1,1,2,3,3,3,3,3,5,3,3,3,4,3,1,?
452,50,0,6,1,13,1,6,2,?,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3
453,34,0,6,1,10,1,6,1,4,0,3,3,3,5,5,2,3,5,2,2,1,4,2,3,3,1,3,3,3,3,4,4,1,1,2,2,3,1,3,2,2,2,2,2,3,4,3,2,2,2,2,1,1
454,50,0,6,1,10,1,6,1,4,0,1,1,2,2,5,5,3,3,1,1,2,2,3,1,1,2,3,2,3,3,3,3,1,1,2,2,1,2,1,1,4,3,3,2,1,1,1,1,2,2,1,1,1
455,47,0,4,0,2,1,6,2,?,1,4,4,5,4,4,4,5,4,4,3,4,3,4,3,3,4,5,4,4,4,5,5,3,2,5,5,4,3,3,2,5,5,4,4,4,2,3,3,4,4,5,2,3
456,34,0,6,0,4,1,6,2,?,0,3,2,4,5,3,3,4,4,2,2,2,4,4,2,2,2,1,3,4,5,4,5,2,1,3,3,3,4,5,3,4,5,3,3,5,4,4,4,3,4,4,1,2
457,46,0,6,0,15,1,6,1,6,0,3,4,4,5,5,4,5,5,4,4,4,4,5,4,3,3,5,4,4,4,5,5,2,1,4,4,4,2,3,3,3,2,3,4,5,5,5,4,3,3,5,3,3
458,28,0,4,0,2,1,6,2,?,0,4,3,4,5,5,4,4,4,3,3,3,2,3,3,3,2,3,4,3,4,4,4,1,1,3,3,4,1,3,1,3,3,3,3,4,3,2,3,3,3,3,1,1
459,35,0,6,1,7,1,6,1,3,0,2,3,3,5,4,4,4,4,3,3,3,3,2,3,3,1,4,4,2,5,5,5,3,1,1,1,2,1,1,1,5,5,5,5,4,4,4,5,4,4,4,1,1
460,57,0,4,0,3,1,6,2,?,0,2,2,2,5,3,4,4,3,2,2,2,4,3,2,4,2,2,3,2,4,4,4,1,1,2,2,2,2,2,2,4,3,2,2,4,4,4,4,1,1,1,1,4
461,44,0,6,1,14,1,6,1,7,0,3,3,3,4,3,?,4,3,3,3,3,2,?,1,?,2,1,3,3,5,5,5,2,1,3,3,3,1,2,1,2,1,2,2,3,3,3,3,3,3,3,1,2
462,43,0,6,0,3,1,6,?,?,0,3,?,3,4,4,3,3,3,3,3,?,4,2,3,3,3,3,2,2,5,5,5,1,1,3,3,4,4,4,5,5,5,3,3,3,4,4,3,?,3,4,1,2
463,35,0,6,0,3,1,6,2,?,0,3,4,4,4,4,3,4,4,3,3,2,2,3,2,3,1,2,3,3,5,5,5,1,2,3,?,3,3,2,2,4,3,3,3,3,3,3,3,2,2,3,2,3
464,46,0,5,1,5,1,6,1,7,0,5,4,5,4,4,5,5,4,3,4,3,3,3,3,?,3,3,3,3,5,5,5,2,3,3,3,3,3,5,4,4,4,4,4,5,5,5,5,4,3,2,2,3
465,39,0,4,0,3,1,6,2,?,1,3,4,4,5,5,3,5,5,3,3,3,5,3,?,3,2,2,3,2,4,4,4,2,5,3,3,3,2,2,2,4,3,3,3,3,4,3,3,3,3,5,1,5
466,36,0,4,0,5,1,6,2,?,0,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,3,3,3,3,4,1,1,3,3,3,2,3,3,4,4,3,3,3,2,3,3,3,3,3,1,3
467,36,0,4,0,2,1,6,1,7,0,4,4,5,5,5,?,4,4,4,4,4,5,4,3,3,2,3,2,3,3,5,5,1,1,1,1,4,1,1,1,3,3,2,1,4,5,4,5,4,5,4,1,1
468,28,0,4,0,1,1,6,2,?,0,3,2,5,4,3,4,4,4,4,4,3,2,2,2,2,4,3,4,5,4,5,5,3,2,4,4,4,5,5,1,5,5,5,5,3,3,3,3,4,4,3,1,2
469,37,0,1,1,4,1,6,2,?,0,3,3,1,1,2,1,1,2,2,2,2,3,3,3,2,4,2,2,2,1,1,2,3,1,3,4,1,5,4,5,1,2,3,3,1,2,3,2,4,4,2,3,2
470,26,0,4,0,3,1,6,2,?,0,3,4,5,5,4,4,5,5,4,4,3,3,4,4,3,4,5,5,5,5,5,5,3,4,5,5,5,2,2,4,4,3,4,4,4,3,2,3,4,4,4,2,5
471,40,0,6,0,3,1,6,2,?,0,2,2,2,4,4,?,3,3,2,3,3,3,4,3,3,1,3,3,3,4,3,4,1,1,1,1,3,1,1,1,3,3,3,?,4,4,4,3,1,1,2,1,1
472,29,0,6,0,3,1,6,2,?,0,4,4,4,5,5,3,5,4,4,4,2,3,3,3,3,5,3,3,3,4,5,5,4,1,4,4,4,1,4,1,5,4,4,3,4,1,1,1,4,4,5,1,1
473,51,0,1,0,8,1,6,2,?,0,3,4,5,3,5,3,4,4,3,4,3,3,3,3,3,1,4,3,4,4,3,5,4,3,4,4,3,1,1,1,4,4,4,4,5,5,5,4,4,4,2,2,4
474,33,0,5,1,3,1,6,1,4,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
475,34,0,6,0,3,1,6,1,7,0,2,1,2,4,3,3,2,3,3,3,3,5,3,3,3,1,1,3,1,3,4,4,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,1,2,4,1,1
476,32,0,6,1,6,1,6,1,3,0,?,2,4,5,4,1,2,4,4,4,4,4,1,2,2,1,2,2,4,5,5,5,1,1,1,1,3,1,3,3,5,4,2,2,4,2,1,1,3,4,3,1,1
477,37,0,4,0,?,1,6,2,?,0,4,4,4,5,5,?,5,5,4,4,4,3,4,3,?,4,4,3,4,4,3,4,2,1,4,4,4,1,1,1,4,3,3,3,4,4,3,3,2,4,4,1,1
478,51,0,5,1,15,1,6,2,?,1,3,2,3,3,3,4,4,4,3,4,3,3,4,3,3,3,2,3,2,4,5,5,3,3,3,3,3,5,5,5,4,3,3,3,5,3,5,4,3,4,4,4,5
479,41,0,2,1,16,1,6,1,2,0,3,4,5,5,4,4,5,5,4,3,2,1,4,3,3,4,3,5,4,5,5,5,4,2,4,4,5,1,3,3,2,1,4,4,5,5,5,5,4,4,4,1,2
480,48,0,6,0,15,1,6,1,7,0,1,1,2,4,4,3,2,3,2,2,2,4,2,3,3,1,?,?,?,?,?,?,1,1,1,1,?,1,3,2,3,3,1,1,3,1,4,3,1,1,3,1,1
481,45,0,5,1,19,1,6,2,?,0,3,2,2,4,3,3,5,4,3,2,1,5,1,?,?,1,1,5,2,5,5,5,1,1,1,2,2,1,4,1,5,5,2,2,5,5,5,4,1,3,3,1,1
482,33,0,6,1,8,1,6,1,2,0,3,3,2,4,5,4,5,4,4,5,5,5,4,3,4,1,1,2,1,4,5,5,4,1,1,1,4,1,2,2,4,4,4,3,5,5,5,5,2,4,5,1,1
483,40,0,5,0,8,1,6,1,6,0,3,3,2,4,5,4,4,5,2,3,1,4,3,3,4,2,1,5,3,5,4,5,1,1,1,1,1,1,5,5,5,5,2,2,4,3,2,2,1,2,2,1,1
484,64,0,2,1,30,1,6,2,?,0,3,3,5,5,4,4,4,4,4,4,4,2,3,3,2,5,4,4,4,4,5,5,4,1,5,5,4,1,2,3,4,4,4,4,?,?,?,?,4,4,2,1,4
485,48,0,1,0,2,1,6,2,?,0,4,4,4,5,4,3,4,4,3,3,3,3,3,3,3,3,2,4,3,4,4,5,3,3,4,3,3,1,3,1,3,4,3,3,5,4,5,4,4,4,4,2,2
486,41,0,6,1,4,1,6,1,7,0,1,1,3,5,5,3,3,3,3,3,3,3,4,3,3,1,1,4,2,4,5,5,2,2,3,2,3,1,2,3,3,2,2,2,3,3,3,3,3,3,3,2,1
487,32,0,1,0,2,1,6,2,?,0,2,2,3,4,4,3,3,4,2,2,2,4,2,3,3,1,2,3,3,4,4,5,2,2,2,2,?,4,5,3,4,4,3,3,3,3,3,3,3,4,5,4,3
488,50,0,6,0,3,1,6,2,?,0,3,3,4,4,4,4,4,4,3,4,3,3,2,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,?,4,4,4,4,4,5,3,3,3,4,4,4,1,5
489,36,0,2,0,8,1,6,2,?,0,3,2,4,4,4,3,2,2,5,5,4,1,5,2,3,3,3,3,4,5,5,5,2,2,2,3,4,1,2,1,3,3,2,3,3,3,3,3,4,4,3,1,2
490,54,0,1,0,1,1,6,2,?,0,4,4,4,4,4,?,4,3,3,?,4,2,3,?,?,2,3,4,4,5,5,5,2,2,3,2,4,2,2,1,5,5,3,3,5,5,5,5,4,3,4,1,3
491,35,0,1,0,3,1,6,2,?,1,2,2,3,3,3,4,3,3,3,2,2,2,2,2,3,1,3,3,3,4,4,4,2,2,2,2,2,4,4,3,4,3,2,2,4,4,4,3,2,2,3,4,2
492,35,0,1,1,6,1,6,1,7,0,5,5,5,5,5,3,5,3,4,4,4,1,4,4,3,1,3,3,3,5,4,5,5,1,4,4,5,1,3,1,1,1,5,5,5,3,3,5,4,3,1,1,1
493,32,0,1,0,1,1,6,1,6,0,4,5,4,5,5,3,5,5,4,4,4,2,4,4,3,3,4,4,4,4,5,5,1,1,3,3,5,2,4,1,3,4,4,3,5,5,5,5,5,5,5,1,5
494,52,0,3,0,1,1,6,2,?,0,4,2,2,5,4,3,2,3,3,4,3,3,3,4,3,2,2,4,2,4,2,4,2,3,2,2,3,2,2,3,3,3,3,2,4,3,4,4,4,4,4,2,2
495,39,0,1,0,7,1,6,2,?,0,3,3,3,5,5,4,5,5,4,4,4,3,3,3,3,2,3,4,3,3,3,4,3,1,3,3,3,1,2,1,4,4,3,3,5,5,5,2,4,5,5,1,5
496,56,0,5,1,28,1,6,1,2,0,2,2,2,4,3,?,4,3,3,3,1,5,2,3,?,1,2,4,2,5,4,5,1,1,2,1,3,3,3,3,3,2,2,2,4,3,2,3,2,2,3,1,4
497,32,0,2,0,?,1,6,2,?,0,3,4,5,5,4,5,5,3,4,4,4,5,4,5,5,3,5,5,5,5,5,5,2,3,4,4,5,2,2,5,3,3,3,3,5,3,3,1,4,4,4,1,3
498,39,0,5,1,4,1,6,1,7,1,3,3,1,5,4,3,5,4,2,2,2,4,2,2,4,2,2,2,3,4,4,5,2,2,2,2,2,4,5,4,4,4,2,2,4,2,2,2,2,4,4,4,2
499,54,0,4,0,1,1,6,2,?,0,4,4,3,5,5,5,4,3,2,3,3,3,3,4,4,2,3,3,4,2,3,3,3,3,3,3,3,?,4,4,4,4,3,3,4,5,4,5,2,3,4,4,2
500,50,0,5,0,15,1,6,1,6,0,3,3,2,3,3,2,3,3,2,3,2,4,3,2,3,2,2,2,3,3,3,3,2,1,2,2,3,1,3,1,2,2,2,2,4,3,3,3,3,3,3,1,2
501,43,0,4,0,5,1,6,2,?,0,3,4,3,3,4,2,2,2,2,2,2,3,2,3,2,1,3,4,2,4,2,4,1,1,1,1,2,2,4,4,?,?,1,1,1,1,1,1,3,3,2,1,1
502,33,0,1,0,?,1,6,2,?,0,2,3,2,5,4,4,4,3,2,4,3,3,3,3,4,1,2,4,3,?,4,4,1,1,2,1,3,1,1,1,5,5,3,2,4,3,2,2,1,2,2,1,1
503,49,0,6,1,27,1,6,1,2,1,2,3,3,3,2,3,?,3,4,4,3,3,3,3,3,2,3,3,3,4,3,4,2,2,3,3,3,1,2,1,4,4,3,3,3,3,2,2,2,2,2,2,2
504,46,0,6,1,20,1,6,1,2,0,2,2,2,4,4,3,3,2,4,3,3,2,2,3,3,1,1,4,1,4,3,4,1,1,2,2,4,1,1,1,3,1,3,2,1,1,1,1,2,3,1,1,1
